date	bytes_sent	number_of_requests	number_of_downloads
2025-02-24	87453592	<50	<50
2025-02-28	42764504	<50	<50
2025-03-01	15720670088	1960	160
2025-03-02	15763434592	200	200
2025-03-11	16307475872	240	200
2025-03-21	16035455232	200	200
2025-05-28	38308400	<50	<50
2025-05-29	2816304	<50	<50
2025-06-02	16035455232	200	200
2025-06-03	290800	<50	<50
2025-06-04	1999398015	<50	<50
2025-06-06	7448891312	<50	<50
2025-06-07	114967212	<50	<50
2025-06-08	22530432	<50	<50
2025-06-09	534264920	720	120
2025-06-10	334970080	340	80
2025-06-12	15396672	<50	<50
2025-06-13	16099321948	200	200
2025-06-22	565092572	<50	<50
2025-06-24	16035455232	200	200
2025-07-26	413663752	<50	<50
2025-07-27	8184608	<50	<50
2025-07-28	1278749488	<50	<50
2025-07-29	437836328	<50	<50
2025-07-30	283172600	<50	<50
2025-07-31	975216296	<50	<50
2025-08-01	53628200	<50	<50
2025-08-02	232367464	<50	<50
2025-08-03	299472832	<50	<50
2025-08-04	307203416	<50	<50
2025-08-05	296152240	60	<50
2025-08-06	45128880	<50	<50
2025-08-07	280564480	<50	<50
2025-08-08	2807440	<50	<50
2025-08-09	993010512	<50	<50
2025-08-10	798128640	<50	<50
2025-08-11	305134384	<50	<50
2025-08-12	5173944648	100	<50
2025-08-13	289661560	<50	<50
2025-08-14	474234200	<50	<50
2025-08-15	308633440	<50	<50
2025-08-16	302733472	<50	<50
2025-08-17	1501053816	<50	<50
2025-08-19	41531848	<50	<50
2025-08-20	261374080	<50	<50
2025-08-21	16125264	<50	<50
2025-08-22	2783088	<50	<50
2025-08-23	442711584	<50	<50
2025-08-24	283634032	<50	<50
2025-08-26	489655276	<50	<50
2025-08-27	2783088	<50	<50
2025-08-28	1219083512	<50	<50
2025-08-29	279645320	<50	<50
2025-08-30	474811792	<50	<50
2025-08-31	330283520	<50	<50
2025-09-01	8158176	<50	<50
2025-09-02	661473288	<50	<50
2025-09-03	701428392	<50	<50
2025-09-04	412302752	<50	<50
2025-09-05	33446648	<50	<50
2025-09-06	16125264	<50	<50
2025-09-07	261374080	<50	<50
2025-09-08	8640064	<50	<50
2025-09-09	229101624	<50	<50
2025-09-10	29658528	<50	<50
