region	bytes_sent
AWS/us-east-2	452055602596
US/Massachusetts	122958558535
US/California	80466133406
NL/North Holland	36730019640
VPN	32727649812
AWS/us-east-1	26983226681
GCP/asia-east1	26372579632
GitHub	24863370324
GCP/us-west4	7099583096
GB/England	4646594332
CN/Shanghai	4621574926
CA/Quebec	4046405389
US/Georgia	2868748592
HK/Hong Kong	2007080552
PT/Lisbon	1445350048
US/Maryland	1404184292
GCP/us-central1	917279127
TW/Taiwan	713580916
VN/Ho Chi Minh	565739808
IN/Maharashtra	500373648
IT/Lombardy	426221236
FR/Provence-Alpes-Côte d'Azur	388131448
US/Pennsylvania	304940161
US/Washington	299799540
IN/Punjab	237919652
CA/British Columbia	205603740
VN/Kiên Giang Province	188995280
US/Rhode Island	116655284
IT/Lazio	94186132
NO/Oslo	94186132
CA/Ontario	94186132
AWS/ap-southeast-1	86870476
AU/New South Wales	49308452
US/Florida	19112952
