region	bytes_sent
US/New York	51700364652
US/California	39507398407
US/Massachusetts	27262729810
AWS/us-east-1	13532260780
NL/North Holland	13513429688
IR/Fars	12919706852
US/New Mexico	12919706852
US/New Jersey	6612005361
GitHub	4713344844
CN/Shanghai	2019718136
CA/Quebec	1426056612
VPN	1026130936
GCP/us-central1	806692168
AWS/us-east-2	579829004
GB/England	497748908
HK/Hong Kong	445691040
US/Georgia	222636972
AWS/ap-southeast-1	151391116
PT/Lisbon	19270222
US/Maryland	7013112
US/Rhode Island	5952256
CA/British Columbia	5869796
IN/Punjab	5762596
SE/Stockholm	4557468
CH/Vaud	3439028
JP/Tokyo	1488064
US/Pennsylvania	1488064
KR/Seoul	1488064
IN/Uttar Pradesh	1488064
IN/Delhi	1488064
RU/Moscow	1488064
ES/Catalonia	1326896
IN/Maharashtra	887400
VN/Ho Chi Minh	786476
VN/Kiên Giang Province	786476
US/Virginia	280920
