region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
NLD	42812403908	2013	0	1
USA/NY	1076767552	5210	59	6
GitHub	267251054	578	20	18
USA/MA	82151818832	1580	0	3
CHN	41039160092	7828	0	1
AWS/us-east-1	41080626656	4899	6	1
NOR/50	365953024	58	1	2
VPN	84568296092	116	8	7
USA/PA	25321765	246	2	2
USA/CA	51718509113	49	13	4
GBR/SCT	12946586368	62	3	1
USA/VA	30793872	126	0	1
GBR/ENG	10485760	1	0	1
USA/MD	24490440	82	2	2
MEX/OAX	2156684	49	0	2
USA/NV	12577536	1	1	0
AWS/us-east-2	41039160092	1	1	0
SGP	2685828	2	2	0
CHE/VD	2555512	10	1	1
VNM/HN	9957216	1	1	0
USA/IL	10546788	1	1	0
MEX/CMX	4644192	19	2	2
FRA/IDF	8860832	16	3	3
