region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	336731323020	5407	298	55
NLD	15330217788	712	8	8
USA/MA	515917093481	19381	455	169
USA/CA	5145792906	3018	51	39
VPN	316859859771	29822	632	391
AWS/us-east-1	32753318902	4052	108	63
AWS/us-east-2	10223847502	14	7	1
USA/VA	132236573440	10151	239	114
IDN/BT	8015348912	48	8	6
CHN	41253493226	4468	1	21
USA/GA	141928014836	41588	559	224
USA/FL	33640186262	655	28	3
USA/IL	31149831566	1217	98	23
GH-actions	5077471382	14819	220	186
IDN/JB	33571576566	34	27	6
USA/NY	165805443322	6201	168	70
USA/MD	48900384	56	10	10
KOR/30	30525162874	21	21	0
ROU/IF	30525162874	21	21	0
ARE/AZ	21986460794	17	17	0
AWS/ap-southeast-1	121386324	26	26	0
IND/UP	3707720920	13	13	0
AUT/9	30525162874	21	21	0
DEU/TH	30525162874	21	21	0
USA/NJ	96541966466	72	72	0
RUS/SA	30525162874	21	21	0
USA/CT	2377204956	203	12	7
GCP/us-central1	31367334570	2789	48	24
ITA/45	61050325748	42	42	0
HKG	1472382880	2	2	0
MEX/CMX	748764344	2243	77	56
DEU/BW	71671073264	1711	49	20
USA/SD	8385024	1	1	0
ARG/B	15459888	1	1	0
BRA/SP	33933144	2	2	0
ZAF/NW	1703208	1	1	0
FRA/IDF	24443460	18	5	3
SGP	30576842514	29	23	6
USA/WA	1032853224	3958	71	23
GBR/ENG	30713948766	25	25	0
CAN/BC	136084904	304	38	21
AWS/us-west-2	26360207351	5607	9	4
JPN/13	32095486446	87	25	2
NOR/50	537864796	110	0	7
KOR/41	8461212748	6706	1	9
COL/MAG	3471924	1	1	0
ARE/SH	1113636	1	1	0
PRY/ASU	982620	1	1	0
VNM/21	27709884	2	2	0
THA/10	982620	1	1	0
DOM/01	13167108	1	1	0
UKR/30	32295444	6	6	0
UZB/SA	11529408	1	1	0
COL/CAQ	1113636	1	1	0
BRA/MG	1179144	1	1	0
USA/LA	9433152	1	1	0
USA/OH	14542776	1	1	0
IDN/YO	14673792	2	2	0
ZAF/GP	4847592	1	1	0
COL/CUN	5895720	1	1	0
USA/VT	902993532	109	1	1
USA/PA	223578025	472	10	2
DEU	4525752740	5	5	0
RUS/SVE	44826948	86	4	1
USA/TX	82241212	1	1	0
GCP/us-west1	29279732	62	2	1
ESP/PV	26394380	56	1	1
ISR/M	1482138564	58	2	1
NOR	1455547324	1	1	0
AUT/3	1455547324	1	1	0
DEU/NW	1455547324	1	1	0
JPN/23	1455547324	1	1	0
CHE/VD	5348228	19	3	2
CHN/BJ	1670804	6	1	1
JPN	114418620	110	0	1
NOR/03	18342240	1	1	0
USA/IN	1479689080	3	3	0
BOL/L	11987964	1	1	0
KGZ/GB	1113636	1	1	0
BRA/AM	4258020	1	1	0
GCP/asia-east1	1504083744	137	3	1
PAK	2816844	2	2	0
FRA/PDL	14084220	1	1	0
BGD	1113636	1	1	0
IRQ/KA	3471924	1	1	0
MYS/14	917112	1	1	0
AZE/BA	15983952	1	1	0
JAM/01	1441176	1	1	0
BGD/C	7271388	1	1	0
USA/NE	1048128	1	1	0
