region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	12635132208	1728	410	134
USA	520535547	64	36	4
GitHub	1398277163	4844	267	204
AWS/ap-southeast-1	154860912	24	24	0
USA/VA	99492969	6	6	0
CHN	2663961238	319	12	50
HKG/KKC	140982195	20	0	4
USA/MD	50476210	51	10	10
USA/MA	2967735114	298	0	82
AWS/us-east-1	757281459	76	76	0
ARG/B	46986979	3	3	0
USA/IL	512546397	48	24	2
DEU/BW	1267438793	36	36	0
AWS/us-east-2	140982195	4	4	0
MEX/CMX	117454642	370	53	51
BRA/DF	50623783	2	2	0
VEN/A	43810951	4	4	0
ARG/P	1	1	0	1
USA/CA	91587698	25	7	4
CHN/SH	96802329	9	2	1
GCP/us-central1	246111340	7	7	0
VNM	12839568	1	1	0
BRA/PR	23189832	2	2	0
CHL/RM	180550704	6	6	0
MEX/BCN	10939836	1	1	0
LBN	4847592	1	1	0
MEX/GUA	34834444	1	1	0
IDN/LA	1113636	1	1	0
DEU/BY	35241818	65	1	1
USA/NY	3602920	414	0	1
COL/DC	5371656	1	1	0
VNM/DN	11791440	1	1	0
CRI/SJ	11332884	1	1	0
IDN/YO	24499992	4	4	0
EST/37	34693036	1	1	0
CHE/VD	2653424	10	2	1
SEN/DK	8188500	1	1	0
IRQ/NI	3602940	1	1	0
USA/NC	13232616	1	1	0
BOL/L	35163808	1	1	0
VNM/13	9236628	1	1	0
VNM/SG	10415772	1	1	0
MAR/04	2030748	1	1	0
MEX/CHH	8254008	1	1	0
PSE	11332884	1	1	0
MAR/07	1048128	1	1	0
TUN/11	1768716	1	1	0
RUS/KYA	6616308	1	1	0
MAR/09	12774060	1	1	0
BRA/SP	27120312	1	1	0
IND/GJ	1	1	0	1
COL/ANT	2685828	1	1	0
BRA/RR	34949780	1	1	0
GAB/1	7140372	1	1	0
BGD/C	3340908	1	1	0
SGP	8843580	2	2	0
BRA/MG	7074864	1	1	0
JPN/13	11066578	14	1	1
CHN/BJ	1429112	6	1	1
FRA/IDF	5175832	20	4	3
ECU/G	22927800	1	1	0
HKG	9236628	2	2	0
JOR/AM	4716576	1	1	0
PAK/PB	1834224	1	1	0
MEX/COA	35390451	1	1	0
VNM/HN	10546788	1	1	0
CIV/AB	1113636	1	1	0
AWS/us-west-2	28847488	68	6	2
USA/WA	13462244	10	2	2
GBR/ENG	22141704	2	2	0
COL/NSA	3013368	1	1	0
MYS/10	7598928	1	1	0
KAZ/79	2292780	1	1	0
LVA/RIX	1	1	0	1
