region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	46447664	339	113	95
USA/MD	3082504	20	10	10
VPN	17492144	92	78	12
AWS/ap-southeast-1	2264416	11	11	0
CAN/QC	1235136	6	6	0
USA/CA	1233024	8	4	4
AWS/us-east-1	11115944	54	54	0
USA	823396	4	4	0
USA/MA	5146260	25	0	25
CHN	7410620	36	36	0
USA/VA	2264332	11	11	0
USA/NV	2058504	10	10	0
USA/IL	823424	4	4	0
MEX/CMX	2157792	14	7	7
GCP/us-central1	1029280	5	5	0
AWS/us-east-2	411712	2	2	0
EST/37	205828	1	1	0
CHE/VD	308228	2	1	1
NLD	411712	2	2	0
UZB/TK	205856	1	1	0
SGP	205856	1	1	0
BRA/SC	205856	1	1	0
FRA/IDF	924768	6	3	3
USA/IN	205856	1	1	0
BGD	205828	1	1	0
HRV/05	205828	1	1	0
USA/AZ	205828	1	1	0
GBR/ENG	205828	1	1	0
