week_start	Neurophysiology
2022-11-21	37657888628
2022-11-28	372357480
2022-12-19	68163576
2023-01-02	68163576
2023-01-09	240924594
2023-01-16	56859496984
2023-01-23	131847970041
2023-01-30	196723920773
2023-02-06	5562303274
2023-02-13	268428043468
2023-02-20	72966933062
2023-02-27	437699036
2023-03-06	70171245979
2023-03-13	218849518
2023-03-27	140511670131
2023-04-03	218849518
2023-04-10	21972089127
2023-04-17	416633260
2023-04-24	516799742
2023-05-01	70783289011
2023-05-08	291579066179
2023-05-15	15390109408
2023-05-22	68351591264
2023-05-29	11246648
2023-06-05	11246648
2023-06-12	80315183328
2023-06-19	622444736
2023-06-26	522284616
2023-07-03	507907393
2023-07-10	589293948
2023-07-17	1159142949
2023-07-24	32240500086
2023-07-31	10410955603
2023-08-07	108014826238
2023-08-14	54688855858
2023-08-21	414441288310
2023-08-28	1005264483283
2023-09-04	13529157517937
2023-09-11	24869069844593
2023-09-18	25752557072417
2023-09-25	1747466980942
2023-10-02	354516952
2023-10-16	1782289913168
2023-10-23	2311661046064
2023-10-30	2941884946258
2023-11-06	594881389945
2023-11-13	191170039502
2023-11-20	17306693790407
2023-11-27	20961135711074
2023-12-04	460039169244
2023-12-11	104773578295
2023-12-18	77135893621
2023-12-25	53649626
2024-01-01	14397736599
2024-01-08	7908198084204
2024-01-15	29193936915
2024-01-22	61114644971
2024-01-29	424800418342
2024-02-05	17690592266494
2024-02-12	82721370910289
2024-02-19	15478416532260
2024-02-26	17391370690939
2024-03-04	789826129521
2024-03-11	655478124464
2024-03-18	479232238193
2024-03-25	322252515349
2024-04-01	1257622107933
2024-04-08	981066286100
2024-04-15	1288072505958
2024-04-22	1643252604194
2024-04-29	1833853824185
2024-05-06	1351475085535
2024-05-13	1313562092554
2024-05-20	1182896851540
2024-05-27	1129119350041
2024-06-03	5329611064358
2024-06-10	7665831932362
2024-06-17	1167941338202
2024-06-24	1288094183895
2024-07-01	924947695471
2024-07-08	87254422707
2024-07-15	179214054996
2024-07-22	93578240971
2024-07-29	514650339
2024-08-05	816174060
2024-08-12	129617349983
2024-08-19	2779702595410
2024-08-26	11152582242353
2024-09-02	37029967888440
2024-09-09	67137726173147
2024-09-16	3540618581580
2024-09-23	1071833177097
2024-09-30	71026963577
2024-10-07	60455668514
2024-10-14	228109821841
2024-10-21	319016626783
2024-10-28	127983693789
2024-11-04	3721398417
2024-11-11	96916863736
2024-11-18	25166281567
2024-11-25	8833421967
2024-12-02	510061988558
2024-12-09	229146508794
2024-12-16	206042201952
2024-12-23	54418247519
2024-12-30	13678661947
2025-01-06	1683692762
2025-01-13	658924212
2025-01-20	112048564226
2025-01-27	309990840
2025-02-03	7532840736
2025-02-10	498904575988
2025-02-17	1103835315323
2025-02-24	2513668624
2025-03-03	1722123270
2025-03-10	159341638
2025-03-17	107887900144
2025-03-24	39924255931
2025-03-31	274500877502
2025-04-07	784533631691
2025-04-14	963688799953
2025-04-21	781577728
2025-04-28	53974179283
2025-05-05	57040752690
2025-05-12	12080091032
2025-05-19	172590542
2025-05-26	42864649152
2025-06-09	568311815
2025-06-23	8263864168
2025-06-30	53585631708
2025-07-07	190165312
2025-07-14	42203458524
2025-07-21	447231173093
2025-07-28	22741001771558
2025-08-04	58525773954865
2025-08-11	45565259183223
2025-08-18	12496822700803
2025-08-25	10508050233390
2025-09-01	13144418938043
2025-09-08	9325777073156
2025-09-15	56102078293
2025-09-22	188884655282
2025-09-29	2238379452
2025-10-06	1665427086
2025-10-13	941253252
2025-10-20	2199336509
2025-10-27	167197752064
2025-11-03	2901999401548
2025-11-10	1435861310
2025-11-17	216338020
2025-11-24	54932216450
2025-12-01	345099410
2025-12-08	1247575774998
2025-12-15	58011183422822
2025-12-22	12914658647903
2025-12-29	29333030489722
2026-01-05	6342610015014
2026-01-12	1185412861259
2026-01-19	4624200954671
2026-01-26	26825031957625
2026-02-02	12998946734502
2026-02-09	429076316779
2026-02-16	75755407044
2026-02-23	734297475152
2026-03-02	125926448597
2026-03-09	219840308695
2026-03-16	310701154423
2026-03-23	1609889490684
2026-03-30	35413884382
2026-04-06	87351786732
2026-04-13	23876688029
2026-04-20	81603013112
2026-04-27	8421034337296
2026-05-04	2357989195
2026-05-11	2679757311704
