date	bytes_sent	number_of_requests	number_of_downloads
2021-04-22	60939136004	7260	<50
2021-05-01	5408197	<50	<50
2021-05-04	38097905922	<50	<50
2021-05-07	21426292	<50	<50
2021-05-08	31387522656	<50	<50
2021-05-11	29530187056	<50	<50
2021-06-06	9693752	<50	<50
2021-06-12	5107606417	<50	<50
2021-06-15	709238660	<50	<50
2021-06-28	99335323	<50	<50
2021-07-03	5110028	<50	<50
2021-08-11	2328015549	<50	<50
2021-09-06	44809697278	<50	<50
2021-09-09	63581968749	<50	<50
2021-09-20	21426292	<50	<50
2021-09-22	9693752	<50	<50
2021-10-05	1526101644	<50	<50
2021-10-29	117991866485	<50	<50
2021-11-03	9693752	<50	<50
2021-11-04	13272800	<50	<50
2021-11-11	3251836	<50	<50
2021-12-31	61077727469	<50	<50
2022-02-01	60939136004	<50	<50
2022-02-16	9656056	160	<50
2022-02-17	9656056	160	<50
2022-02-18	9656056	160	<50
2022-02-23	60939136004	<50	<50
2022-03-01	6470908640	<50	<50
2022-03-20	149722057	<50	<50
2022-03-21	21426292	<50	<50
2022-03-30	45785454463	<50	<50
2022-04-04	97412220952	<50	<50
2022-04-05	434043356	<50	<50
2022-04-08	6544288433	<50	<50
2022-04-09	60939136004	<50	<50
2022-04-12	52179568	20300	<50
2022-04-13	30671640	1120	<50
2022-04-14	30671640	1120	<50
2022-04-26	130040	160	<50
2022-04-27	6470908640	<50	<50
2022-04-28	1089104621	<50	<50
2022-04-29	6470908640	<50	<50
2022-05-07	36562062222	<50	<50
2022-05-08	29530187056	<50	<50
2022-05-16	60939136004	<50	<50
2022-05-17	130040	160	<50
2022-05-31	29530187056	<50	<50
2022-06-01	32006100333	<50	<50
2022-06-04	29530187056	<50	<50
2022-06-13	29530187056	<50	<50
2022-06-22	324413021	<50	<50
2022-06-25	6470908640	<50	<50
2022-06-27	29530187056	<50	<50
2022-06-29	61000601932	2380	<50
2022-06-30	13287071833	<50	<50
2022-07-04	30671640	1120	<50
2022-07-08	42984784	680	<50
2022-07-12	1913676312	<50	<50
2022-07-13	62655507821	2980	<50
2022-07-14	9693752	<50	<50
2022-07-26	21426292	<50	<50
2022-08-01	11732540	<50	<50
2022-08-02	364246964	<50	<50
2022-08-03	278541796	<50	<50
2022-08-07	24916614016	<50	<50
2022-08-08	36022521988	80	<50
2022-08-12	9693752	<50	<50
2022-08-14	599936176	60	60
2022-08-16	42852584	<50	<50
2022-08-17	10053677	<50	<50
2022-08-18	64278876	<50	<50
2022-08-19	42852584	<50	<50
2022-08-20	42852584	<50	<50
2022-08-21	107131460	<50	<50
2022-08-22	42852584	<50	<50
2022-08-25	54585124	<50	<50
2022-08-26	60917709712	<50	<50
2022-08-28	9693752	<50	<50
2022-08-29	70395240	<50	<50
2022-08-30	70395240	<50	<50
2022-08-31	21136465	<50	<50
2022-09-01	46930160	<50	<50
2022-09-05	60939136004	<50	<50
2022-09-06	29553652136	<50	<50
2022-09-07	6470908640	<50	<50
2022-09-08	24938040308	<50	<50
2022-09-10	70395240	<50	<50
2022-09-11	70395240	<50	<50
2022-10-06	29530187056	<50	<50
2022-10-26	24934299553	<50	<50
2022-11-01	9693752	<50	<50
2022-11-04	29579410584	<50	<50
2022-12-03	59263052	<50	<50
2022-12-21	73440751282	<50	<50
2023-01-12	29530187056	<50	<50
2023-01-30	29561311772	<50	<50
2023-02-01	6489660	<50	<50
2023-02-07	46803081832	820	<50
2023-02-08	45259260641	1140	<50
2023-02-10	28956068	<50	<50
2023-02-14	216152800	<50	<50
2023-02-17	60939136004	<50	<50
2023-02-20	13057176984	<50	<50
2023-02-22	10719716905	<50	<50
2023-02-25	29578958197	<50	<50
2023-03-30	21670448	1400	<50
2023-03-31	14128736	<50	<50
2023-04-02	17384888	<50	<50
2023-04-03	6437600	<50	<50
2023-04-04	24959451509	<50	<50
2023-04-05	24916614016	<50	<50
2023-04-14	2972844482	<50	<50
2023-04-20	46587528	<50	<50
2023-04-21	268353349	<50	<50
2023-04-25	29543890753	<50	<50
2023-04-27	29530187056	<50	<50
2023-05-03	6489660	<50	<50
2023-05-14	11732540	<50	<50
2023-05-23	260080	300	<50
2023-05-25	260080	300	<50
2023-05-26	260080	300	<50
2023-05-27	130040	160	<50
2023-05-28	130040	160	<50
2023-05-29	130040	160	<50
2023-05-30	130040	160	<50
2023-05-31	130040	160	<50
2023-06-01	130040	160	<50
2023-06-02	130040	160	<50
2023-06-03	130040	160	<50
2023-06-04	130040	160	<50
2023-06-05	130040	160	<50
2023-06-06	130040	160	<50
2023-06-07	130040	160	<50
2023-06-08	130040	160	<50
2023-06-09	130040	160	<50
2023-06-10	130040	160	<50
2023-06-11	130040	160	<50
2023-06-12	130040	160	<50
2023-06-13	130040	160	<50
2023-06-14	130040	160	<50
2023-06-15	130040	160	<50
2023-06-16	130040	160	<50
2023-06-17	1451720077	300	<50
2023-06-18	130040	160	<50
2023-06-19	130040	160	<50
2023-06-20	130040	160	<50
2023-06-21	130040	160	<50
2023-06-22	9823792	160	<50
2023-06-23	7212083549	160	<50
2023-06-24	260080	300	<50
2023-06-25	58423808	320	<50
2023-06-26	141085448	180	<50
2023-06-27	130040	160	<50
2023-06-28	130040	160	<50
2023-06-29	130040	160	<50
2023-06-30	130040	160	<50
2023-07-01	48598800	160	<50
2023-07-02	29530317096	160	<50
2023-07-03	9823792	160	<50
2023-07-04	11862580	160	<50
2023-07-05	21556332	160	<50
2023-07-06	130040	160	<50
2023-07-07	130040	160	<50
2023-07-08	130040	160	<50
2023-07-09	130040	160	<50
2023-07-10	130040	160	<50
2023-07-11	130040	160	<50
2023-07-12	130040	160	<50
2023-07-13	130040	160	<50
2023-07-14	4338848	340	<50
2023-07-15	130040	160	<50
2023-07-16	130040	160	<50
2023-07-17	130040	160	<50
2023-07-18	60939266044	160	<50
2023-07-19	130040	160	<50
2023-07-20	130040	160	<50
2023-07-21	18711960	160	<50
2023-07-22	130040	160	<50
2023-07-23	130040	160	<50
2023-07-24	130040	160	<50
2023-07-25	130040	160	<50
2023-07-26	6471038680	160	<50
2023-07-27	130040	160	<50
2023-07-28	130040	160	<50
2023-07-29	11862580	160	<50
2023-07-30	60939266044	160	<50
2023-07-31	11862580	160	<50
2023-08-01	130040	160	<50
2023-08-02	130040	160	<50
2023-08-03	130040	160	<50
2023-08-04	130040	160	<50
2023-08-05	130040	160	<50
2023-08-06	24485628	160	<50
2023-08-07	104499312	540	<50
2023-08-08	130040	160	<50
2023-08-09	130040	160	<50
2023-08-10	130040	160	<50
2023-08-11	130040	160	<50
2023-08-12	130040	160	<50
2023-08-13	130040	160	<50
2023-08-14	130040	160	<50
2023-08-15	6471038680	160	<50
2023-08-16	9823792	160	<50
2023-08-17	130040	160	<50
2023-08-18	130040	160	<50
2023-08-19	130040	160	<50
2023-08-20	130040	160	<50
2023-08-21	130040	160	<50
2023-08-22	4295097336	160	<50
2023-08-23	130040	160	<50
2023-08-24	130040	160	<50
2023-08-25	130040	160	<50
2023-08-26	130040	160	<50
2023-08-27	11862580	160	<50
2023-08-28	130040	160	<50
2023-08-29	23595120	160	<50
2023-08-30	130040	160	<50
2023-08-31	23595120	160	<50
2023-09-01	130040	160	<50
2023-09-02	130040	160	<50
2023-09-03	520160	620	<50
2023-09-04	130040	160	<50
2023-09-05	130040	160	<50
2023-09-06	130040	160	<50
2023-09-07	43112664	320	<50
2023-09-08	130040	160	<50
2023-09-09	130040	160	<50
2023-09-10	130040	160	<50
2023-09-11	130040	160	<50
2023-09-12	49462864	160	<50
2023-09-13	29530317096	160	<50
2023-09-14	130040	160	<50
2023-09-15	130040	160	<50
2023-09-16	130040	160	<50
2023-09-17	130040	160	<50
2023-09-18	11677376	160	<50
2023-09-19	130040	160	<50
2023-09-20	130040	160	<50
2023-09-21	9823792	160	<50
2023-09-22	130040	160	<50
2023-09-23	130040	160	<50
2023-09-24	130040	160	<50
2023-09-25	260080	300	<50
2023-09-26	26819784	160	<50
2023-09-27	11862580	160	<50
2023-09-28	130040	160	<50
2023-09-29	130040	160	<50
2023-09-30	130040	160	<50
2023-10-01	130040	160	<50
2023-10-02	130040	160	<50
2023-10-03	130040	160	<50
2023-10-20	15244131276	<50	<50
2023-10-23	11732540	<50	<50
2023-10-24	11732540	<50	<50
2023-10-25	60939136004	<50	<50
2023-10-27	130040	160	<50
2023-10-30	34609220496	960	<50
2023-11-02	29563345888	3520	<50
2023-11-07	61509454372	<50	<50
2023-11-15	130040	160	<50
2023-11-17	11732540	<50	<50
2023-11-19	29732992	160	<50
2023-11-20	262768	160	<50
2023-11-21	18726752	<50	<50
2023-11-23	14002804	<50	<50
2023-11-24	405680	<50	<50
2023-12-02	130040	160	<50
2023-12-07	9823792	160	<50
2023-12-08	43214844	160	<50
2023-12-09	130040	160	<50
2023-12-11	60939136004	<50	<50
2023-12-12	33158832	<50	<50
2024-01-03	43060956	<50	<50
2024-01-04	23465080	<50	<50
2024-01-11	29540010848	160	<50
2024-01-13	29547839880	<50	<50
2024-01-17	9693752	<50	<50
2024-01-22	24627908	<50	<50
2024-01-24	11732540	<50	<50
2024-01-26	2108269996	<50	<50
2024-02-06	38490262	<50	<50
2024-02-12	29530187056	<50	<50
2024-03-08	38775008	<50	<50
2024-03-13	38365256	<50	<50
2024-03-19	21426292	<50	<50
2024-03-22	199711710460	<50	<50
2024-03-27	34914328	<50	<50
2024-03-28	108262388348	200	<50
2024-03-29	21426292	<50	<50
2024-04-04	34715236	<50	<50
2024-04-05	195432700	<50	<50
2024-04-10	41746572	<50	<50
2024-04-14	60938074200	<50	<50
2024-04-16	29530187056	<50	<50
2024-04-20	143707780	<50	<50
2024-04-22	13870076	<50	<50
2024-04-24	36234744	<50	<50
2024-04-25	36573428	<50	<50
2024-05-22	56343036	<50	<50
2024-05-27	7830952	<50	<50
2024-06-07	60939136004	<50	<50
2024-07-02	126788090	260	<50
2024-07-04	29530187056	<50	<50
