region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CAN/QC	154526060	29	5	11
AWS/us-west-2	39350664217	5031	34	13
VPN	939276377359	58146	372	248
GH-actions	50398158516	23379	245	217
AWS/ap-southeast-1	90638508	19	19	0
CHL/RM	60940330556	6	6	0
USA/CA	509509941494	61004	121	34
GCP/us-west1	63384726734	5175	20	2
CHN	170270138590	4954	36	11
USA/VA	132118273820	108	35	16
GCP/asia-southeast1	14133293588	2001	9	4
ITA/45	543110304	282	2	16
NLD	137024887824	3586	7	6
IND/MH	25028460404	8	8	0
USA/WA	162154109864	243	28	11
VNM/SG	42852584	4	4	0
GBR/ENG	44269789496	58	40	3
ITA/62	126788090	264	10	5
USA/IL	116169538620	23	15	2
AWS/us-east-1	62017780117	7513	35	68
AWS/us-east-2	235874311477	25300	19	35
BEL	122448590376	11	11	0
EGY/ALX	97280344	5	5	0
THA/12	77835692	4	4	0
CHN/SH	42852584	4	4	0
USA	282775420030	16399	52	10
GCP/us-central1	94887182088	6041	36	3
SWE/AB	34727863073	2371	16	12
CHE/ZH	63209876968	44	15	11
FRA	60939136004	5	5	0
HKG	60994488517	11	11	0
PRT/11	310610264	4197	16	19
HKG/KKC	11732540	2	0	1
USA/MA	219050447337	3079	12	21
SGP	6607650204	30	18	3
FRA/ARA	63570236209	15	15	0
JPN	42852584	4	4	0
TWN/TPE	31120044	3	3	0
NOR/50	196067292	46	0	5
KOR/11	147504113437	535	27	7
USA/MD	214767883956	2702	48	16
USA/NV	123616070117	3106	6	7
USA/TX	52961927355	897	11	3
CHN/SN	43060956	3	3	0
USA/WI	187524801732	8059	24	4
ARG/E	11680064	1	1	0
CHN/BJ	182301778348	49	24	11
IND/KA	29599995585	8	5	1
USA/NY	174776678436	1910	49	14
CHN/ZJ	61077727469	10	10	0
CHN/HE	60982538060	7	7	0
NLD/NH	121878272008	10	10	0
FRA/HDF	1547527936	3	3	0
DEU/BE	60939136004	5	5	0
ESP/CL	21426292	2	2	0
IND/TS	60985071776	8	6	2
JPN/13	32258616	10	4	1
PSE/NBS	11732540	1	1	0
DEU/BY	51112937554	8	8	0
USA/GA	28956068	7	0	3
IND/PB	11732540	1	1	0
USA/OH	60939136004	5	5	0
USA/OR	67849772890	12219	19	3
HKG/NST	79149426262	22	6	4
GBR/SCT	123419311612	508	40	4
MEX/CMX	2106264420	9804	38	25
CHE/VD	75828320	46	8	6
HUN/BU	277980796	53	6	5
EGY/KB	1393644	1	1	0
CHL/NB	6968220	1	1	0
USA/NC	191858176208	688	19	11
BEL/WAL	58921221008	3	0	3
CHN/JS	979196455	4	1	3
IND/TN	271585866	120	7	4
ESP/AS	67117432	12	1	2
URY/MO	13206436	1	1	0
DEU/NW	33960529013	6	5	1
IRL/L	13272800	1	1	0
ECU/P	13206436	1	1	0
IND/DL	9839468785	3859	6	3
BRA/SP	4512753	3	2	1
CAN/ON	95320214	33	1	2
BRA/PR	59993056	1	1	0
BGD	134826252	620	8	1
PAK/PB	6901856	2	2	0
NZL/WGN	49842054444	3	3	0
KGZ/GB	1260916	1	1	0
VEN/L	4380024	1	1	0
FRA/IDF	3798559492296	1754147	30	7
GCP/us-west3	30094976	81	2	2
GCP/us-east4	9867455164	3426	1	1
GCP/us-west4	30573146580	11910	5	4
GCP/asia-east1	5842341312	2214	2	2
USA/CT	457967109	2	2	0
GCP/us-east1	7170456048	2555	2	2
NLD/ZH	8330430956	2	2	0
IRQ/NA	9888236	1	1	0
ITA/25	29606209624	21	6	2
IRQ/DA	5107606417	1	1	0
ITA/72	29530187056	1	1	0
AUS/VIC	140047508	5	5	0
USA/IN	184302067368	8	8	0
USA/MN	15409643092	7	7	0
SAU/02	36001095696	2	2	0
USA/FL	59375314989	4	4	0
SAU/01	34111096	2	2	0
FRA/PAC	29543890753	2	2	0
CHE	29530187056	1	1	0
PRT/03	6544288433	2	2	0
ESP/CT	29530187056	1	1	0
ECU/O	7698224	1	1	0
MAR/06	11215516	1	1	0
PAK/SD	25383761	3	3	0
ITA/52	6552020308	2	2	0
CHL/VS	21136465	1	1	0
BRA/MG	29540473476	2	2	0
ISR/JM	324413021	1	1	0
SYC	4711844	1	1	0
COL/ATL	1061824	1	1	0
CHN/GD	42300152	50	3	1
UKR/48	1128188	1	1	0
SWE/M	6153544	25	2	1
CHE/BE	6608481212	7	7	0
NOR/03	6470908640	1	1	0
USA/AL	6470908640	1	1	0
USA/MI	15237659284	14	11	1
SWE	6480602392	3	1	1
ARG/B	15802128	5	2	1
ISR/TA	21639272	2	2	0
KOR/41	273370298	56	1	1
BEL/VLG	6577103502	4	2	1
KEN	3849112	2	2	0
MEX/VER	1128188	1	1	0
BRA/PE	1061824	1	1	0
KOR	173219256	24	24	0
AUS/NSW	29081256	3	3	0
KOR/43	84442656	10	10	0
VNM/HN	10556484	2	2	0
FRA/BRE	9693752	1	1	0
ZAF/GP	16927428	2	2	0
USA/RI	29081256	6	0	1
USA/PA	9693752	2	0	1
EST/37	9693752	1	1	0
ECU/G	1194552	1	1	0
BGD/C	1128188	1	1	0
