week_start	Microscopy	Miscellaneous
2025-09-15	0	752
2025-10-06	0	1048
2025-10-20	0	222
2026-01-26	97227948	0
2026-02-02	97227948	0
2026-02-16	97227948	0
2026-02-23	3190686963	0
2026-03-02	2165759500	1680
2026-03-09	3081145370	827
2026-03-16	503178654432	5610
2026-03-23	726388839554	54205
2026-03-30	1642796883589	2113
2026-04-06	24272722602	1195
2026-04-13	55818682178	14265
2026-04-20	19311414165	2628
2026-04-27	4791207598	26
2026-05-04	192166571132	2555
2026-05-11	40139130424	8543
2026-05-18	3158603396	2484210141
2026-05-25	111691862283	48917071393
2026-06-01	217628712101	455621456
2026-06-08	74010163791	21505202
2026-06-15	41645489545	21466000
2026-06-22	25745702789	42948846
2026-06-29	4121445450887	17222021877
2026-07-06	62625405857	650744998
