region	bytes_sent
GCP/us-central1	16869442634
GitHub	13219847376
AWS/us-east-1	10656052588
GB/England	6362785440
US/California	5336139570
CA/Ontario	5324803662
US/Maryland	2412756356
US/New York	1983058335
US/Utah	1002831996
AWS/us-east-2	969574522
CN/Shanghai	945437531
CH/Zurich	908172936
JP/Osaka	749446936
IN/Maharashtra	489464896
CA/Quebec	443776079
US/Indiana	238569792
US/Pennsylvania	90308871
US/Rhode Island	62140968
US/Georgia	47770178
VPN	45266028
AWS/ap-southeast-1	39632340
US/Massachusetts	37280796
BD/Dhaka Division	18276732
