region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/ap-southeast-1	157221064	231	231	0
USA	41504280	61	61	0
VPN	509794096	775	745	14
AWS/us-east-1	239842504	353	353	0
CHN	266986432	392	392	0
USA/TX	18407208	27	27	0
GitHub	945531384	3373	1125	928
USA/NY	74912912	110	110	0
USA/VA	108301064	159	159	0
USA/MA	112366304	173	3	156
AWS/us-east-2	16332608	24	23	1
CAN/QC	29916832	44	44	0
NLD	25857744	38	38	0
GCP/us-west1	679928	1	1	0
MEX/CMX	39996416	141	47	47
USA/DC	57185632	84	84	0
USA/IL	37109312	58	54	2
USA/MD	8478560	30	10	10
GCP/us-east1	2039784	3	3	0
GCP/us-central1	3399640	5	5	0
FRA/IDF	21196400	75	25	13
VNM/HN	1359856	2	2	0
KHM/12	679928	1	1	0
RUS/BA	679928	1	1	0
BGD	679928	1	1	0
OMN/MA	1359856	2	2	0
DEU/NW	2572240	9	3	3
CHN/BJ	694264	1	1	0
VNM/54	679928	1	1	0
PAK/PB	679928	1	1	0
ARG/C	679928	1	1	0
MYS/14	679928	1	1	0
TUR/34	679928	1	1	0
FRA/BRE	679928	1	1	0
VNM/SG	1359856	2	2	0
USA/CA	2453212	9	3	3
EST/37	679928	1	1	0
CHE/VD	1695712	6	2	1
IRL/L	679928	1	1	0
KEN/30	679928	1	1	0
UKR/23	679928	1	1	0
MEX/SIN	679928	1	1	0
KEN/28	679928	1	1	0
VEN/V	679928	1	1	0
ETH/AM	679928	1	1	0
DZA/09	679928	1	1	0
