region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MA	2640355978830	66721	502	1355
AWS/us-east-1	1837724778466	220941	1343	1333
USA	2444175927158	120899	673	231
GH-actions	349555058182	222148	11359	7148
VPN	5465360097288	11408	5298	434
AWS/ap-southeast-1	6852464340	1301	1301	0
USA/MD	6724988364	6826	1408	706
CHN	2735322523788	226459	1	685
AWS/us-west-2	97199080071	13741	1871	672
USA/NV	1624925940	209	209	0
USA/VA	23764728220	1227	227	32
IRN	1800562655127	768	679	63
USA/CA	3674420607887	109245	714	684
ITA/45	70433543767	13754	1	666
CHE/VD	7823154072	1218	160	64
USA/WY	1808065536215	666	666	0
CAN/QC	524759453893	222	202	16
ZAF/WC	10743312	2	2	0
NLD	926789390965	43074	244	270
UKR/30	129771348	22	22	0
USA/DC	2446134228	351	351	0
GCP/us-east1	13677874234	356	17	6
USA/IL	15288323976	450	377	3
GCP/us-west1	3022363080	1	1	0
USA/RI	820659351358	318	313	5
MEX/CMX	114144724	523	70	50
IDN/YO	51358272	10	10	0
UZB/TK	28561488	3	3	0
BGD	63084204	8	8	0
MAR/04	1048128	1	1	0
USA/TX	1002468924	110	110	0
USA/WA	435444608544	283953	13364	137
KOR/41	12441160127	1605	1	82
CAN/NL	13363632	1	1	0
VNM/SG	294851508	21	21	0
VNM/34	15394380	2	2	0
ARG/B	48672444	7	7	0
KEN/30	39435816	8	8	0
IDN/SU	4061496	1	1	0
ECU/G	1113636	1	1	0
SGP	81326844	53	15	4
VNM/HN	173399676	17	17	0
BRA/MG	18931812	3	3	0
GAB/1	4978608	1	1	0
ARE/AZ	1048128	1	1	0
URY/MO	20700529	3	2	1
VNM/HP	31443840	4	4	0
IRQ/BG	29020044	6	6	0
EGY/GZ	18866304	1	1	0
USA/FL	3237879916	21	2	2
PAK/PB	71469228	7	7	0
BRA/PA	1113636	1	1	0
VNM/35	3864972	1	1	0
IDN/SS	8319516	1	1	0
VNM/DN	77757996	8	8	0
SYR	3668448	3	3	0
MDA/AN	8254008	1	1	0
DEU/NW	8317828	38	3	3
HKG	89633080	18	16	1
UKR	60594900	10	10	0
MKD/703	2423796	1	1	0
