date	bytes_sent	number_of_requests	number_of_downloads
2026-02-23	65962692	60	<50
2026-02-24	37734864	<50	<50
2026-02-25	203987044	280	<50
2026-02-26	171771214	180	<50
2026-02-27	126468366	140	<50
2026-02-28	2451768	<50	<50
2026-03-02	65665428	100	<50
2026-03-03	5290686	<50	<50
2026-03-04	32448840	<50	<50
2026-03-05	34656576	<50	<50
2026-03-06	2855536	<50	<50
2026-03-08	3923152	<50	<50
2026-03-09	5416960	<50	<50
2026-03-10	5416960	<50	<50
2026-03-17	10819283	<50	<50
2026-03-19	13539904	<50	<50
2026-03-20	5307304	<50	<50
2026-03-23	32448840	<50	<50
2026-03-26	11314436	<50	<50
2026-03-27	37145268	<50	<50
2026-03-28	13033140	<50	<50
2026-03-29	42058574	80	<50
2026-03-30	21906582	<50	<50
2026-03-31	2451768	<50	<50
2026-04-10	34320240	80	<50
2026-04-14	32448840	<50	<50
2026-04-15	32448840	<50	<50
2026-04-19	14927024	<50	<50
2026-04-21	13539904	<50	<50
2026-04-23	9015444	<50	<50
2026-04-28	47375864	<50	<50
2026-04-29	32448840	<50	<50
2026-05-02	8880640	<50	<50
2026-05-03	32448840	<50	<50
2026-05-12	19724932	<50	<50
2026-05-13	21633828	<50	<50
2026-05-14	2451768	<50	<50
2026-05-16	5416960	<50	<50
2026-05-17	14927024	<50	<50
2026-05-18	76302148	100	<50
2026-05-19	4318184	<50	<50
2026-05-20	36937696	<50	<50
2026-05-22	2451768	<50	<50
2026-05-23	1504564	<50	<50
2026-05-24	1161248	<50	<50
2026-05-25	8884428	<50	<50
2026-05-26	11332068	<50	<50
2026-05-27	24606236	100	<50
2026-05-28	20359936	80	<50
2026-05-29	6061032	<50	<50
2026-05-30	10228924	<50	<50
2026-06-01	18196240	60	<50
2026-06-02	9821720	<50	<50
2026-06-03	13483340	<50	<50
2026-06-04	13102792	60	<50
2026-06-05	43781248	<50	<50
2026-06-07	17664908	<50	<50
2026-06-08	32617292	60	<50
2026-06-09	28110132	<50	<50
2026-06-10	7788576	<50	<50
2026-06-11	10032400	<50	<50
2026-06-12	9835876	<50	<50
2026-06-14	40820852	60	<50
2026-06-15	10555772	<50	<50
2026-06-16	11409680	<50	<50
2026-06-17	26712184	<50	<50
2026-06-20	13160820	<50	<50
2026-06-21	10655616	<50	<50
2026-06-22	18720304	60	<50
2026-06-26	6951312	<50	<50
2026-06-27	30077844	<50	<50
2026-06-28	5002044	<50	<50
2026-06-29	25770656	80	<50
2026-07-02	18913	<50	<50
2026-07-03	43626016	120	<50
2026-07-04	32490762	100	<50
2026-07-06	63325368	<50	<50
2026-07-07	31172896	<50	<50
2026-07-08	33792644	<50	<50
2026-07-09	101460868	240	<50
2026-07-11	34968932	<50	<50
2026-07-12	2163296	<50	<50
2026-07-13	10242200	<50	<50
2026-07-15	3612016	<50	<50
2026-07-17	15893288	60	<50
2026-07-18	3241576	<50	<50
2026-07-19	9115288	<50	<50
2026-07-20	8884428	<50	<50
2026-07-21	90321232	120	60
2026-07-22	8	<50	<50
2026-07-23	3594616	<50	<50
2026-07-24	3594616	<50	<50
