region	bytes_sent
US/California	339962977719
NL/North Holland	122202929215
AWS/us-east-1	105591065937
TW/Taiwan	98803832741
US/New Mexico	97387830205
GitHub	50242198758
VPN	28173882701
CA/Ontario	17339367411
CN/Shanghai	16598040307
AWS/us-east-2	6970143065
CA/Quebec	6359752884
US/Tennessee	3990806454
HK/Hong Kong	3638956600
AWS/ap-southeast-1	1881416916
CA/British Columbia	1547399736
GB/England	1292926491
ES/Madrid	422442995
PT/Lisbon	292056687
US/Maryland	231598142
US/Virginia	209558914
GCP/us-central1	183414668
US/New York	163799471
DE/Lower Saxony	152794375
US/Texas	152794375
US/Pennsylvania	93053590
VN/Ho Chi Minh	82048960
IN/Maharashtra	74361801
US/Georgia	60872063
VN/Kiên Giang Province	59166492
US/Rhode Island	27147342
US/Florida	32769
