region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	403340071	1454	62	52
USA	604757799	116	0	1
HKG/KKC	604757799	73	0	1
AWS/us-east-1	2912348753	354	22	5
AWS/ap-southeast-1	34719240	5	5	0
VPN	5786508035	64	45	8
AWS/us-west-2	24057856	26	6	2
COL/ANT	73303452	2	2	0
USA/MA	16681275942	3051	0	26
CHN	5531040410	426	0	6
USA/WA	8729116	6	2	2
USA/MD	22379608	15	5	5
GCP/us-central1	2762531957	5	5	0
USA/NV	40745976	5	5	0
USA/IL	120166500	12	6	2
MEX/CMX	18614648	67	17	17
NLD	1688720677	80	3	3
USA/CA	14051816	12	4	4
NOR/50	120248364	35	0	2
DEU/NW	3607428	12	3	3
VNM	11791440	1	1	0
VNM/37	1637700	1	1	0
AWS/us-east-2	61451972	28	3	2
USA/TX	49975293	4	2	1
EST/37	486781340	1	1	0
CHE/VD	2252100	8	2	1
FRA/IDF	3337120	10	3	3
USA/NY	776271046	132	5	2
USA/VA	519664285	1	1	0
VNM/HN	10219248	1	1	0
