region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/GA	2688892852	878	119	46
USA/CA	5901940924	1440	103	70
USA/NY	3333481524	391	81	37
USA/MA	7757136663	613	104	68
GitHub	1357537340	989	226	180
MEX/CMX	65186648	138	43	33
USA	3858518868	246	75	14
VPN	6621515122	268	206	26
AWS/us-east-1	747225704	100	38	9
DEU/TH	478075700	9	9	0
USA/PA	93730508	41	9	4
USA/TX	152773164	82	18	9
AWS/us-east-2	110815724	4	2	1
CAN/QC	54414780	1	1	0
JPN/13	484384508	13	10	1
FRA/IDF	184009524	53	15	12
KOR/30	480281468	10	9	1
USA/NJ	956151400	18	18	0
JPN/28	478075700	9	9	0
CHN	653153733	59	4	7
HKG	533107104	11	11	0
RUS/SA	478075700	9	9	0
USA/MD	88002314	62	15	12
AWS/ap-southeast-1	230199796	27	27	0
GCP/us-west4	43599828	41	9	9
USA/FL	531796944	10	10	0
ROU/IF	478075700	9	9	0
USA/IL	193864364	13	9	2
GBR/ENG	1119395740	21	21	0
CHN/SH	155411768	17	2	3
JPN	478075700	9	9	0
DEU/BW	956151400	18	18	0
USA/VA	2771312256	152	64	9
GCP/us-central1	650261968	12	12	0
DEU/ST	1703208	1	1	0
CHN/BJ	1056404	3	1	1
IDN/JI	1113636	1	1	0
USA/WA	41588060	105	33	11
NLD	146926936	6	2	2
AWS/us-west-2	104297592	29	6	3
KHM/12	6354276	1	1	0
IND/MP	1113636	1	1	0
MYS/14	917112	1	1	0
VEN/K	2227272	1	1	0
ARE/SH	1113636	1	1	0
IND/KL	16114968	1	1	0
POL/02	7140372	1	1	0
SGP	222868040	10	6	3
IND/UP	53721244	1	1	0
IND/TS	95908396	5	5	0
MEX/MEX	7795452	1	1	0
NOR	107442488	2	2	0
ESP/VC	13887696	1	1	0
USA/NH	53721244	1	1	0
NOR/03	53721244	1	1	0
IRQ/BA	13036092	1	1	0
BRA/SP	5371656	2	2	0
PRY/ASU	10481280	1	1	0
VNM/39	13887696	1	1	0
UKR/07	1703208	1	1	0
ETH	917112	1	1	0
QAT/DA	1703208	1	1	0
PAK/SD	2227272	2	2	0
FIN/18	851604	1	1	0
COL/MET	2423796	1	1	0
CHN/GS	4127452	3	2	1
VNM/SG	1048128	1	1	0
NOR/50	180726100	50	0	2
EST/37	49172084	1	1	0
CHE/VD	1224312	4	1	1
HND/AT	11267376	1	1	0
IDN/YO	7336896	1	1	0
COL/SAN	4454544	1	1	0
PER	1375668	1	1	0
BGD	1179144	1	1	0
ARG/B	6288768	1	1	0
TWN/TPE	49172084	1	1	0
ARG/X	1179144	1	1	0
MAR/06	2358288	1	1	0
VNM	11791440	1	1	0
XK	14673792	1	1	0
BGD/C	917112	1	1	0
DZA/20	1375668	1	1	0
