region	bytes_sent
AWS/us-east-1	64532946796
US/California	61095655856
US/New York	51777733719
US/Massachusetts	28769236596
CN/Shanghai	15884314080
GB/England	13877024928
VPN	12296661436
US/Pennsylvania	12294482434
AWS/us-east-2	8317976776
US/Georgia	4467208992
GitHub	3320336692
CA/British Columbia	2058957600
US/Washington	2016508916
US/Vermont	1522917836
IN/Maharashtra	1067463456
GCP/us-central1	991996004
US/Maryland	681119296
CA/Quebec	388169344
CH/Zurich	184724396
US/Indiana	63308700
US/Rhode Island	45062496
AWS/ap-southeast-1	42187152
US/New Jersey	29367644
