date	bytes_sent	number_of_requests	number_of_downloads
2026-07-08	1108334043955	132960	<50
2026-07-09	29445449015	6400	60
2026-07-10	152073334	380	<50
2026-07-11	964422292	200	<50
2026-07-12	54191384	100	<50
