week_start	sub-M22/sub-M22_ses-D42MCVR_ecephys+behavior.nwb	sub-M22/sub-M22_ses-D42MCVR_video.avi	sub-M22/sub-M22_ses-D43MCVR_ecephys+behavior.nwb	sub-M22/sub-M22_ses-D43MCVR_video.avi	sub-M22/sub-M22_ses-D44MCVR_ecephys+behavior.nwb	sub-M22/sub-M22_ses-D44MCVR_video.avi	sub-M22/sub-M22_ses-D45MCVR_ecephys+behavior.nwb	sub-M22/sub-M22_ses-D45MCVR_video.avi	sub-M22/sub-M22_ses-D46MCVR_ecephys+behavior.nwb	sub-M22/sub-M22_ses-D46MCVR_video.avi	sub-M25/sub-M25_ses-D26MCVR_ecephys+behavior.nwb	sub-M25/sub-M25_ses-D26MCVR_video.avi	sub-M25/sub-M25_ses-D27MCVR_ecephys+behavior.nwb	sub-M25/sub-M25_ses-D27MCVR_video.avi	sub-M25/sub-M25_ses-D28MCVR_ecephys+behavior.nwb	sub-M25/sub-M25_ses-D28MCVR_video.avi	sub-M25/sub-M25_ses-D29MCVR_ecephys+behavior.nwb	sub-M25/sub-M25_ses-D29MCVR_video.avi	sub-M25/sub-M25_ses-D30MCVR_ecephys+behavior.nwb	sub-M25/sub-M25_ses-D30MCVR_video.avi	sub-M25/sub-M25_ses-D31MCVR_ecephys+behavior.nwb	sub-M25/sub-M25_ses-D31MCVR_video.avi	sub-M26/sub-M26_ses-D20MCVR_ecephys+behavior.nwb	sub-M26/sub-M26_ses-D20MCVR_video.avi	sub-M26/sub-M26_ses-D21MCVR_ecephys+behavior.nwb	sub-M26/sub-M26_ses-D21MCVR_video.avi	sub-M26/sub-M26_ses-D22MCVR_ecephys+behavior.nwb	sub-M26/sub-M26_ses-D22MCVR_video.avi	sub-M26/sub-M26_ses-D23MCVR_ecephys+behavior.nwb	sub-M26/sub-M26_ses-D23MCVR_video.avi	sub-M26/sub-M26_ses-D24MCVR_ecephys+behavior.nwb	sub-M26/sub-M26_ses-D24MCVR_video.avi	sub-M27/sub-M27_ses-D25MCVR_ecephys+behavior.nwb	sub-M27/sub-M27_ses-D25MCVR_video.avi	sub-M27/sub-M27_ses-D27MCVR_ecephys+behavior.nwb	sub-M27/sub-M27_ses-D27MCVR_video.avi	sub-M27/sub-M27_ses-D28MCVR_ecephys+behavior.nwb	sub-M27/sub-M27_ses-D28MCVR_video.avi	sub-M27/sub-M27_ses-D29MCVR_ecephys+behavior.nwb	sub-M27/sub-M27_ses-D29MCVR_video.avi	sub-M27/sub-M27_ses-D30MCVR_video.avi	sub-M28/sub-M28_ses-D24MCVR_ecephys+behavior.nwb	sub-M28/sub-M28_ses-D24MCVR_video.avi	sub-M28/sub-M28_ses-D26MCVR_ecephys+behavior.nwb	sub-M28/sub-M28_ses-D26MCVR_video.avi	sub-M28/sub-M28_ses-D27MCVR_ecephys+behavior.nwb	sub-M28/sub-M28_ses-D27MCVR_video.avi	sub-M28/sub-M28_ses-D28MCVR_ecephys+behavior.nwb	sub-M28/sub-M28_ses-D28MCVR_video.avi	sub-M28/sub-M28_ses-D29MCVR_ecephys+behavior.nwb	sub-M28/sub-M28_ses-D29MCVR_video.avi	sub-M29/sub-M29_ses-D24MCVR_ecephys+behavior.nwb	sub-M29/sub-M29_ses-D24MCVR_video.avi	sub-M29/sub-M29_ses-D26MCVR_ecephys+behavior.nwb	sub-M29/sub-M29_ses-D26MCVR_video.avi	sub-M29/sub-M29_ses-D27MCVR_ecephys+behavior.nwb	sub-M29/sub-M29_ses-D27MCVR_video.avi	sub-M29/sub-M29_ses-D28MCVR_ecephys+behavior.nwb	sub-M29/sub-M29_ses-D28MCVR_video.avi	sub-M29/sub-M29_ses-D29MCVR_ecephys+behavior.nwb	sub-M29/sub-M29_ses-D29MCVR_video.avi
2026-07-06	29493246866	7992626292	27712206338	7082120368	30867020156	7919461754	31158357168	8247095088	27576286780	7368515094	29976645680	6051828416	31629177070	6409883490	27831695106	5672196732	31082189488	6087389782	28684520029	5854680826	26789207374	5750628854	30305531898	6543585302	31469489124	6550995228	28809837106	5320692412	26333178596	4663368510	27017364160	5146335916	29202206258	6234578042	28913723174	5896422432	30348891301	6186827862	28855153056	5840103018	5103583408	30351786900	6315142740	33193161329	6845861080	37745371296	7464632522	36768010520	7075990768	43183844168	8706625238	32922383474	5880019484	32275738020	5754059820	39869545608	6976604828	31957598270	5546287238	37452392343	6686278780
