asset_path	bytes_sent	number_of_requests	number_of_downloads
sub-M29/sub-M29_ses-D26MCVR_video.avi	5754059820	680	<50
sub-M29/sub-M29_ses-D24MCVR_video.avi	5880019484	700	<50
sub-M26/sub-M26_ses-D22MCVR_ecephys+behavior.nwb	28809837106	3540	<50
sub-M22/sub-M22_ses-D46MCVR_ecephys+behavior.nwb	27576286780	3400	<50
sub-M29/sub-M29_ses-D24MCVR_ecephys+behavior.nwb	32922383474	4040	<50
sub-M22/sub-M22_ses-D43MCVR_ecephys+behavior.nwb	27712206338	3420	<50
sub-M27/sub-M27_ses-D28MCVR_video.avi	6186827862	740	<50
sub-M28/sub-M28_ses-D28MCVR_ecephys+behavior.nwb	36768010520	4500	<50
sub-M26/sub-M26_ses-D20MCVR_ecephys+behavior.nwb	30305531898	3720	<50
sub-M27/sub-M27_ses-D25MCVR_video.avi	6234578042	740	<50
sub-M26/sub-M26_ses-D23MCVR_ecephys+behavior.nwb	26333178596	3340	<50
sub-M26/sub-M26_ses-D21MCVR_ecephys+behavior.nwb	31469489124	3960	<50
sub-M29/sub-M29_ses-D29MCVR_ecephys+behavior.nwb	37452392343	4580	<50
sub-M28/sub-M28_ses-D29MCVR_video.avi	8706625238	1040	<50
sub-M27/sub-M27_ses-D30MCVR_video.avi	5103583408	620	<50
sub-M25/sub-M25_ses-D26MCVR_video.avi	6051828416	720	<50
sub-M25/sub-M25_ses-D28MCVR_ecephys+behavior.nwb	27831695106	3420	<50
sub-M29/sub-M29_ses-D27MCVR_ecephys+behavior.nwb	39869545608	4880	<50
sub-M25/sub-M25_ses-D30MCVR_video.avi	5854680826	700	<50
sub-M22/sub-M22_ses-D44MCVR_video.avi	7919461754	940	<50
sub-M25/sub-M25_ses-D31MCVR_ecephys+behavior.nwb	26789207374	3300	<50
sub-M25/sub-M25_ses-D31MCVR_video.avi	5750628854	680	<50
sub-M22/sub-M22_ses-D45MCVR_video.avi	8247095088	980	<50
sub-M22/sub-M22_ses-D46MCVR_video.avi	7368515094	880	<50
sub-M25/sub-M25_ses-D29MCVR_video.avi	6087389782	720	<50
sub-M28/sub-M28_ses-D24MCVR_ecephys+behavior.nwb	30351786900	3820	<50
sub-M22/sub-M22_ses-D44MCVR_ecephys+behavior.nwb	30867020156	3800	<50
sub-M25/sub-M25_ses-D27MCVR_video.avi	6409883490	760	<50
sub-M28/sub-M28_ses-D29MCVR_ecephys+behavior.nwb	43183844168	5280	<50
sub-M27/sub-M27_ses-D27MCVR_ecephys+behavior.nwb	28913723174	3560	<50
sub-M26/sub-M26_ses-D20MCVR_video.avi	6543585302	780	<50
sub-M22/sub-M22_ses-D42MCVR_video.avi	7992626292	920	<50
sub-M27/sub-M27_ses-D29MCVR_ecephys+behavior.nwb	28855153056	3540	<50
sub-M29/sub-M29_ses-D26MCVR_ecephys+behavior.nwb	32275738020	4040	<50
sub-M25/sub-M25_ses-D28MCVR_video.avi	5672196732	680	<50
sub-M22/sub-M22_ses-D45MCVR_ecephys+behavior.nwb	31158357168	3820	<50
sub-M28/sub-M28_ses-D28MCVR_video.avi	7075990768	840	<50
sub-M29/sub-M29_ses-D28MCVR_ecephys+behavior.nwb	31957598270	3920	<50
sub-M26/sub-M26_ses-D21MCVR_video.avi	6550995228	780	<50
sub-M28/sub-M28_ses-D27MCVR_video.avi	7464632522	880	<50
sub-M25/sub-M25_ses-D27MCVR_ecephys+behavior.nwb	31629177070	3880	<50
sub-M26/sub-M26_ses-D22MCVR_video.avi	5320692412	640	<50
sub-M26/sub-M26_ses-D24MCVR_video.avi	5146335916	620	<50
sub-M28/sub-M28_ses-D24MCVR_video.avi	6315142740	760	<50
sub-M27/sub-M27_ses-D25MCVR_ecephys+behavior.nwb	29202206258	3600	<50
sub-M27/sub-M27_ses-D27MCVR_video.avi	5896422432	700	<50
sub-M25/sub-M25_ses-D29MCVR_ecephys+behavior.nwb	31082189488	3900	<50
sub-M27/sub-M27_ses-D28MCVR_ecephys+behavior.nwb	30348891301	3820	<50
sub-M25/sub-M25_ses-D30MCVR_ecephys+behavior.nwb	28684520029	3540	<50
sub-M28/sub-M28_ses-D26MCVR_video.avi	6845861080	820	<50
sub-M22/sub-M22_ses-D43MCVR_video.avi	7082120368	840	<50
sub-M25/sub-M25_ses-D26MCVR_ecephys+behavior.nwb	29976645680	3680	<50
sub-M22/sub-M22_ses-D42MCVR_ecephys+behavior.nwb	29493246866	3760	<50
sub-M27/sub-M27_ses-D29MCVR_video.avi	5840103018	700	<50
sub-M26/sub-M26_ses-D23MCVR_video.avi	4663368510	560	<50
sub-M29/sub-M29_ses-D27MCVR_video.avi	6976604828	840	<50
sub-M26/sub-M26_ses-D24MCVR_ecephys+behavior.nwb	27017364160	3340	<50
sub-M29/sub-M29_ses-D28MCVR_video.avi	5546287238	660	<50
sub-M28/sub-M28_ses-D26MCVR_ecephys+behavior.nwb	33193161329	4160	<50
sub-M28/sub-M28_ses-D27MCVR_ecephys+behavior.nwb	37745371296	4700	<50
sub-M29/sub-M29_ses-D29MCVR_video.avi	6686278780	800	<50
