week_start	Miscellaneous
2025-12-08	202
2026-02-09	202
2026-02-16	101
2026-03-30	404
2026-05-18	404
2026-06-01	1624
2026-06-08	146266
2026-06-15	720083
2026-06-22	4965120
2026-06-29	178801
2026-07-06	662614
2026-08-31	44306
2026-09-07	26050433
