asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
derivatives/dandisets-001/dandiset-001687/sub-Ephys127/sub-Ephys127_ses-20250324-sp-session-1_ecephys/pipeline-aind+ephys/job-26091071de3f/logs/timeline.html	755625	3	3	0
derivatives/dandisets-000/dandiset-000897/sub-mahler/sub-mahler_ses-04132021_ecephys/pipeline-aind+ephys/job-2606210a8a37/code/submit.sh	42042	13	12	1
derivatives/dandisets-000/dandiset-000409/sub-KS051/sub-KS051_ses-7082d8ff-255a-47d7-a839-bf093483ec30_desc-raw_ecephys/pipeline-aind+ephys/job-2606215831f8/logs/job-16237684_slurm.log	170291	11	10	1
derivatives/dandisets-001/dandiset-001428/sub-aged-mouse2/sub-aged-mouse2_ses-after_ecephys/pipeline-aind+ephys/job-26062109da2f/logs/job-16218603_slurm.log	169983	11	10	1
derivatives/dandisets-000/dandiset-000409/sub-KS051/sub-KS051_ses-7082d8ff-255a-47d7-a839-bf093483ec30_desc-raw_ecephys/pipeline-aind+ephys/job-2606225831f8/code/submit.sh	54026	14	13	1
derivatives/dandisets-001/dandiset-001132/sub-8D-0/sub-8D-0_ses-20240928T165424_ecephys/pipeline-aind+ephys/job-26091063f602/logs/nextflow.log	69069	11	10	1
derivatives/dandisets-001/dandiset-001250/sub-003/sub-003_ecephys/pipeline-aind+ephys/job-260621fa8781-2/logs/nextflow.log	68343	11	10	1
derivatives/dandisets-000/dandiset-000409/sub-SWC-038/sub-SWC-038_ses-4d8c7767-981c-4347-8e5e-5d5fffe38534_desc-raw_ecephys/pipeline-aind+ephys/job-260621526813/logs/job-16195056_slurm.log	160820	10	9	1
derivatives/dandisets-001/dandiset-001747/sub-chip19894/sub-chip19894_ses-recording111_ecephys/pipeline-aind+ephys/job-2606221818fb/code/submit.sh	44508	12	11	1
derivatives/dandisets-000/dandiset-000897/sub-mahler/sub-mahler_ses-05042021_ecephys/pipeline-aind+ephys/job-260910681cf8/logs/job-16290464_slurm.log	173481	11	10	1
derivatives/dandisets-001/dandiset-001603/sub-M3S1/sub-M3S1_ses-20250924T012016_ecephys/pipeline-aind+ephys/job-2609105c7b4d/logs/nextflow.log	69069	11	10	1
derivatives/dandisets-001/dandiset-001177/sub-D3-1/sub-D3-1_ses-PPXopenField-D3-1-day4_ecephys/pipeline-aind+ephys/job-260621564695-2/logs/nextflow.log	75600	12	11	1
derivatives/dandisets-001/dandiset-001765/sourcedata/sub-NP07/ecephys/sub-NP07_ecephys/pipeline-aind+ephys/job-26091067d2e7/code/submit.sh	22176	6	6	0
derivatives/dandisets-000/dandiset-000363/sub-479149/sub-479149_ses-20201211T110651_behavior+ecephys/pipeline-aind+ephys/job-26091066fd9b/logs/nextflow.log	63180	10	9	1
derivatives/dandisets-001/dandiset-001428/sub-aged-mouse2/sub-aged-mouse2_ses-after_ecephys/pipeline-aind+ephys/job-26062209da2f/logs/job-16239415_slurm.log	154530	10	9	1
derivatives/dandisets-001/dandiset-001250/sub-003/sub-003_ecephys/pipeline-aind+ephys/job-260622fa8781/logs/job-16256909_slurm.log	154270	10	9	1
derivatives/state.tsv	5270642	6	6	0
derivatives/dandiset-001435/sub-Offenbach/sub-Offenbach_ses-20230223_ecephys/pipeline-aind+ephys/version-v1.2.4_codebase-v0.3.42_params-1cbdbee_config-7940dfd_attempt-1/dataset_description.json	17864	22	21	1
derivatives/dandisets-000/dandiset-000114/sub-V111/sub-V111_ses-03032018_ecephys/pipeline-aind+ephys/job-260910c2e229/logs/nextflow.log	20471	11	10	1
derivatives/dandisets-001/dandiset-001747/sub-chip19894/sub-chip19894_ses-recording026_ecephys/pipeline-aind+ephys/job-26091071a9df/logs/nextflow.log	56700	9	9	0
derivatives/dandisets-001/dandiset-001428/sub-aged-mouse2/sub-aged-mouse2_ses-after_ecephys/pipeline-aind+ephys/job-26062209da2f/logs/nextflow.log	56619	9	9	0
derivatives/dandiset-001132/sub-4C-5/sub-4C-5_ses-20240928T192016_ecephys/pipeline-aind+ephys/version-v1.2.4_codebase-v0.3.42_params-1cbdbee_config-7940dfd_attempt-1/dataset_description.json	19488	24	23	1
derivatives/dandisets-000/dandiset-000897/sub-mahler/sub-mahler_ses-04132021_ecephys/pipeline-aind+ephys/job-2606210a8a37/logs/job-16195059_slurm.log	224056	14	13	1
derivatives/dandisets-001/dandiset-001250/sub-003/sub-003_ecephys/pipeline-aind+ephys/job-260621fa8781/code/submit.sh	38885	11	10	1
derivatives/dandisets-000/dandiset-000939/sub-A3701/sub-A3701_ses-191119_behavior+ecephys/pipeline-aind+ephys/job-26062224a6f9/code/submit.sh	44148	12	11	1
derivatives/dandisets-001/dandiset-001687/sub-Ephys127/sub-Ephys127_ses-20250324-sp-session-1_ecephys/pipeline-aind+ephys/job-26091071de3f/code/submit.sh	15144	4	4	0
README.md	1687	1	1	0
derivatives/dandisets-000/dandiset-000897/sub-mahler/sub-mahler_ses-04132021_ecephys/pipeline-aind+ephys/job-2606210a8a37-2/code/submit.sh	36490	10	9	1
derivatives/dandisets-001/dandiset-001469/sub-Chronic-Implant-1/sub-Chronic-Implant-1_obj-1r591dv_ecephys/pipeline-aind+ephys/job-2606220e954d/logs/nextflow.log	50664	8	7	1
derivatives/dandisets-001/dandiset-001603/sub-MO12/sub-MO12_ses-20250924T011948_ecephys/pipeline-aind+ephys/job-260910e74295/logs/job-16239418_slurm.log	139041	9	8	1
derivatives/dandisets-001/dandiset-001428/sub-aged-mouse2/sub-aged-mouse2_ses-after_ecephys/pipeline-aind+ephys/job-26062109da2f/logs/nextflow.log	62910	10	9	1
derivatives/dandisets-001/dandiset-001428/sub-aged-mouse2/sub-aged-mouse2_ses-after_ecephys/pipeline-aind+ephys/job-26062209da2f-2/logs/job-16257564_slurm.log	123624	8	7	1
derivatives/dandiset-001275/sub-amadeus/sub-amadeus_ses-07082020_ecephys/pipeline-aind+ephys/version-v1.2.4_codebase-v0.3.42_params-1cbdbee_config-7940dfd_attempt-1/dataset_description.json	17052	21	20	1
derivatives/dandisets-001/dandiset-001428/sub-aged-mouse2/sub-aged-mouse2_ses-after_ecephys/pipeline-aind+ephys/job-26062109da2f/code/submit.sh	36910	10	9	1
derivatives/dandisets-001/dandiset-001275/sub-amadeus/sub-amadeus_ses-07082020_ecephys/pipeline-aind+ephys/job-260621161b36/logs/nextflow.log	56484	9	8	1
derivatives/dandisets-000/dandiset-000939/sub-A1821/sub-A1821_ses-190910_behavior+ecephys+ogen/pipeline-aind+ephys/job-260621e42ac9/logs/job-16168934_slurm.log	128192	8	7	1
derivatives/dandiset-001603/sub-M3S1/sub-M3S1_ses-20250924T012016_ecephys/pipeline-aind+ephys/version-v1.2.4_codebase-v0.3.42_params-1cbdbee_config-7940dfd_attempt-1/dataset_description.json	18676	23	22	1
derivatives/dandisets-001/dandiset-001132/sub-4C-5/sub-4C-5_ses-20240928T192016_ecephys/pipeline-aind+ephys/job-26091096744b/code/submit.sh	36670	10	9	1
derivatives/dandisets-001/dandiset-001132/sub-7D-0/sub-7D-0_ses-20240928T165425_ecephys/pipeline-aind+ephys/job-2609109337aa/logs/nextflow.log	50232	8	7	1
