region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MA	1592579	285	136	149
AWS/ap-southeast-1	1354249	179	179	0
AWS/us-east-1	1208107	165	165	0
AWS/us-east-2	178801	23	23	0
USA/VT	2278471	430	430	0
USA/MD	12992	16	16	0
MEX/CMX	12992	16	16	0
ITA	33881	3	3	0
USA/CO	812	1	1	0
USA/WA	812	1	1	0
ITA/25	812	1	1	0
