region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NY	561319094	510	102	101
AWS/us-east-1	12454270164	1392	31	181
VPN	90265885364	2947	2735	89
USA	3699313644	751	0	63
GitHub	4614486968	13663	1838	1511
CHN	21453268109	1918	65	208
USA/MA	16794897199	807	2	271
AWS/ap-southeast-1	2018956560	358	358	0
USA/NC	1224344520	181	181	0
USA/CA	1341862548	1159	367	366
AWS/us-east-2	1822721378	31	31	0
USA/IL	2079838320	339	333	2
USA/VA	168028020	28	28	0
MEX/CMX	115138235	202	48	47
GCP/us-central1	347789099	6	6	0
IDN/JI	5306148	1	1	0
IDN/JK	2816844	2	2	0
VNM/SG	131016000	9	9	0
VNM/DN	12184488	2	2	0
ITA/25	2030748	1	1	0
VNM/HN	111298092	7	7	0
HKG	16377000	5	5	0
BRA/PR	2423796	1	1	0
COL/DC	1375668	1	1	0
IDN/YO	21748656	5	5	0
MYS/05	1637700	1	1	0
BWA/NE	2882352	1	1	0
ARG/B	20176464	2	2	0
COL/SUC	9367644	1	1	0
VNM/68	13232616	1	1	0
DZA/17	1375668	1	1	0
BGD	41401056	4	4	0
ARG/S	17556144	1	1	0
GBR/ENG	168649112	4	4	0
VNM/52	10808820	2	2	0
THA/40	7009356	1	1	0
CAN/BC	8516040	1	1	0
VNM/CT	14018712	2	2	0
USA/OK	11791440	1	1	0
ECU/E	9629676	1	1	0
IRQ/BG	11136360	1	1	0
ALB	11070852	1	1	0
BRA/BA	13167108	2	2	0
JAM	4127004	1	1	0
JOR	11070852	2	2	0
SGP	2947860	2	2	0
FRA/ARA	2	2	0	2
ARM/ER	14608284	1	1	0
KEN/30	57696107	1	1	0
IRQ	8188500	1	1	0
TUN/51	7467912	1	1	0
COG/BZV	4651068	1	1	0
ECU/H	11791440	1	1	0
MAR/06	4978608	1	1	0
ECU/O	2161764	1	1	0
MEX/QUE	10415772	1	1	0
URY/MO	17687160	2	2	0
BRA/CE	49262016	1	1	0
VEN/K	1	1	0	1
RUS/CHE	56620537	1	1	0
CHN/GD	12839568	1	1	0
CHN/HN	45331536	3	3	0
BRA/SP	140470823	7	6	1
IDN/JB	37232501	1	0	1
AWS/us-west-2	17414586	26	6	2
USA/WA	8729116	6	2	2
VNM/HP	74286072	3	3	0
SAU/04	57804089	1	1	0
IND/GJ	12708552	1	1	0
TJK	1113636	1	1	0
DOM/20	1113636	1	1	0
VEN/I	11725932	1	1	0
PRY/3	12774060	1	1	0
VEN/G	2423796	1	1	0
CHL/RM	4520052	1	1	0
VEN/X	7140372	1	1	0
VEN/A	7467912	3	3	0
SWE/AB	18931812	1	1	0
IDN	18276732	2	2	0
USA/NJ	122253802	3	3	0
DZA/16	9433152	1	1	0
ZAF/GP	14935824	3	3	0
COL/CUN	2096256	1	1	0
CHN/SC	59883776	1	1	0
CHE/VD	2456900	9	2	2
CAN/ON	58810033	1	1	0
CHN/SN	59151306	1	1	0
CHN/SH	114367740	2	2	0
MYS/14	8712564	1	1	0
USA/MS	9236628	1	1	0
IDN/AC	15328872	1	1	0
FRA/IDF	59608492	11	4	3
ITA/52	57826980	1	1	0
COL/CAU	917112	1	1	0
OMN/MA	11529408	2	2	0
MAR/07	11332884	1	1	0
GTM/01	12512028	1	1	0
ARG/E	2096256	1	1	0
VNM	11070852	2	2	0
PHL/15	9433152	1	1	0
IRQ/NI	851604	1	1	0
VNM/35	9236628	1	1	0
BRA/GO	59119308	1	1	0
BRA/RS	1	1	0	1
IDN/RI	1637700	1	1	0
AUS/QLD	1	1	0	1
QAT/DA	12184488	1	1	0
BRA/PE	10874328	2	2	0
ARG/N	7009356	1	1	0
IRQ/DQ	1	1	0	1
IND/TR	14542776	1	1	0
VEN/S	1	1	0	1
IND/DL	60989334	2	1	1
IND	60989333	1	1	0
MAR/09	1113636	1	1	0
UZB/TK	6288768	1	1	0
VEN/O	2358288	1	1	0
PRT/14	58115107	1	1	0
BRA/SC	48672444	1	1	0
UKR/12	1	1	0	1
USA/LA	20176464	1	1	0
BRA/MG	1	1	0	1
ETH/AA	5371656	1	1	0
PAK/IS	58296700	1	1	0
USA/NH	8660872	5	1	1
NIC/MN	9629676	1	1	0
EST/37	56474306	1	1	0
IND/KL	3340908	1	1	0
PAK/PB	2620320	1	1	0
VNM/37	10808820	1	1	0
VNM/06	9564168	1	1	0
BGD/C	1113636	1	1	0
CHN/HA	61073185	1	1	0
