region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	8062018674	1061	9	190
AWS/ap-southeast-1	204319452	129	129	0
GitHub	7363196601	6282	1016	830
USA/NY	8166404009	1314	201	76
JPN/26	553020308	601	200	199
VPN	449339709	1104	109	304
USA/CA	7537496	19	5	1
CAN/ON	26111368	2	2	0
USA/MA	92274710	44	0	16
USA/IL	2055576	6	2	2
USA	1093296	3	1	1
MEX/CMX	1158804	3	1	1
FRA/IDF	7275876	9	3	3
