week_start	sub-2022-06-14-01-SWF702/sub-2022-06-14-01-SWF702_ses-20220614_behavior+image+ophys.nwb	sub-2022-06-14-07-SWF702/sub-2022-06-14-07-SWF702_ses-20220614_behavior+image+ophys.nwb	sub-2022-06-14-13-SWF702/sub-2022-06-14-13-SWF702_ses-20220614_behavior+image+ophys.nwb	sub-2022-06-28-01-SWF702/sub-2022-06-28-01-SWF702_ses-20220628_behavior+image+ophys.nwb	sub-2022-06-28-07-SWF702/sub-2022-06-28-07-SWF702_ses-20220628_behavior+image+ophys.nwb	sub-2022-07-15-06-SWF702/sub-2022-07-15-06-SWF702_ses-20220715_behavior+image+ophys.nwb	sub-2022-07-15-12-SWF702/sub-2022-07-15-12-SWF702_ses-20220715_behavior+image+ophys.nwb	sub-2022-07-20-01-SWF702/sub-2022-07-20-01-SWF702_ses-20220720_behavior+image+ophys.nwb	sub-2022-07-26-01-SWF702/sub-2022-07-26-01-SWF702_ses-20220726_behavior+image+ophys.nwb	sub-2022-08-02-01-SWF702/sub-2022-08-02-01-SWF702_ses-20220802_behavior+image+ophys.nwb	sub-2022-12-21-06-SWF702/sub-2022-12-21-06-SWF702_ses-20221221_behavior+image+ophys.nwb	sub-2023-01-05-01-SWF702/sub-2023-01-05-01-SWF702_ses-20230105_behavior+image+ophys.nwb	sub-2023-01-05-18-SWF702/sub-2023-01-05-18-SWF702_ses-20230105_behavior+image+ophys.nwb	sub-2023-01-06-01-SWF702/sub-2023-01-06-01-SWF702_ses-20230106_behavior+image+ophys.nwb	sub-2023-01-06-08-SWF702/sub-2023-01-06-08-SWF702_ses-20230106_behavior+image+ophys.nwb	sub-2023-01-09-08-SWF702/sub-2023-01-09-08-SWF702_ses-20230109_behavior+image+ophys.nwb	sub-2023-01-09-15-SWF702/sub-2023-01-09-15-SWF702_ses-20230109_behavior+image+ophys.nwb	sub-2023-01-09-22-SWF702/sub-2023-01-09-22-SWF702_ses-20230109_behavior+image+ophys.nwb	sub-2023-01-09-28-SWF702/sub-2023-01-09-28-SWF702_ses-20230109_behavior+image+ophys.nwb	sub-2023-01-10-07-SWF702/sub-2023-01-10-07-SWF702_ses-20230110_behavior+image+ophys.nwb	sub-2023-01-10-14-SWF702/sub-2023-01-10-14-SWF702_ses-20230110_behavior+image+ophys.nwb	sub-2023-01-13-07-SWF702/sub-2023-01-13-07-SWF702_ses-20230113_behavior+image+ophys.nwb	sub-2023-01-16-01-SWF702/sub-2023-01-16-01-SWF702_ses-20230116_behavior+image+ophys.nwb	sub-2023-01-16-08-SWF702/sub-2023-01-16-08-SWF702_ses-20230116_behavior+image+ophys.nwb	sub-2023-01-16-15-SWF702/sub-2023-01-16-15-SWF702_ses-20230116_behavior+image+ophys.nwb	sub-2023-01-16-22-SWF702/sub-2023-01-16-22-SWF702_ses-20230116_behavior+image+ophys.nwb	sub-2023-01-17-01-SWF702/sub-2023-01-17-01-SWF702_ses-20230117_behavior+image+ophys.nwb	sub-2023-01-17-07-SWF702/sub-2023-01-17-07-SWF702_ses-20230117_behavior+image+ophys.nwb	sub-2023-01-17-14-SWF702/sub-2023-01-17-14-SWF702_ses-20230117_behavior+image+ophys.nwb	sub-2023-01-18-01-SWF702/sub-2023-01-18-01-SWF702_ses-20230118_behavior+image+ophys.nwb	sub-2023-01-19-08-SWF702/sub-2023-01-19-08-SWF702_ses-20230119_behavior+image+ophys.nwb	sub-2023-01-19-15-SWF702/sub-2023-01-19-15-SWF702_ses-20230119_behavior+image+ophys.nwb	sub-2023-01-19-22-SWF702/sub-2023-01-19-22-SWF702_ses-20230119_behavior+image+ophys.nwb	sub-2023-01-23-01-SWF702/sub-2023-01-23-01-SWF702_ses-20230123_behavior+image+ophys.nwb	sub-2023-01-23-08-SWF702/sub-2023-01-23-08-SWF702_ses-20230123_behavior+image+ophys.nwb	sub-2023-01-23-15-SWF702/sub-2023-01-23-15-SWF702_ses-20230123_behavior+image+ophys.nwb	sub-2023-01-23-21-SWF702/sub-2023-01-23-21-SWF702_ses-20230123_behavior+image+ophys.nwb	sub-2023-03-07-01-SWF702/sub-2023-03-07-01-SWF702_ses-20230307_behavior+image+ophys.nwb
2025-08-11	0	14069637737	0	0	20232162011	19975372800	0	35418875736	0	0	0	0	0	18235401646	0	0	0	0	0	4607183700	0	0	0	0	0	0	15283715577	0	0	0	0	0	0	24695662737	0	16320764957	0	13002342400
2025-08-18	26967312882	0	0	17616076800	0	0	0	0	0	0	0	0	0	0	22338228	0	0	0	0	15258010824	0	0	0	0	0	0	0	0	0	0	20394803200	22080002773	0	0	0	0	0	0
2025-08-25	0	0	0	0	0	0	0	0	0	22355646430	0	0	0	0	13159971726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17516760661	0
2025-09-01	13841392556	0	44436356423	46848149226	26853781715	26746446581	26529545442	0	0	26571571654	0	0	0	0	0	6092244	0	0	0	0	0	0	0	0	0	0	19398656000	0	0	0	0	16200499200	0	0	0	0	0	20165110621
2025-09-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16449309716	0	0	19818086400	0	19530634907	0	0	17563648000	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-15	27061080046	15263492	18451568720	22229164593	26853057543	5046288900	26529545442	21557711788	0	0	0	18930792683	0	26728867246	26769095514	26729003783	5140441132	26830212116	18638766397	0	26587822101	26598584022	21222712516	26721844686	26650577193	26647143668	26713193977	26566316095	26644049396	0	23638641685	26379164373	0	0	26332848044	26334665757	0	26508995421
2025-09-22	0	0	18311258048	0	0	0	0	0	0	0	0	0	0	0	100283508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18152315132	0	0	0	0	0
2025-10-06	34588224	0	14186205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-13	9626608554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-20	67278956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-27	61709656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-03	155966888	16884770569	35622119291	6758852441	9188644664	7966265960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-10	0	29024972	0	0	139522588	871822860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-17	42711216	73115864	47494340	128	0	0	0	26478280508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-01	128	256	48	64	2101661884	20241972	21879832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-08	0	0	26939654811	0	1763111020	0	8714223298	128	6958986896	6143654612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-15	43064978510	16115096	26961599991	5961228	26846575835	26768064221	26529545442	11332884	52113658365	10088232	32281146291	26484667015	7730072	32917281630	26761827966	10284884	33277956400	33517979940	26792748365	33312019192	26587822101	53167420244	16901064	47542955588	26669050449	8385024	10546788	26574570103	9171120	26535300624	26456941189	26396589501	26295827603	47260346706	26350993760	26356086873	21945180	26508995421
2025-12-22	26967312882	26862264937	26939654811	26960339505	26885502867	26746446581	26529545442	26465047468	26655362087	0	45770007878	0	26518144557	26728867246	0	26729003783	47284373850	26830212116	26775716157	0	26587822101	26583710122	26608522907	26721844686	26650577193	0	26713193977	0	26644049396	26526588060	26432048149	26379164373	52566631150	26373384337	0	26334665757	0	26508995421
2025-12-29	0	0	0	0	20148275931	0	19095141602	18439208960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18961112220	0	0	0	0	0	0	0	0
2026-01-05	0	18211512937	0	0	473866424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-01-12	9185029710	0	0	6401320084	70584676	0	0	0	15009883140	0	10025292920	0	8734498104	0	0	0	5598531692	10340983836	0	0	0	0	29317869168	11786275188	0	14927093672	0	0	6053661264	0	0	18240214224	0	15033536008	0	0	0	0
2026-01-19	27316836	0	0	0	0	15222596341	0	0	0	0	0	0	18202936877	0	0	0	0	0	10727296856	17764107464	0	0	0	0	16919791913	0	0	17359175680	0	0	0	0	0	0	19139616684	16724466717	0	0
2026-01-26	4127004	0	19875758080	16216227840	130378564	0	0	0	0	0	0	17089294806	0	17055753646	15497953280	17386191623	0	17083698196	19975700797	0	0	15872506282	0	0	0	16654214388	14255390720	0	16263146996	0	18583456789	14942208000	15593083255	0	0	0	14375976960	17244826461
2026-02-02	31181808	0	0	0	21225656	0	0	0	5306652	16924022750	0	0	0	0	0	0	0	0	0	0	18692103004	4248514744	21018227079	5611741974	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-09	54701340	0	0	0	5397666304	0	0	0	52346604	0	0	0	0	0	0	0	0	0	0	0	1332012049	1661430168	1237960187	1261564550	0	3590594368	2808802020	2664362580	3178026972	2450387512	0	0	0	0	0	0	0	0
2026-02-16	28337676422	33745165	3303463262	25929547	27392019	15296490	28472034	13457864	31738742	33399412	10809940	24958387	16704540	18232700	30969014	2898695	16474175	20644704	20379184	3851464	8972614	12412272	20746410	5684304750	8260406	2616821532	2058403099	2825342677	2672078216	2812914840	4785553186	6281430867	5884399286	5781617982	4354065468	6135747450	5262523608	5582113764
2026-02-23	2490368	10679316	16006538179	9106900	546404347	20963680	22078548	14871548	1293937408	6291456	9958336	0	0	0	8974364	2752512	8254008	0	3735869	12039852	7338128	3357098	12966099	16312470	4127004	11736988	7010588	2883584	13279108	4127004	1363013416	1707931921	7272676	3014656	8254008	7141660	0	6288365
2026-03-02	10574890	8472049	128684052	14916857	23113884	4127004	6288768	9028040	40686636	14407972	9695184	2869483	5857069	1024000	9695184	2969600	9093548	10173636	614400	15417344	2734101	2308522	5136311	8503976	0	9343516	9375920	12877559	0	11562288	26076048	36270664	6994579	7008573	9879644	4716576	0	4946204
2026-03-09	0	6343389	0	0	0	14477268	0	0	0	0	8175062	0	0	3537432	0	0	0	0	5929561	0	0	0	0	0	0	0	0	0	0	0	0	9435448	0	0	4454544	0	0	0
2026-03-16	8188500	4192512	0	0	16311492	7140372	0	20700528	26989296	0	12643044	0	0	0	0	0	0	0	0	0	0	0	0	10153740	0	0	0	0	0	8647056	0	0	0	10022724	0	0	0	0
2026-03-23	9448490	23847936	11596204	1081905	12054704	6420904	0	12512028	9566520	6291456	8581548	4127004	12315504	7272732	8516040	9894060	11933385	15985184	12317417	589572	13954436	14902696	10939836	3603918	9762932	3745012	0	10745776	3014656	5635144	4061496	59219232	10286044	4652356	7141660	7403692	11006464	0
2026-03-30	303541430	37001333	10284756	38596352	3800696	3538552	14545128	36997532	10156092	33164358	7666676	21551810	17689400	3145728	35483200	13429140	4465473	23366676	45346291	393048	30076841	34268448	3342140	12645000	7208120	32511592	31256065	24956795	6422360	19262264	444518429	36901537	31428367	35447101	21818028	36641093	22273840	11466588
2026-04-06	26968361010	4520052	0	26965711161	45527120067	2355200	3309204	9433152	2764800	720588	2662400	7964760	26518144557	0	4258020	2457600	26830001325	0	851604	26687489224	1024000	6747324	26616669498	26726845034	0	2867200	26716867613	60047408	4258020	26587769444	2764800	0	3891200	0	9695184	0	2457600	5355804
2026-04-13	4866974692	3832084484	32606603878	7006464825	5959764117	4782971893	4936626716	7707652464	7473954787	5384807960	4583906105	19121522211	4242320468	4881043676	4616403210	5263183896	5752469850	5557452800	4299161600	4775278820	5148700921	6606028800	5976883200	5089720604	5091178793	4980736000	6190725404	5505024000	5410385396	5505679080	8371360132	10596315004	0	5662310400	5033164800	10354199181	24046117006	3894472197
2026-04-20	13167108	0	0	0	0	6878340	20504004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
