region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NY	817289047887	854357	218	123
SGP	643877484003	9676	141	80
USA/GA	475607947960	517225	962	436
JPN/11	108346372715	17940	45	40
USA/MA	6902061545148	34001	369	202
USA/TN	29314328634	1721	12	7
NLD	949096651508	44376	11	36
AWS/us-east-1	1012809575194	120820	157	60
GCP/us-central1	67173103864	32143	217	170
VPN	2553060207684	63058	964	965
USA/CA	3035668428948	816	137	9
USA/NM	239243792	397	12	1
GCP/us-west1	11577157327	16013	99	81
JPN/13	1675784192872	353543	447	130
GCP/us-west4	207726906094	1836	183	82
USA/WA	86338776617	1301	133	43
ISR/M	35639335650	4237	331	193
USA/MD	66580975	108	15	13
ITA/62	26817507770	5117	0	1
USA	4573229046350	59833	429	130
ITA/45	30856003546	9	9	0
USA/WI	33969026091	657	40	38
DEU	34588224	1	1	0
USA/MI	237210522508	34	23	4
DEU/BE	91656728	35	6	1
USA/VA	2496193719837	4652	451	152
GH-actions	222347887971	1086998	498	430
JPN/14	18354362440	19	3	1
GCP/us-east1	9669138488	1850	109	116
USA/PA	20372988	1	1	0
DEU/BY	80000606	18	6	1
DEU/NW	273409309	402	42	39
AWS/us-west-2	27358397198	191	6	5
DEU/RP	82867792	87	2	39
SWE/AB	17464040	90	0	3
JPN/23	770951504	2	2	0
AUS/VIC	48305124	10	0	2
BRA/BA	224490293	393	51	38
USA/IL	679469028	82	28	3
ROU/IF	1011743300552	38	38	0
JPN/10	28048406537	10	4	2
USA/CT	80503481444	58	7	1
GCP/asia-east1	1060060063	270	7	3
RUS/SA	1012608860744	80	63	11
AWS/us-east-2	15952972683	808	45	39
JPN/19	2365450250145	317267	831	296
USA/NJ	1032105952162	558	92	41
KOR/30	1012097788832	61	38	18
AWS/ap-southeast-1	426522588	68	68	0
AUT/9	77283382937	17	17	0
CHN	947126596639	143236	394	142
NZL/AUK	492268459	1000	49	38
USA/FL	100583452	1	1	0
BEL/VLG	59415756	1	1	0
DEU/TH	1011743300552	38	38	0
GCP/us-west3	242321787	460	39	38
CAN/QC	281445892243	32	0	20
GBR/ENG	446926636	215	14	50
MEX/CMX	190872983	657	81	58
VNM/HN	36946512	4	4	0
BRA/PR	35112288	1	1	0
DEU/BW	1471133621630	67	59	1
GCP/us-east4	250877765	830	57	33
GBR/NIR	1267319532	2362	16	50
DNK/84	1785483806	758	0	4
DEU/HE	27148115971	385	8	1
JPN/26	64195195	268	39	38
USA/CO	67589364879	6346	0	152
ISL/2	69359584	318	38	38
PAN/8	637517996	2510	66	64
CHN/BJ	336104192416	530	83	10
IND/MP	1482859180	322	1	1
CAN/BC	40705741	116	20	20
JPN/28	23975928	1	1	0
JAM/01	8254008	1	1	0
ARG/B	5830212	2	2	0
BRA/MG	4913100	1	1	0
BRA/SP	8057484	1	1	0
MEX/GUA	3078876	1	1	0
MEX/CHH	12446520	1	1	0
KGZ/GB	3013368	1	1	0
SVK/TA	2096256	1	1	0
ECU/F	6747324	1	1	0
bogon	205162892	2	2	0
ESP/MD	16966572	1	1	0
BGD/C	4847592	1	1	0
PAK/PB	2096256	1	1	0
CHL/VS	27194847731	3911	8	3
GCP/europe-west4	68329884	100	10	1
CHE/VD	19662488	73	6	6
IND/KA	62914560	1	0	1
USA/OH	1375668	1	1	0
MAR/07	3864972	1	1	0
USA/NH	5872601	10	1	1
TWN/KHH	1375668	1	1	0
ISR/TA	1238459487	495	3	3
CHL/RM	157023576	3925	12	1
ISR/Z	440401920	84	0	1
USA/TX	1024	1	0	1
TUR/67	135675512	688	1	1
FRA/IDF	6068116	13	3	3
USA/MO	3720597136	1	1	0
MDA/CU	21945180	1	1	0
VNM/21	10219248	1	1	0
CHE	6642536	25	3	1
NOR/50	319990044	62	0	2
MEX/BCN	10415772	1	1	0
JPN	13887952	33	1	1
VNM/CT	10153740	1	1	0
IRQ/AR	12643044	1	1	0
IRQ/KI	5437164	1	1	0
AUS/NSW	37339560	1	1	0
