region	bytes_sent
US/California	15121676165384
AWS/us-east-1	10468474424043
US/Massachusetts	10292372982123
NL/North Holland	8634714712590
VPN	2095625273266
CN/Shanghai	1669838184477
CA/British Columbia	1324160797041
US/Virginia	671100525496
HK/Hong Kong	388322204126
US/Pennsylvania	247962425374
GCP/us-central1	238098923330
AWS/us-east-2	145361724025
BR/São Paulo	96443951684
CN/Beijing	83895424693
CN/Guangdong	63022343911
GB/England	39180321932
US/Texas	38046957503
US/North Carolina	29125113434
GitHub	22302787387
NL/Limburg	21184490206
IT/Emilia-Romagna	14069305394
US/New York	13126214163
CA/Quebec	10476807856
US/New Hampshire	10474682177
CH/Geneva	10444537871
AWS/ap-northeast-2	10325277632
US/New Mexico	9201672054
GB/Scotland	7264627996
US/Colorado	6239985784
IT/Veneto	4917555070
CA/Ontario	4872401954
TW/Taiwan	4536001749
US/Maryland	4215407807
US/Washington	4210023069
US/Connecticut	3797990119
AWS/ap-southeast-1	3791755953
CN/Tianjin	3155053310
US/New Jersey	3090267691
BG/Sofia-Capital	2668239044
DE/North Rhine-Westphalia	2596265326
IT/Lombardy	2340568042
IT/Lazio	2073631069
KR/Seoul	1732173062
FR/Auvergne-Rhône-Alpes	1374598748
FR/Île-de-France	1180440407
DK/Capital Region	1016408473
GCP/us-east1	970939554
US/District of Columbia	333988676
ES/Catalonia	276824308
US/Vermont	271765751
MX/Mexico City	212167632
FR/Provence-Alpes-Côte d'Azur	209787924
IT/Trentino-Alto Adige	207061550
US/Minnesota	186879675
AU/Victoria	181911159
AT/Upper Austria	122190870
IT/Tuscany	68089638
RU/Moscow	61885902
GB/Wales	60062794
BR/Santa Catarina	47819699
IN/Delhi	14156061
CN/Jiangsu	6343124
US/Rhode Island	952374
IT/Liguria	148718
US/Florida	65538
DE/Baden-Wurttemberg	10616
NL/South Holland	10191
IL/Tel Aviv	8433
FR/Centre	7060
CA/Alberta	6748
RU/Tatarstan Republic	6748
CH/Zurich	6748
US/Wyoming	5352
SG/Singapore	4023
IN/Tamil Nadu	3377
DE/Bavaria	3374
ZA/Mpumalanga	3374
JP/Hyōgo	3374
RU/St.-Petersburg	3374
PT/Lisbon	3342
ES/Madrid	2825
US/Georgia	1817
ES/Basque Country	1363
ES/Asturias	1363
JP/Tokyo	1363
CR/Guanacaste Province	1132
US/Wisconsin	488
IN/Uttar Pradesh	294
IT/Sardinia	262
IE/Leinster	244
TR/Istanbul	47
