region	bytes_sent
US/California	1361932896760
US/Indiana	188223866856
TW/Taiwan	178983288780
AWS/us-east-1	158813689585
NL/North Holland	144317757048
US/Pennsylvania	113150407063
NO/Trøndelag	109652225316
NO/Oslo	46586525373
GB/England	37558321389
US/New York	36806436184
US/North Carolina	36595248417
US/Virginia	35912689852
US/Texas	34577420256
JP/Yamanashi	25284132221
CN/Shanghai	21759265660
US/Nebraska	16891703476
GitHub	10028533589
GCP/us-west1	4950082180
US/Georgia	4238496748
US/Oregon	3285685344
US/Tennessee	2051064036
US/Illinois	1938412176
FR/Île-de-France	730019872
CA/Ontario	723758332
AWS/us-east-2	529392018
VPN	493593958
CA/Quebec	262737564
DE/North Rhine-Westphalia	231716964
GCP/us-central1	224092304
US/Washington	157663988
US/Michigan	145237328
AU/South Australia	112046152
US/Florida	112023976
US/Maryland	64330104
US/Massachusetts	56023076
CH/Zurich	56023076
PT/Lisbon	47072748
AWS/ap-southeast-1	25181964
CH/Geneva	21093576
US/Rhode Island	395568
