region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/VT	13524811456	45	34	1
AWS/us-east-1	581646796	76	6	1
JPN/13	580205256	4	4	0
USA/MA	12689178229	356	34	8
USA/PA	660	2	2	0
AWS/ap-southeast-1	36163784	16	16	0
USA/MD	1320	4	2	2
CHE/VD	582448716	9	5	1
AWS/us-east-2	296	1	1	0
USA/IL	796512352	9	7	1
USA	580204232	111	0	1
VPN	620572052	11	8	1
CHN	1755483012	7	1	1
MAR/06	594550484	2	2	0
USA/NH	1160408464	2	2	0
GitHub	9061744	20	5	5
MEX/CMX	10236500	30	10	6
USA/CA	1785268	6	2	1
USA/VA	580204596	2	2	0
CHN/GD	409600	4	0	1
FRA/IDF	5658516	9	3	3
USA/OH	364	1	1	0
