region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/TX	1124284468	1351	104	22
USA	261061518989	5180	154	60
USA/CA	179960622729	6097	241	166
AWS/us-east-1	47259011029	5682	124	32
USA/MA	323308640494	3290	181	129
HKG/KKC	2612040976	312	0	3
CHN	171765152338	8611	118	59
USA/VA	49026141981	1930	170	86
GH-actions	5395115744	7370	514	428
CAN/QC	5070496312	6	6	0
USA/GA	92400509492	4747	198	142
VPN	278728166469	11639	341	212
USA/NY	273029778665	2721	216	65
USA/WI	10395165879	27	27	0
AWS/ap-southeast-1	102978576	20	20	0
USA/NJ	101375299686	46	46	0
CAN/BC	50556534872	72	34	12
GBR/ENG	93801642194	50	48	2
NLD/NH	46541142093	27	27	0
USA/IL	523361551	237	45	23
KOR/30	46618708133	30	22	8
RUS/SA	46250221065	21	21	0
ROU/IF	46250221065	21	21	0
DEU/TH	46250221065	21	21	0
MEX/CMX	231400887	529	79	56
DEU/BW	92899041782	82	44	1
USA/MD	13325221698	131	45	18
GCP/us-east1	1235441315	5966	20	19
USA/WA	224528931	626	50	23
KOR/11	46757646009	23	23	0
PAK/PB	1375668	1	1	0
KEN/30	1113636	1	1	0
VNM/HN	1048128	1	1	0
UZB/TK	1113636	1	1	0
USA/CT	283056563	9	3	2
NLD	26699911133	1257	4	4
GCP/us-central1	2038366200	27	9	1
SGP	34719240	4	4	0
USA/TN	317997196	6	3	1
AWS/us-east-2	519965712	5	2	1
USA/FL	80132088	13	7	2
USA/PA	12839568	2	2	0
GRC/I	171070060	2	2	0
ISR/TA	767671323	6	5	1
DEU/BY	61184472	2	2	0
JPN/10	253713248	1	1	0
AUT/3	355017288	2	2	0
AWS/us-west-2	1164871502	366	6	5
CHN/JS	4474250324	3090	6	10
VNM/SG	36029400	3	3	0
THA/10	1048128	1	1	0
UKR/30	4061496	1	1	0
DEU/BE	263801696	2	2	0
CHN/SH	507429584	2	2	0
GCP/us-west3	2172106586	223	3	1
TWN/NWT	13787450925	1	1	0
JPN/14	1268562360	5	5	0
USA/IN	13560156	2	2	0
JPN/13	8637156	5	1	1
FRA/IDF	263412144	14	5	3
NOR/50	27134216	7	0	1
KOR/27	253712472	1	1	0
EST/37	253712472	1	1	0
CHE/VD	2448624	8	2	1
TTO/CHA	14149728	1	1	0
ARG	1703208	1	1	0
URY/MO	4978608	1	1	0
CHN/BJ	1121912	3	1	1
CHE	1224312	4	1	1
IND/DL	1394384	5	1	1
KOR/41	253712472	1	1	0
