region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	12262353712	1021	1006	15
USA/NC	5964078652	242	242	0
USA/MA	7793005411	312	5	213
USA/MD	9598	15	15	0
CHN	10466591686	1102	164	79
USA	8859236246	888	513	27
AWS/ap-southeast-1	1029715962	342	342	0
AWS/us-east-1	7022590768	853	114	78
USA/NY	5964077882	239	239	0
VNM/HN	280	1	1	0
AWS/us-east-2	1058545678	35	35	0
USA/IL	481592051	154	154	0
USA/VA	106656148	16	16	0
MEX/CHH	1641057	1	1	0
JAM	459	1	1	0
USA/TX	48924358	8	8	0
BRA/SP	860	2	2	0
BRA/RJ	1641935	1	1	0
USA/CT	90	1	1	0
KAZ/55	1	1	0	1
