region	bytes_sent
CH/Neuchâtel	627827725114
CN/Hunan	474826718541
CN/Beijing	340114724293
MX/México	308415447303
TW/Taiwan	137950742044
DE/Rheinland-Pfalz	135632722446
US/California	93236217242
US/New York	81865163156
US/Florida	72841143136
DE/Baden-Wurttemberg	72032719710
CH/Vaud	4486129066
US/Virginia	3779006711
GitHub	2382801860
DE/Berlin	753825244
US/Indiana	215662632
AWS/us-east-1	197506620
US/New Jersey	124989264
US/District of Columbia	113884356
DE/Bavaria	106581516
US/Texas	76885764
US/Rhode Island	67392592
SE/Stockholm	60268060
GB/England	52902025
AWS/us-east-2	44182056
US/Massachusetts	38813840
BR/Rio Grande do Norte	34129668
VPN	23648388
MX/Mexico City	21748656
HK/Hong Kong	18997320
JP/Kanagawa	13953204
AWS/ap-southeast-1	7860960
