week_start	Neurophysiology	Video
2024-01-01	73581308378	669800632
2024-01-08	315151884	13953204
2024-01-22	272807928	0
2024-02-05	1714342272	0
2024-02-26	84743401	0
2024-03-04	111574648	34129668
2024-03-11	473454423435	1661781918
2024-03-18	542077344	39798452
2024-03-25	72390631880	1675800630
2024-04-01	29916092015	85585768
2024-04-08	358948602485	190584366
2024-04-15	7390984224	0
2024-04-29	784659004	1309313250
2024-05-06	337892781069	259801738
2024-05-13	124989264	0
2024-05-27	113328840	16901064
2024-06-03	68975371022	0
2024-06-10	697885966802	3411119360
2024-06-24	87028842746	241173790
2024-07-01	13560156	0
2024-07-08	400688832	0
2024-07-15	67230697676	208599066
2024-07-22	90401040	88697832
2024-07-29	68193425704	11987964
2024-08-05	12643044	0
2024-08-19	19848924	0
2024-08-26	186792972	236161582
2024-09-02	284399455112	1313510398
2024-09-09	1682904078495	2778152122
2024-09-16	67325351837	179505450
2024-09-23	377516920	0
2024-10-07	142115524	0
2024-10-14	607997091591	824760070
2024-10-21	75530724	81819492
2024-10-28	21264234724	1679993142
2024-11-11	13494648	0
2024-11-18	474577708	0
2024-11-25	608082931036	2316901198
2024-12-02	608313362496	1985803258
2024-12-09	979156436	230954542
2024-12-23	5830212	38977260
2025-01-20	6207704	0
2025-02-03	544120092908	1900715082
2025-02-10	561571800	0
2025-02-24	660590553488	3177867570
2025-03-03	607919231124	1661781918
2025-03-24	1355264936	0
2025-03-31	84555616	93646872
2025-04-07	434743488	0
2025-05-05	138462573632	5337256724
2025-05-12	101114601972	0
2025-05-19	70344901974	0
2025-06-16	1956806188	423028568
2025-07-14	217057688	0
2025-07-28	136971034481	534004362
2025-08-04	170874852093	335355456
2025-08-11	204379514462	400567388
2025-08-18	0	178525742
2025-08-25	135107871740	746870968
2025-09-01	67769056175	221779502
2025-09-08	142942315288	48737952
2025-09-15	607906722680	1661781918
2025-09-22	68975371022	246414430
2025-10-06	2102376065	0
2025-10-13	10685569777	0
2025-10-20	389442200	0
2025-10-27	216817416	0
2025-11-03	1715625928	230954542
2025-11-10	47665823352	0
2025-11-17	1322935118052	3411373228
2025-11-24	707564668221	5633397784
2025-12-01	470240956	0
2025-12-08	405534264	0
2025-12-15	375555315173	3858147426
2025-12-22	607906722680	350235740
2025-12-29	273354885484	190584366
2026-01-05	619583113	0
2026-01-12	395070599100	5595460118
2026-01-19	201404819657	230954542
2026-01-26	208656051801	968650470
2026-02-02	202707592836	0
2026-02-09	291908308	5961228
2026-02-16	261873360	557056
2026-02-23	103287381584	183618924
2026-03-02	22774325	196608
2026-03-09	392067807365	314915932
2026-03-16	375138552	215077170
2026-03-23	147147188	37143036
2026-03-30	1981792	58367628
2026-04-06	224313260737	64328856
2026-04-13	541783954998	119631048
2026-04-20	736005428	189121596
2026-04-27	60594900	24631008
2026-05-04	36890018	0
2026-05-11	270271976183	1245748034
2026-05-18	675457644192	2201078988
2026-05-25	336768201562	16508016
