region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NY	303696845	299	44	11
AWS/us-east-1	4015945906	491	56	9
CHN	9332355192	425	0	11
USA	1582997590	304	0	4
GitHub	1587202710	4278	224	196
HKG/KKC	790874238	96	0	2
VPN	8426464552	163	125	12
AWS/us-east-2	1287405816	19	3	2
NLD	1328182875	59	3	3
CAN/QC	1599522682	4	4	0
USA/CA	9081484	15	5	4
AWS/ap-southeast-1	160363584	28	28	0
USA/VA	3607438018	9	9	0
USA/MA	16841552823	3069	0	32
USA/NV	80509332	9	9	0
USA/MD	3647440659	37	18	9
USA/RI	54143354	12	0	1
MEX/CMX	31991418	137	25	25
VNM/SG	13232616	3	3	0
TUR/06	1768716	1	1	0
CHN/BJ	4693829	19	3	3
FRA/IDF	9924812	11	3	3
USA/IL	66646464	10	4	2
MEX/JAL	9171120	1	1	0
USA/NH	2159727540	3720	372	291
USA/VT	346946352	600	60	12
USA/WA	8925640	6	2	2
AWS/us-west-2	24312092	26	6	2
NOR/50	299883776	69	0	2
EST/37	370706648	1	1	0
CHE/VD	2653424	10	2	1
VNM/20	1113636	1	1	0
USA/TX	60856932	1	1	0
LBY/TB	1113636	1	1	0
TUR/38	1113636	1	1	0
PAK/SD	1048128	1	1	0
USA/NJ	35594562	10	2	1
MAR/04	5175132	1	1	0
COL/DC	2816844	2	2	0
BRA/SP	4323528	1	1	0
VNM/44	1048128	1	1	0
BRA/RS	6026736	1	1	0
JOR/AM	1113636	1	1	0
ARG/H	4323528	1	1	0
