region	bytes_sent
GitHub	143375143376
US/California	79698035508
AU/South Australia	79569072152
CA/Ontario	38639980188
US/Maryland	31253529785
NL/North Holland	19060201314
US/Washington	16748480758
CA/Quebec	16140748379
VPN	15868391310
AWS/us-east-1	15693767747
DE/Hesse	11109213211
US/New Mexico	11109213211
AWS/us-east-2	6237248301
US/Tennessee	5627771173
CN/Shanghai	1428814243
AWS/ap-southeast-1	942168052
GB/England	655721325
GCP/us-central1	586867954
PT/Lisbon	220222202
HK/Hong Kong	205221111
US/New York	196675774
US/Rhode Island	164828518
HU/Baranya	132174348
US/Massachusetts	124097922
CA/British Columbia	120155669
IN/Maharashtra	70932582
IT/Piedmont	50584028
US/Wisconsin	49551712
NL/South Holland	44058116
ES/Castille and León	42422639
VN/Ho Chi Minh	29857924
VN/Kiên Giang Province	29857924
US/Virginia	23011681
US/Indiana	5951440
