region	bytes_sent
US/California	124083619991
AWS/us-east-2	122169358415
GCP/us-east1	106254808122
GCP/us-west1	76281866313
IR/Fars	68931862214
GCP/us-east4	59925994244
NL/North Holland	51140767439
GCP/us-central1	44330424484
GCP/asia-east1	43241744431
AWS/us-east-1	41656477105
US/New York	40378703312
GCP/europe-west4	40006570644
US/Washington	40006570644
GitHub	29692834445
CN/Shanghai	27133719962
GCP/us-west4	26410806139
HK/Hong Kong	18088890514
VPN	8452150309
CA/Quebec	4385442372
US/Georgia	4356594984
GB/England	1618847736
PT/Lisbon	1307945736
IT/Lombardy	1128030684
TW/Taiwan	860655641
DE/North Rhine-Westphalia	820001718
JP/Tokyo	604764112
US/Minnesota	545644416
US/Maryland	343776640
SE/Västra Götaland	339283056
AWS/ap-southeast-1	336465480
IN/Punjab	326885376
US/Pennsylvania	234160568
ES/Catalonia	118792304
CA/British Columbia	118792304
SE/Stockholm	98079474
VN/Ho Chi Minh	85702696
IN/Maharashtra	54480896
VN/Kiên Giang Province	49287848
US/Rhode Island	45352672
GB/Scotland	43522392
US/Virginia	313320
