region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	559859504	69	0	7
GH-actions	15905048	28	7	7
CHE/VD	18726092	22	7	7
VPN	4632085	8	2	2
FRA/IDF	6256869	12	3	3
MEX/CMX	1059331	4	1	1
SGP	2582567	8	2	2
GBR/ENG	10234651	1	1	0
USA/CA	98767580	2	2	0
