week_start	sub-3-580nm/sub-3-580nm_ses-task3_ecephys.nwb	sub-5-580NM/sub-5-580NM_ses-33_ecephys.nwb	sub-580-44/sub-580-44_ses-S1_ecephys.nwb	sub-580nm-1/sub-580nm-1_ses-0_ecephys.nwb	sub-580nm-series/sub-580nm-series_ses-2-7_ecephys.nwb	sub-6-580nm/sub-6-580nm_ses-66_ecephys.nwb	sub-postglow/sub-postglow_ses-s1_ecephys.nwb
2026-08-17	34618496	33666918	137196226	21951090	151824954	195357196	110544174
