region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	145469072	44	16	4
VPN	154916788	52	16	5
AWS/us-east-1	18130356	4	2	1
USA/WA	822988	2	1	1
USA/MD	10983476	14	4	2
AWS/us-west-2	6352748	10	3	1
USA/CA	6248088	9	3	2
USA/PA	1156608	28	0	1
USA/DC	9352284	1	1	0
USA/MA	77709306	25	0	8
GCP/us-central1	18704568	2	2	0
USA	9352284	1	1	0
CHN	9352284	1	1	0
EST/37	9352284	1	1	0
ESP/CT	9352284	1	1	0
MEX/CMX	19055252	23	9	6
CHN/SH	9352284	1	1	0
CHE/SO	9352284	1	1	0
DEU/NW	1121912	3	1	1
CHE/VD	10198620	10	1	1
IDN/JK	9171120	1	1	0
DOM/01	2685828	1	1	0
POL/02	121579692	13	13	0
USA/IL	925388	3	1	1
FRA/IDF	14109048	9	3	3
SGP	18704568	2	2	0
CHN/GS	9352284	1	1	0
