region	bytes_sent
GitHub	8760940432
US/Washington	1546169394
US/California	1536850734
NL/North Holland	613796849
AWS/us-east-1	489017508
US/Vermont	488324552
AU/South Australia	487524911
CA/Ontario	487524911
US/New Mexico	487524911
CA/Quebec	399884924
AWS/us-east-2	327882639
GCP/us-central1	152185631
VPN	87103881
CN/Shanghai	69749080
AWS/ap-southeast-1	65487683
GB/England	23493563
HK/Hong Kong	15917204
PT/Lisbon	5961114
US/Maryland	5577928
CA/British Columbia	5419705
IN/Punjab	5091191
US/Rhode Island	3198564
IN/Maharashtra	3153215
VN/Ho Chi Minh	2061337
US/Massachusetts	1671137
KR/Seoul	799641
VN/Kiên Giang Province	507966
US/Virginia	185208
