region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	1686646936	7665	74	54
US/Massachusetts	4809660101	109	0	15
VPN	253567852	817	26	16
missing	24984724006	5460	18	32
AWS/us-east-1	2375083496	284	13	11
undetermined	1116909540	1074	23	21
MX/Mexico City	167817018	932	48	32
AWS/ap-southeast-1	9433152	7	7	0
AWS/us-east-2	577848214	2	2	0
US/Pennsylvania	2500513465	71	14	1
CH/Vaud	3579512	27	1	1
US/Virginia	31852078	174	4	2
US/Iowa	66579800	332	6	3
US/Illinois	16479258	82	2	1
US/Wyoming	14473050	110	2	1
