region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	38968992880	1208	1044	35
USA/MA	7012753852	464	0	114
USA	6660589449	505	82	38
CHN	7623029083	690	3	79
GitHub	4930136635	19788	732	580
AWS/us-east-1	5461539012	604	17	82
AWS/ap-southeast-1	1172462184	218	218	0
USA/CA	4919076292	97	91	3
USA/NC	601363440	82	82	0
AWS/us-east-2	939102438	53	19	1
AWS/ap-south-1	30395712	1	1	0
GCP/us-west1	112086477	2	2	0
MEX/CMX	118216929	494	71	50
VNM/41	22010688	1	1	0
VNM/HN	29544108	5	5	0
HKG	27840900	4	4	0
BRA/SP	34784748	4	4	0
URY/MO	1768716	1	1	0
VNM	2030748	1	1	0
BGD	6485292	1	1	0
SEN/DK	11398392	1	1	0
BRA/BA	26661756	2	2	0
SGP	149189228	5	5	0
VEN	5633688	1	1	0
CHN/SH	820098113	204	2	15
GCP/us-central1	358246213	5	5	0
FRA/IDF	3812228	14	3	3
RUS/DA	4323528	1	1	0
ARG/E	5895720	1	1	0
COL/HUI	5764704	1	1	0
USA/VA	6291456	6	0	2
USA/WA	16396688	13	2	4
USA/PA	1048576	1	0	1
ITA	3627340	215	0	1
USA/NY	19922944	19	0	3
CAN/QC	3145728	3	0	1
DEU/BW	1048576	1	0	1
IRL	17032080	1	1	0
USA/IL	11481152	22	2	2
BRA/RS	36117623	1	1	0
DEU/NW	5298311	27	3	3
TUR/34	56387740	1	1	0
VEN/K	9040104	1	1	0
IDN/YO	1048128	1	1	0
VNM/SG	18997320	2	2	0
IRQ/BG	66281407	1	0	1
BRA/RJ	45028902	1	1	0
JOR	8778072	1	1	0
AWS/us-west-2	25171840	58	6	2
NPL	10612296	1	1	0
OMN/MA	11594916	1	1	0
IND/PB	4061496	1	1	0
SAU/02	7991976	1	1	0
COL/SAN	8450532	1	1	0
TWN/NWT	12315504	1	1	0
SYR/DI	1113636	1	1	0
AZE/BA	5699196	1	1	0
COL/MET	1048128	1	1	0
ARG/M	2685828	1	1	0
MNG/1	8843580	1	1	0
MAR/09	5306148	1	1	0
EST/37	35643230	1	1	0
CHE/VD	1736312	9	1	1
CHN/GS	71286460	2	2	0
