week_start	Neurophysiology	Video
2024-04-01	417340351456	134237399055
2024-04-08	148121198464	0
2024-04-15	25841132684	0
2024-04-22	2160418448	0
2024-04-29	1594049036	0
2024-05-06	1577023634	0
2024-05-13	833874734	0
2024-05-20	694470728595	224060133981
2024-05-27	13939066395	44795676977
2024-06-03	18324727235	0
2024-06-10	130672012	0
2024-07-08	3564161553	0
2024-07-15	1939797201	0
2024-07-22	5997142815	4773436944
2024-08-26	38565652605	9550939209
2024-09-02	138042522834	44336329581
2024-09-09	125162108961	30346991736
2024-09-16	2999351504	0
2024-09-23	9752771204	0
2024-09-30	2790743012	263100636
2024-10-07	2617108607	9666024954
2024-10-14	403470854	3842396820
2024-10-21	9487194657	848783172
2024-10-28	10363744356	929230980
2024-11-04	723077660	2728473708
2024-11-11	1376530551	422657616
2024-11-18	6565408281	884974275
2024-11-25	567110000	316600164
2024-12-02	3027120257	21286455767
2024-12-09	11856948	0
2024-12-23	10350264	0
2024-12-30	9826200	5895720
2025-01-20	24827532	0
2025-02-03	19407704	0
2025-02-10	10329896278	1403868465
2025-02-17	9245487897	740805361
2025-02-24	187360	0
2025-03-03	9367644	0
2025-03-17	0	10219248
2025-03-24	12912516	0
2025-03-31	4250735903	3882143480
2025-04-07	22145125	0
2025-05-12	173588932	0
2025-05-19	227239088	0
2025-06-16	354683554210	134247822438
2025-06-23	6765540	0
2025-07-14	12505366	0
2025-07-21	402329386397	139916361516
2025-07-28	114898233889	43072025238
2025-08-04	98563058588	27387305913
2025-08-11	61053765518	29389798214
2025-08-18	30695291483	17926361801
2025-08-25	49362291332	12890370426
2025-09-01	86510141676	26255704877
2025-09-08	14233837541	25979332339
2025-09-15	425722362	2057868312
2025-09-22	166792174	565989120
2025-09-29	34986462159	1699284236
2025-10-06	6034391496	520526568
2025-10-13	5778524206	21748656
2025-10-20	4334987500	0
2025-10-27	23501118460	419951699
2025-11-03	40527195842	648563996
2025-11-10	31720726670	0
2025-11-17	20160173495	0
2025-11-24	26134320290	0
2025-12-01	20266993160	0
2025-12-08	79802309700	2663071574
2025-12-15	432558971045	287154646298
2025-12-22	38139926742	7964281119
2025-12-29	33704289054	13031575105
2026-01-05	49845533812	9766351222
2026-01-12	159598280714	119607825392
2026-01-19	95141836694	29485842999
2026-01-26	177496705602	47844903710
2026-02-02	86564767675	23723476846
2026-02-09	11612781514	0
2026-02-16	5939579865	10780672
2026-02-23	22629441714	1890425452
2026-03-02	1850774382	60270132
2026-03-09	717748063	9691397771
2026-03-16	18184287642	11665244799
2026-03-23	28039187537	137608743515
2026-03-30	12913592922	3716106778
2026-04-06	4485369071	3143005713
2026-04-13	710585350880	258395052697
2026-04-20	28780140361	6386273125
2026-04-27	80423285060	23569825980
2026-05-04	1354242677	411128240
2026-05-11	31081456375	10396870546
2026-05-18	8987889449	7355791929
2026-05-25	6228680911	1629731732
