region	bytes_sent
US/California	8031546834045
NL/North Holland	3466851198177
JP/Tokyo	3456165961009
TW/Taiwan	2886138538505
AWS/us-east-1	2780203568423
JP/Osaka	2670788412038
US/Virginia	2597558423753
CH/Zurich	1838953529289
AWS/us-east-2	921948991422
CN/Shanghai	409651526429
GCP/europe-west4	387627632623
GCP/us-east1	286404627578
VPN	207410057307
GCP/us-east4	192712669148
GB/England	168317844753
US/Florida	124379341249
PT/Lisbon	95196811119
GCP/us-central1	87446140279
DE/Hamburg	78696624160
US/New Jersey	75820122215
US/New York	67380211744
GitHub	65266812966
HK/Hong Kong	64526145377
CA/British Columbia	59629989036
CA/Quebec	57820258119
US/Texas	48479849181
US/Tennessee	42834584672
NL/Drenthe	41934812979
DE/North Rhine-Westphalia	38869561670
US/Massachusetts	32984197695
US/New Hampshire	32886889556
US/Pennsylvania	28940894327
IN/Karnataka	28493037089
US/Maryland	27280377275
US/Connecticut	21721570818
US/Georgia	21535269724
IL/Haifa	20873868547
US/Washington	18630686823
JP/Niigata	18042522806
FR/Provence-Alpes-Côte d'Azur	17957345081
DE/Berlin	17957345081
IT/Emilia-Romagna	17957345081
US/Indiana	15331105009
SE/Stockholm	13393054779
ES/Catalonia	12249919227
CA/Alberta	11704204050
FR/Nouvelle-Aquitaine	11694713998
US/Kentucky	11694713998
US/Michigan	11289276997
DE/Baden-Wurttemberg	8703483119
RU/Nizhny Novgorod Oblast	8432674461
ES/Valencia	8417855886
GCP/us-west4	6672353690
NL/South Holland	5768261049
US/Vermont	5687767787
ES/Madrid	5446409193
SE/Skåne	5266942198
AR/Buenos Aires F.D.	4867777776
IN/Delhi	4744195736
KR/Seoul	3496036920
FR/Île-de-France	3161459278
ES/La Rioja	2899418500
DE/Saxony-Anhalt	2132575792
CA/Ontario	2087156041
VN/Ho Chi Minh	797118268
IT/Lombardy	739307740
PK/Islamabad	700752520
US/North Carolina	619575316
DE/Lower Saxony	459069988
US/Rhode Island	284763704
US/Colorado	220010582
AWS/ap-southeast-1	204467484
AU/Victoria	172619160
CH/Vaud	168616546
IR/Fars	166689389
US/Louisiana	164877896
HU/Budapest	155362413
DE/Hesse	148567522
US/Illinois	148552341
IT/Veneto	141984638
US/District of Columbia	99944113
US/Wisconsin	92082489
MX/Mexico City	86977678
GR/Ionian Islands	86633024
GT/Guatemala	84711260
CL/Santiago Metropolitan	79153461
NL/North Brabant	76333460
NL/Groningen	72152528
FR/Auvergne-Rhône-Alpes	65600937
AM/Yerevan	57404860
KR/Jeollanam-do	51953657
CR/San José	50635732
GB/Scotland	48910268
GR/Attica	46871613
BR/Rio de Janeiro	34410253
US/Arizona	27217009
PL/Lesser Poland	26545600
CN/Beijing	20128577
RU/Moscow	18614633
PL/Mazovia	18042728
IE/Leinster	13803712
DE/Thuringia	12741888
NO/Vestland	11812792
unknown	5707304
