date	bytes_sent	number_of_requests	number_of_downloads
2021-04-20	899772373874	107940	<50
2021-04-21	1484211011907	176960	<50
2021-04-22	1069078	680	<50
2021-04-23	665881590	<50	<50
2021-04-26	250822269	<50	<50
2021-04-27	308554080	<50	<50
2021-04-29	143891074	<50	<50
2021-04-30	178683663	<50	<50
2021-05-03	148421342	<50	<50
2021-05-07	38437054433	<50	<50
2021-05-08	33454066428	<50	<50
2021-05-10	339595744663	<50	<50
2021-05-11	1725497191	<50	<50
2021-05-12	40209315788	<50	<50
2021-05-14	11694713998	<50	<50
2021-05-19	11694713998	<50	<50
2021-05-20	918905454221	140	120
2021-06-07	109166904	<50	<50
2021-06-08	3126644905	<50	<50
2021-06-09	3525974568	3580	<50
2021-06-12	48013885	<50	<50
2021-06-15	348041598	<50	<50
2021-06-18	220010582	<50	<50
2021-07-06	76333460	<50	<50
2021-07-14	7772510189	<50	<50
2021-07-16	13356001995	<50	<50
2021-07-19	8417855886	<50	<50
2021-07-20	5651365442	<50	<50
2021-07-23	42937508	<50	<50
2021-07-26	5266942198	<50	<50
2021-07-28	11738148767	<50	<50
2021-08-09	378764909168	45160	<50
2021-08-13	11694713998	<50	<50
2021-08-20	12924040274	27060	<50
2021-08-23	98863100	3000	<50
2021-08-24	1260916	<50	<50
2021-08-26	1267932533	2820	<50
2021-08-27	4834221	<50	<50
2021-08-30	651996654	<50	<50
2021-09-01	14287332262	<50	<50
2021-09-02	156830325	1340	<50
2021-09-03	11694713998	<50	<50
2021-09-06	3004415675	<50	<50
2021-09-10	4658016531	<50	<50
2021-09-15	2677404317	<50	<50
2021-09-16	152336326	<50	<50
2021-10-06	5841160968	1600	<50
2021-10-07	4797964903	<50	<50
2021-10-20	11694713998	<50	<50
2021-10-21	219387766	4420	<50
2021-10-27	1791539	1200	<50
2021-10-28	10299928253	<50	<50
2021-10-29	1416336	1160	<50
2021-11-01	2488993971	42900	<50
2021-11-09	76720619031	12320	2700
2021-11-10	9230699449	200	200
2021-11-15	2442410499	200	200
2021-11-16	4180932	<50	<50
2021-11-25	28393339723	<50	<50
2021-11-28	10693934960	<50	<50
2021-11-30	15694617	<50	<50
2021-12-04	2132575792	<50	<50
2021-12-08	325180334	2020	<50
2021-12-10	68286898	2000	<50
2021-12-14	206284236	60	<50
2021-12-26	8417855886	<50	<50
2022-01-03	5393678647	<50	<50
2022-01-04	1717689643	<50	<50
2022-01-12	170855135	4840	<50
2022-01-13	5289859350	1960	<50
2022-01-19	905904599692	<50	<50
2022-01-20	933048929597	<50	<50
2022-01-21	11694713998	<50	<50
2022-02-06	3269768488	50460	<50
2022-02-07	6207781540	100280	<50
2022-02-08	5379096	2240	<50
2022-02-16	298516520	15680	<50
2022-02-17	44247200	3660	<50
2022-02-18	31377296	3500	<50
2022-02-19	82438948	<50	<50
2022-02-22	5412893	1820	<50
2022-02-23	3152	<50	<50
2022-02-24	6808280	1580	<50
2022-03-04	141815937	<50	<50
2022-03-07	2488181	<50	<50
2022-03-08	1953073969	1820	<50
2022-03-10	1496602377	<50	<50
2022-03-11	11694713998	<50	<50
2022-04-06	5266942198	<50	<50
2022-04-11	15608731596	383060	<50
2022-04-12	21236564388	533140	<50
2022-04-13	25210737415	586620	<50
2022-04-14	11496101031	341660	<50
2022-04-16	4904623478	158280	<50
2022-04-27	4691961248	<50	<50
2022-04-28	1718013817	280	60
2022-05-06	3981840	<50	<50
2022-05-07	11694713998	<50	<50
2022-05-09	1816041091	<50	<50
2022-05-23	17957345081	<50	<50
2022-06-03	87136306	15160	<50
2022-06-04	4194672	4160	<50
2022-06-05	11934644596	4160	<50
2022-06-06	4194672	4160	<50
2022-06-07	8553714191	4220	<50
2022-06-08	4194672	4160	<50
2022-06-09	19162216784	4220	<50
2022-06-10	4194672	4160	<50
2022-06-11	4194672	4160	<50
2022-06-12	4194672	4160	<50
2022-06-13	26955458255	8320	<50
2022-06-14	4194672	4160	<50
2022-06-15	4194672	4160	<50
2022-06-16	4194672	4160	<50
2022-06-17	4194672	4160	<50
2022-06-18	4194672	4160	<50
2022-06-19	4194672	4160	<50
2022-06-20	4194672	4160	<50
2022-06-21	19567346739	4160	<50
2022-06-22	25001992175	4160	<50
2022-06-23	19416343555	4160	<50
2022-06-24	28178568589	4160	<50
2022-06-25	4194672	4160	<50
2022-06-26	171483241	8320	<50
2022-06-27	18495645	4160	<50
2022-06-28	2808175206	40820	<50
2022-06-29	5764833577	88960	<50
2022-06-30	144650616	4160	<50
2022-07-01	12584016	12480	<50
2022-07-02	4194672	4160	<50
2022-07-03	4194672	4160	<50
2022-07-04	5842175701	92100	<50
2022-07-05	5317616	5640	<50
2022-07-06	19138268878	160780	<50
2022-07-07	25168032	24940	<50
2022-07-08	12082128	12080	<50
2022-07-09	84240316	7140	<50
2022-07-10	132094090	8640	<50
2022-07-11	293923274	177800	<50
2022-07-12	108180182324	94440	<50
2022-07-13	1011182721856	127160	<50
2022-07-14	1219876085129	62280	<50
2022-07-15	269616963711	25320	<50
2022-07-16	3854728	4080	<50
2022-07-17	4342112	4220	<50
2022-07-18	707470785	103960	<50
2022-07-19	16778688	16640	<50
2022-07-20	578342241	8320	<50
2022-07-21	251194361	15860	<50
2022-07-22	14970877231	4860	<50
2022-07-23	13982240	13860	<50
2022-07-24	4194672	4160	<50
2022-07-25	12584016	12480	<50
2022-07-26	13943408	13600	<50
2022-07-27	14997845240	12480	<50
2022-07-28	4194672	4160	<50
2022-07-29	9787568	9700	<50
2022-07-30	8389344	8320	<50
2022-07-31	50282481727	10160	<50
2022-08-01	95496145224	23860	<50
2022-08-02	212251034036	42060	<50
2022-08-03	137218882394	54640	<50
2022-08-04	12148188985	8400	<50
2022-08-05	1081703446	4160	<50
2022-08-06	4194672	4160	<50
2022-08-07	8840748902	12500	<50
2022-08-08	335086970549	4780	<50
2022-08-09	348947404621	4680	<50
2022-08-10	411692799598	4920	<50
2022-08-11	278411912888	4680	<50
2022-08-12	494604899454	5080	<50
2022-08-13	265995152613	4660	<50
2022-08-14	4194672	4160	<50
2022-08-15	8389344	8320	<50
2022-08-16	27058951080	41580	<50
2022-08-17	71309424	70680	<50
2022-08-18	8389344	8320	<50
2022-08-19	8389344	8320	<50
2022-08-20	78358581	4080	<50
2022-08-21	4194672	4160	<50
2022-08-22	4194672	4160	<50
2022-08-23	16079576	15940	<50
2022-08-24	86150063330	40160	<50
2022-08-25	435600971296	24980	<50
2022-08-26	567743288174	4200	<50
2022-08-27	489366245215	4200	<50
2022-08-28	773012617670	4220	<50
2022-08-29	339645744559	4180	<50
2022-08-30	86287279528	4160	<50
2022-08-31	526710885661	4200	<50
2022-09-01	63517100060	4160	<50
2022-09-02	4343648	4220	<50
2022-09-03	4342112	4220	<50
2022-09-04	4194672	4160	<50
2022-09-05	98919220988	8320	<50
2022-09-06	12584016	12480	<50
2022-09-07	4194672	4160	<50
2022-09-08	4194672	4160	<50
2022-09-09	4194672	4160	<50
2022-09-10	4194672	4160	<50
2022-09-11	4194672	4160	<50
2022-09-12	4194672	4160	<50
2022-09-13	4194672	4160	<50
2022-09-14	4194672	4160	<50
2022-09-15	13431840	13240	<50
2022-09-26	275768209	<50	<50
2022-09-28	11694713998	<50	<50
2022-10-03	18366465332	280360	<50
2022-10-05	9816017	6480	<50
2022-10-07	2670788412038	120	120
2022-10-13	29000378	<50	<50
2022-10-19	214798484	<50	<50
2022-10-24	239628441	<50	<50
2022-11-11	345303612	<50	<50
2022-11-22	12317756176	<50	<50
2022-11-23	11694713998	<50	<50
2022-12-09	382264576	<50	<50
2022-12-14	168273632	<50	<50
2022-12-15	818576437	140	<50
2022-12-19	307199916	<50	<50
2022-12-20	32385632	<50	<50
2022-12-25	4657218058	<50	<50
2022-12-29	1327264	1120	<50
2022-12-30	86977678	<50	<50
2023-01-03	823291012	<50	<50
2023-01-06	8417855886	<50	<50
2023-01-13	47460018	120	<50
2023-01-14	720198498	120	<50
2023-01-18	24298297	60	<50
2023-01-30	392943879	120	<50
2023-01-31	507094322	<50	<50
2023-02-01	313004454	<50	<50
2023-02-03	450736144	<50	<50
2023-02-07	48529381	180	<50
2023-02-08	7316133327	16960	260
2023-02-09	1369010071	5900	60
2023-02-10	21157058876	21960	160
2023-02-11	406393467	2280	<50
2023-02-13	1140875203	6100	60
2023-02-15	232807652	1640	<50
2023-02-16	9927526952	1660	<50
2023-02-17	99080720	1560	<50
2023-02-18	38501476852	4600	<50
2023-02-19	11776810203	1400	<50
2023-02-20	5129448952	16620	320
2023-02-21	160742657735	<50	<50
2023-02-22	11851373044	1620	<50
2023-02-23	17636193451	1800	<50
2023-02-25	13894320183	1660	<50
2023-03-02	1413200	1160	<50
2023-03-03	51437012048	27240	<50
2023-03-17	1401710245	300	<50
2023-03-20	1728296472	380	<50
2023-04-07	32097050	140	<50
2023-04-08	7081990600	<50	<50
2023-04-11	9747988847	140	<50
2023-04-12	40563489795	<50	<50
2023-04-13	34671347226	<50	<50
2023-04-14	12099866556	<50	<50
2023-04-15	48712347426	<50	<50
2023-04-16	23365159361	<50	<50
2023-04-21	2899418500	<50	<50
2023-04-22	317894796	100	<50
2023-04-24	386887078	640	<50
2023-04-28	31124716	<50	<50
2023-05-01	808574291	<50	<50
2023-05-04	39917477	<50	<50
2023-05-05	75689552	160	<50
2023-05-08	9714797260	1160	<50
2023-05-09	28786679592	3440	<50
2023-05-10	187513447	100	<50
2023-05-13	6867413220	<50	<50
2023-05-18	267325121	<50	<50
2023-05-23	17998176490	2000	<50
2023-05-24	11694713998	<50	<50
2023-05-25	17959953113	2580	<50
2023-05-26	1304016	1300	<50
2023-05-27	652008	640	<50
2023-05-28	652008	640	<50
2023-05-29	652008	640	<50
2023-05-30	652008	640	<50
2023-05-31	12068272406	660	<50
2023-06-01	23390080004	640	<50
2023-06-02	652008	640	<50
2023-06-03	652008	640	<50
2023-06-04	652008	640	<50
2023-06-05	652008	640	<50
2023-06-06	266976	440	<50
2023-06-07	652008	640	<50
2023-06-08	652008	640	<50
2023-06-09	652008	640	<50
2023-06-10	652008	640	<50
2023-06-11	652008	640	<50
2023-06-12	652008	640	<50
2023-06-13	17957997089	640	<50
2023-06-14	652008	640	<50
2023-06-15	652008	640	<50
2023-06-16	16004948782	440	<50
2023-06-17	1956024	1940	<50
2023-06-18	2956394753	640	<50
2023-06-19	652008	640	<50
2023-06-20	652008	640	<50
2023-06-21	652008	640	<50
2023-06-22	3342979704	9680	<50
2023-06-23	652008	640	<50
2023-06-24	2608032	2580	<50
2023-06-25	39673904289	9780	<50
2023-06-26	23366517869	2080	<50
2023-06-27	1304016	1300	<50
2023-06-28	652008	640	<50
2023-06-29	12400770696	5220	60
2023-06-30	3078531381	8880	140
2023-07-01	134196284	680	<50
2023-07-02	652008	640	<50
2023-07-03	603380592	760	<50
2023-07-04	559070738	1580	<50
2023-07-05	9533174995	25420	100
2023-07-06	10236918429	19780	200
2023-07-07	1350199639	5040	<50
2023-07-08	1955439737	4860	<50
2023-07-09	63655060	700	<50
2023-07-10	1655229848	3100	60
2023-07-11	1575573432	4180	80
2023-07-12	113812820	900	<50
2023-07-13	285884616099	29680	<50
2023-07-14	345429235	11380	<50
2023-07-15	74945468	1180	<50
2023-07-16	9544784	640	<50
2023-07-17	19764840	640	<50
2023-07-18	107890304	720	<50
2023-07-19	720626164	1000	80
2023-07-20	1613140565	2260	80
2023-07-21	20216294397	2400	100
2023-07-22	104044361	660	<50
2023-07-23	118555731	1040	<50
2023-07-24	177985226	1420	<50
2023-07-25	16767692732	15480	<50
2023-07-26	32525675435	20820	<50
2023-07-27	21573726275	2220	<50
2023-07-28	61142325	640	<50
2023-07-29	652008	640	<50
2023-07-30	38811308	640	<50
2023-07-31	11931101932	640	<50
2023-08-01	161948570	680	<50
2023-08-02	755540902	1380	60
2023-08-03	1994685671	1660	120
2023-08-04	3845551888	1480	<50
2023-08-05	2089268314	1800	<50
2023-08-06	639244691	780	<50
2023-08-07	5953775700	2360	<50
2023-08-08	2560959006044	2980	140
2023-08-09	149352878	700	<50
2023-08-10	35891292	640	<50
2023-08-11	139552745	1080	<50
2023-08-12	652008	640	<50
2023-08-13	218131440	700	<50
2023-08-14	25566362763	1320	<50
2023-08-15	779371710151	700	<50
2023-08-16	1069669116509	1720	<50
2023-08-17	1068764748975	1860	60
2023-08-18	472409021894	680	<50
2023-08-19	652520	640	<50
2023-08-20	652008	640	<50
2023-08-21	652008	640	<50
2023-08-22	121567216	660	<50
2023-08-23	13453699030	1300	<50
2023-08-24	652008	640	<50
2023-08-25	32121333	680	<50
2023-08-26	652008	640	<50
2023-08-27	652008	640	<50
2023-08-28	23706309	660	<50
2023-08-29	170607250	680	<50
2023-08-30	652008	640	<50
2023-08-31	652008	640	<50
2023-09-01	53875936	640	<50
2023-09-02	652008	640	<50
2023-09-03	23555792	3880	<50
2023-09-04	38147668	660	<50
2023-09-05	140194873	1140	<50
2023-09-06	1979272	1760	<50
2023-09-07	20756872	4540	<50
2023-09-08	652008	640	<50
2023-09-09	652008	640	<50
2023-09-10	652008	640	<50
2023-09-11	155768711	680	<50
2023-09-12	652008	640	<50
2023-09-13	652008	640	<50
2023-09-14	23507217	660	<50
2023-09-15	652008	640	<50
2023-09-16	652008	640	<50
2023-09-17	652008	640	<50
2023-09-18	652008	640	<50
2023-09-19	142636646	680	<50
2023-09-20	652008	640	<50
2023-09-21	58772224	660	<50
2023-09-22	652008	640	<50
2023-09-23	34828148	640	<50
2023-09-24	652008	640	<50
2023-09-25	4564056	4520	<50
2023-09-26	12893865983	3100	<50
2023-09-27	5478868306	800	120
2023-09-28	15261840534	660	<50
2023-09-29	652008	640	<50
2023-09-30	652008	640	<50
2023-10-01	652008	640	<50
2023-10-02	12929348	640	<50
2023-10-03	260583534	720	<50
2023-10-04	10586384444	2020	<50
2023-10-05	5537962995	1080	<50
2023-10-06	230415457	200	<50
2023-10-07	80458886	100	<50
2023-10-08	45526861	660	<50
2023-10-10	168628849	720	<50
2023-10-11	55628368	<50	<50
2023-10-12	8542392791	<50	<50
2023-10-13	10352784	<50	<50
2023-10-14	652008	640	<50
2023-10-17	78412878	<50	<50
2023-10-19	182908333	<50	<50
2023-10-20	9714797260	1160	<50
2023-10-21	40571878403	4840	<50
2023-10-24	2554879587733	7320	140
2023-10-25	107032829624	12760	<50
2023-10-26	954163089	60	<50
2023-10-29	34118177	<50	<50
2023-10-30	50015209	<50	<50
2023-10-31	90854586245	10520	<50
2023-11-01	25915777659	3340	<50
2023-11-02	20330447721	100	<50
2023-11-06	26268917234	3140	<50
2023-11-07	47175233	660	<50
2023-11-08	38704789	<50	<50
2023-11-09	14400988	<50	<50
2023-11-10	21568300	<50	<50
2023-11-12	14336981168	1720	<50
2023-11-13	54963969	<50	<50
2023-11-14	10551876	<50	<50
2023-11-19	11910196342	2640	<50
2023-11-20	53423020	<50	<50
2023-11-21	2101481808	500	<50
2023-11-22	72848298517	<50	<50
2023-11-24	170896990	220	<50
2023-11-25	635062336	760	<50
2023-11-27	1316917545	1540	60
2023-11-28	32916544	<50	<50
2023-11-29	1919368771	6280	120
2023-11-30	652008	640	<50
2023-12-03	652008	640	<50
