region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	1623634488	219	0	44
GitHub	465938316	1590	102	126
VPN	43638128	113	8	8
USA/IL	5628292	30	2	2
USA/CA	576146476	395	1	5
GCP/us-central1	71878784	2	2	0
BEL/VLG	35939392	1	1	0
USA/NY	35939392	1	1	0
MEX/CMX	1127948	4	1	1
FRA/IDF	6266196	12	3	3
SGP	34711360	1	1	0
