date	bytes_sent
2024-02-14	60135679197
2024-02-15	1575056286
2024-02-16	324132529
2024-02-24	9957216
2024-03-08	119112705
2024-03-12	793953468
2024-03-16	7860960
2024-03-18	732369426
2024-03-19	788259112
2024-03-20	836145460
2024-03-21	726737492
2024-03-25	725491086
2024-03-26	552287934
2024-03-27	603836400
2024-03-28	245071758
2024-04-04	648373068
2024-04-19	935850086
2024-04-27	7795452
2024-05-06	12905076
2024-05-31	17949192
2024-06-01	32950524
2024-06-02	17359620
2024-06-04	7795452
2024-06-06	7860960
2024-06-08	20635020
2024-06-09	21683148
2024-06-11	30068172
2024-06-12	104352490
2024-06-15	31771380
2024-06-16	17359620
2024-06-18	11201868
2024-06-24	34858128
2024-07-07	12249996
2024-07-11	1085154476
2024-07-12	39239292
2024-07-13	54584590
2024-07-15	7860960
2024-07-23	654041480
2024-07-24	280636272
