week_start	sub-F120/sub-F120_ses-F120_image.nwb	sub-F134/sub-F134_ses-F134_image.nwb	sub-F136/sub-F136_ses-F136_image.nwb	sub-FB2311/sub-FB2311_ses-FB2311-baseline_image.nwb	sub-FB2311/sub-FB2311_ses-FB2311-whisker_image.nwb	sub-FB2312/sub-FB2312_ses-FB2312-baseline-awake_image.nwb	sub-FB2312/sub-FB2312_ses-FB2312-baseline-iso_image.nwb	sub-FB2314/sub-FB2314_ses-FB2314-baseline-awake_image.nwb	sub-FB2314/sub-FB2314_ses-FB2314-baseline-iso_image.nwb	sub-FB2315/sub-FB2315_ses-FB2315-baseline-awake_image.nwb	sub-FB2315/sub-FB2315_ses-FB2315-baseline-iso_image.nwb	sub-FB2316/sub-FB2316_ses-FB2316-baseline_image.nwb	sub-FB2316/sub-FB2316_ses-FB2316-whisker_image.nwb	sub-FB2317/sub-FB2317_ses-FB2317-baseline_image.nwb	sub-FB2317/sub-FB2317_ses-FB2317-whisker_image.nwb	sub-FB2318/sub-FB2318_ses-FB2318-baseline_image.nwb	sub-FB2318/sub-FB2318_ses-FB2318-whisker_image.nwb	sub-FB2319/sub-FB2319_ses-FB2319-baseline_image.nwb	sub-FB2319/sub-FB2319_ses-FB2319-whisker_image.nwb	sub-FB2320/sub-FB2320_ses-FB2320-baseline_image.nwb	sub-FB2320/sub-FB2320_ses-FB2320-whisker_image.nwb	sub-FB2328/sub-FB2328_ses-FB2328_image.nwb	sub-FB2352/sub-FB2352_ses-FB2352_image.nwb	sub-FB2353/sub-FB2353_ses-FB2353_image.nwb	sub-FB2354/sub-FB2354_ses-FB2354_image.nwb	sub-FB2355/sub-FB2355_ses-FB2355_image.nwb	sub-FB2356/sub-FB2356_ses-FB2356_image.nwb	sub-FB2357/sub-FB2357_ses-FB2357_image.nwb	sub-FB2358/sub-FB2358_ses-FB2358_image.nwb	sub-FB2359/sub-FB2359_ses-FB2359-Hypercapnia_image.nwb	sub-FB2359/sub-FB2359_ses-FB2359-Hyperoxia_image.nwb	sub-FB2360/sub-FB2360_ses-FB2360-Hypercapnia_image.nwb	sub-FB2360/sub-FB2360_ses-FB2360-Hyperoxia_image.nwb	sub-FB2361/sub-FB2361_ses-FB2361_image.nwb	sub-FB2362/sub-FB2362_ses-FB2362_image.nwb	sub-FB2364/sub-FB2364_ses-FB2364_image.nwb	sub-FB237/sub-FB237_ses-FB237_image.nwb	sub-FB238/sub-FB238_ses-FB238_image.nwb	sub-FB239/sub-FB239_ses-FB239_image.nwb	sub-FB2411/sub-FB2411_ses-FB2411_image.nwb	sub-ID01-Geriatric/sub-ID01-Geriatric_ses-ID01-20201204_image.nwb	sub-ID02-Geriatric/sub-ID02-Geriatric_ses-ID02-20201204_image.nwb	sub-ID03-Geriatric/sub-ID03-Geriatric_ses-ID03-20201204_image.nwb	sub-ID13/sub-ID13_ses-ID13-20200917_image.nwb	sub-ID14/sub-ID14_ses-ID14-20200929_image.nwb	sub-ID18/sub-ID18_ses-ID18-20201008_image.nwb	sub-ID20/sub-ID20_ses-ID20-20201013_image.nwb	sub-ID23/sub-ID23_ses-ID23-20201013_image.nwb	sub-ID25/sub-ID25_ses-ID25-20201020_image.nwb	sub-ID26/sub-ID26_ses-ID26-20201020_image.nwb	sub-ID400/sub-ID400_ses-M400-01-baseline-awake_image.nwb	sub-ID400/sub-ID400_ses-M400-03-baseline-iso_image.nwb	sub-ID401/sub-ID401_ses-M401-01-baseline-awake_image.nwb	sub-ID401/sub-ID401_ses-M401-03-baseline-iso_image.nwb	sub-ID402/sub-ID402_ses-M402-01-baseline-awake_image.nwb	sub-ID402/sub-ID402_ses-M402-03-baseline-iso_image.nwb	sub-ID403/sub-ID403_ses-M403-01-baseline-awake_image.nwb	sub-ID403/sub-ID403_ses-M403-03-baseline-iso_image.nwb	sub-M189/sub-M189_ses-M189_image.nwb	sub-M441/sub-M441_ses-M441_image.nwb	sub-M442/sub-M442_ses-M442_image.nwb	sub-M443/sub-M443_ses-M443_image.nwb	sub-M444/sub-M444_ses-M444_image.nwb	sub-leica191115-A1/sub-leica191115-A1_ses-leica191115-A1-KX_image.nwb	sub-leica191115-A1/sub-leica191115-A1_ses-leica191115-A1-awake_image.nwb	sub-leica191118-A2/sub-leica191118-A2_ses-leica191118-A2-KX_image.nwb	sub-leica191118-A2/sub-leica191118-A2_ses-leica191118-A2-awake_image.nwb	sub-nm190819/sub-nm190819_ses-nm190819_image.nwb	sub-nm190823/sub-nm190823_ses-nm190823_image.nwb	sub-nm190906/sub-nm190906_ses-nm190906_image.nwb	sub-nm190910/sub-nm190910_ses-nm190910-01001_image.nwb	sub-nm190910/sub-nm190910_ses-nm190910-01002_image.nwb	sub-nm190911-A1/sub-nm190911-A1_ses-nm190911_image.nwb	sub-nm190912-A1/sub-nm190912-A1_ses-nm190912_image.nwb	sub-nm200109-A3/sub-nm200109-A3_ses-nm200109-A3-KX_image.nwb	sub-nm200109-A3/sub-nm200109-A3_ses-nm200109-A3-awake_image.nwb	sub-nm200113-A1/sub-nm200113-A1_ses-nm200113-A1-KX_image.nwb	sub-nm200113-A1/sub-nm200113-A1_ses-nm200113-A1-awake_image.nwb	sub-nm200330-A2/sub-nm200330-A2_ses-nm200330-A2-KX_image.nwb	sub-nm200330-A2/sub-nm200330-A2_ses-nm200330-A2-awake_image.nwb	sub-nm200416-A1/sub-nm200416-A1_ses-nm200416-A1-KX_image.nwb	sub-nm200416-A1/sub-nm200416-A1_ses-nm200416-A1-awake_image.nwb	sub-nm200417-A2/sub-nm200417-A2_ses-nm200417-A2-KX_image.nwb	sub-nm200417-A2/sub-nm200417-A2_ses-nm200417-A2-awake_image.nwb	sub-nm200420-A1/sub-nm200420-A1_ses-nm200420-A1_image.nwb	sub-nm200423-A2/sub-nm200423-A2_ses-nm200423-A2-KX_image.nwb	sub-nm200423-A2/sub-nm200423-A2_ses-nm200423-A2-awake_image.nwb
2024-10-07	0	0	0	0	0	0	0	0	0	0	11660424	0	100386928	0	0	0	0	0	0	0	0	117681040	0	0	0	0	0	0	96783988	0	101042008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99928372	101238532	0	0	0	0	0	90626236	0	0	0	0	100714468	0	0	0	0	0	0	0	0	95932384	0	0	0	96652972	97766608	0	0	0	0	0	0	0	0	99928372	100452436	0	0	0	0	0
2024-10-14	0	0	0	0	0	100124896	95604844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90036664	0	9629676	0	0	0	0	0	0	0	0	0	0	0	93705112	0	191209688	0	0	0	0	0	0	0	0	0	99535324	0	90691744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101107516	0	0	0	100976500	101107516	0	0	0	0	0	0	0
2024-10-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8122992	0	0	0	0	0	0	0	0	0	0
2024-10-28	0	0	0	0	4520052	8319516	0	5371656	7860960	0	0	6550800	7860960	0	7009356	4716576	9891708	8254008	0	0	0	0	9302136	0	0	5830212	9564168	8974596	7860960	4978608	7926468	8254008	4389036	5437164	7860960	0	0	0	10153740	6616308	0	8254008	0	7336896	0	0	0	7402404	5633688	7271388	7926468	7009356	0	0	8647056	7926468	0	0	10022724	6943848	9629676	0	10153740	8254008	9957216	0	8385024	0	0	0	0	0	8254008	7860960	10088232	6616308	7860960	8188500	8122992	8385024	7860960	7271388	0	7926468	2161764	10022724	10153740
2024-11-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14608284	0	0	0	0	15656412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14280744	0	0	0	0	0	0
2024-11-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10022724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28364964	0	0	0	0	0	0	0	0	0	0	0	0	0	54895704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10088232	0
2024-11-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34588224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28102932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8681142	0	0
2024-12-02	0	0	0	0	0	0	0	0	400722242	377487360	0	515845814	0	0	391896288	416961341	0	0	0	0	0	0	0	777796721	0	0	0	0	0	469685625	0	465556473	394264576	0	0	727058563	0	0	0	0	0	0	0	0	0	0	0	0	257643708	0	0	0	0	0	0	72418837	0	0	0	0	263307567	0	0	234881024	0	0	0	79306331	0	0	0	0	0	162796830	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9826200	0	0	0	0	0	0	0	0	0	0
2025-01-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20700528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19586892	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-03	309481165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-17	0	533401332	0	0	600803855	618721123	614948657	0	0	625856355	628614233	733949622	0	628788702	221830596	675094121	0	0	597785392	641991598	586983573	0	853241292	0	1018064139	1000263508	0	874153573	911772591	0	896921818	624940025	0	2302459039	2248665238	1020659843	0	0	0	0	423476212	449079304	414272099	0	0	446376155	452391655	438015318	0	0	171377994	176956870	186840332	176547162	174761729	72418837	219135441	181979168	547181904	443855544	431079727	432810913	0	377974611	381148670	380737947	387225838	0	0	284263565	292577457	397859985	350921118	0	820193610	1211246668	644463720	1092933001	1318232590	849982824	1551062819	1645835290	1746474332	0	2893714	0	698502462
2025-03-10	539333583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4585560	0	4716576	0	0	0	0	0	0	0	0	0	339262
2025-03-17	539333583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-21	539333583	0	543871714	0	600803855	0	0	0	0	0	0	0	591857662	628788702	0	660230973	0	616017291	579911064	623259894	586983573	0	853241292	987511921	1018064139	0	916673976	874153573	911772591	0	896921818	624940025	0	0	0	0	0	523680597	339743430	96632796	0	0	414272099	0	443432051	892752310	452391655	0	433804476	0	0	0	186840332	176547162	174761729	72418837	219135441	181979168	547181904	443855544	431079727	0	423076428	377974611	381148670	380737947	387225838	121249371	587818	284263565	0	0	331199626	187962654	2361807508	0	1462901852	1071857345	1318232590	0	1551062819	1645835290	1746474332	1802104301	2893714	0	698502462
2025-05-26	51292764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-16	2338067807	1066802664	543871714	611178155	1201607710	1856163369	1844845971	1237648704	1187320452	1251712710	1257228466	733949622	1183715324	628788702	1169668544	1320461946	1248311478	616017291	579911064	1246519788	586983573	6859873434	1706482584	987511921	1018064139	2000527016	1833347952	1748307146	1823545182	1241361138	1793843636	1249880050	1212552282	4604918078	4497330476	3061979529	1070131804	1047361194	339743430	144949194	1336307291	1347237912	828544198	721174860	886864102	446376155	904783310	1314045954	867608952	1734292023	171377994	530870610	560520996	529641486	174761729	72418837	219135441	181979168	1094363808	443855544	431079727	865621826	423076428	377974611	762297340	380737947	387225838	242498742	1175636	568527130	292577457	381886785	662399252	187962654	2361807508	2379162880	0	1071857345	2636465180	1379640510	1776725574	2581172208	4070229844	3633297738	2893714	1676509963	1415019624
2025-06-23	0	533401332	543871714	611178155	0	0	614948657	0	593660226	625856355	628614233	733949622	591857662	628788702	584834272	660230973	624155739	616017291	0	623259894	586983573	2286624478	853241292	987511921	1018064139	1000263508	916673976	0	911772591	620680569	896921818	624940025	606276141	2302459039	2248665238	1020659843	535065902	523680597	0	48316398	423476212	449079304	414272099	240391620	0	0	452391655	438015318	0	578097341	0	176956870	0	176547162	0	72418837	219135441	181979168	0	443855544	431079727	432810913	423076428	377974611	381148670	380737947	387225838	0	0	0	292577457	381886785	331199626	187962654	1180903754	0	1462901852	0	0	1379640510	0	1645835290	0	0	2893714	0	0
2025-06-30	291909242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252218330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467653625	0	0	0	706087043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325545811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-28	0	0	386585314	471859200	0	0	0	0	209715200	0	0	419376822	0	366644702	427547872	345658173	571726939	0	0	0	0	0	0	0	0	0	0	454723173	0	0	0	0	0	1201454239	0	262144000	0	0	0	0	0	0	0	83105220	0	0	0	385586518	0	0	0	19670470	0	0	0	0	219135441	0	0	338997944	0	0	0	0	0	223451547	0	0	0	0	135291057	0	157286400	187962654	786432000	875008640	0	0	0	0	0	1069118490	1117328732	0	0	0	698502462
2025-08-04	486904783	0	0	0	0	0	0	0	0	0	0	0	157286400	0	0	0	0	576716800	475053464	570831094	0	0	0	725367921	629145600	0	759387576	0	0	410965369	0	0	0	0	0	0	0	0	209715200	0	0	291792904	0	0	209715200	446376155	0	0	0	473239741	0	0	0	0	0	72418837	0	24692768	0	0	0	209715200	0	0	0	0	0	16391771	0	0	0	329457985	0	0	0	0	0	0	786432000	629145600	0	0	0	0	2893714	681574400	0
2025-08-11	0	0	0	0	0	0	562519857	0	0	416141155	471859200	0	0	0	0	0	0	0	0	0	0	0	381382092	0	0	738119508	0	0	0	0	576716800	0	186845741	0	0	0	0	471251797	0	48316398	423476212	0	157286400	0	0	0	314572800	0	486233276	0	0	0	0	71689562	0	0	0	0	0	0	0	0	209715200	0	0	0	104857600	0	0	284263565	0	0	0	0	0	0	734003200	0	0	0	0	0	0	0	0	0	0
2025-08-18	0	0	0	0	338659855	157286400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482125973	0	0	0	0	0	0	0	0	0	0	0	0	0	1153433600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134411532	0	69904129	0	0	0	314572800	0	419430400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1572864000	0	0	0
2025-08-25	0	0	0	0	0	0	0	0	0	0	0	0	0	629145600	0	0	0	511159691	314572800	0	0	0	0	0	336489739	0	0	0	0	0	320205018	0	0	0	0	0	0	0	0	0	318618612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118238113	0	0	0	0	0	0	0	0	0	0	331199626	0	604186954	0	0	0	0	1048576000	0	0	0	0	0	0	0
2025-09-01	157286400	480972532	0	0	0	0	0	0	0	0	367001600	0	0	0	0	0	0	0	0	0	0	838860800	695954892	0	0	0	0	0	0	0	0	0	0	0	0	0	367001600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262144000	0	0	284263565	0	0	0	0	0	0	0	757284545	0	0	1153433600	806974490	0	0	0	0	0
2025-09-08	0	0	0	0	0	0	0	618824352	0	0	0	0	0	0	0	0	0	0	0	314572800	0	0	0	0	0	0	0	0	524288000	0	0	0	0	0	0	0	0	0	0	0	0	291792904	0	0	0	0	0	0	0	0	171377994	0	0	0	0	0	0	0	0	0	0	0	0	0	328719870	0	0	0	587818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-22	6167787	4258020	4127004	4127004	6941702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112702432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	547542153	10956820	12261344	30391317	12442228	10342654	12677078	2090304	6251046	8198114	6286653	2404022	10680718	9008316	15738428	6802409	8393123	13126990	10341736	6601206	3944746	8083160	556492	7066713	4512278	4586832	10291184	4025546	4212755	10299285	8288948	6233337	8219994	2247839	12337992	4378886	9651790	5924408	8726598	4913400	8581184	8128812	8974596	2004420	10239659	11313738	13762387	12508276	9171120	10766907	4192512	857880	9213512	8748240	8759553	658474	12283382	4127004	13048712	10387668	2023727	4127004	6134632	4127004	8695348	5024654	358638	4127004	1149054	8057484	655714	9139302	5573416	1053816	4395650	9074488	4127004	4601765	4471594	4956824	8683646	8993388	4476536	5600194	5593992	9600416	9637268
2025-10-13	14683827	12480488	14166750	14386689	8315224	14650962	5946771	14786952	19473726	6228067	16770048	6596534	14611198	13331844	14919840	15559635	10112529	13192498	10603768	13071396	8071750	16599200	9432500	12692250	13028318	6420420	10291184	6038319	6440027	8086542	16477448	14552853	10333257	12815194	10263246	15056690	8996710	15011610	10626330	8385024	12380648	16382820	18410109	17765520	12794471	8281224	12457934	10446650	8094356	8182394	9059504	13369908	13490808	9570012	13195578	12648135	12348890	9196188	15275984	6126548	6071181	10464645	18665928	13265056	441340	5640810	7006044	8949458	3473744	7035349	4782718	5570052	2071356	9373332	9452994	9894968	8694512	13265026	5160774	13560234	9113284	8623698	5241108	10447786	9758170	4570930	6034328
2025-10-20	2040783	4061496	1970914	6193067	6352130	2088646	1982257	2090304	1993026	2035555	6221145	9131572	6160666	6665922	6370784	4520052	0	9131002	6149224	7190778	0	6105082	4683496	6346125	6776191	2293416	4192512	6270793	2050991	0	2048218	0	6140745	6767891	2009238	6316447	5000722	4258020	2437830	393198	4716576	4127004	4127004	0	1985651	2077110	6622015	6123122	6110680	4389036	5044116	4555944	369932	4555728	4501533	4718273	10301449	0	4192512	1999544	4127004	0	2007628	4127004	0	439094	4127004	0	1149054	0	4782718	4881282	690452	4719420	334154	410240	4127004	343745	4782084	4541914	4127004	4496694	4476536	376301	3432228	4570930	5342698
2025-10-27	6757359	4127004	6097918	2000555	6941702	6805222	4585560	4454544	1993026	2035555	4127004	0	6553714	6862446	2178272	4716576	6689915	4258020	6214732	6601206	0	2030748	5142052	0	4585560	4651068	6164180	0	6177995	6499821	6502762	2040825	4651068	0	2009238	6316447	742702	4127004	4127004	393198	1997812	0	4127004	4127004	3971302	2077110	7015063	4127004	6110680	1994941	369994	4127004	4562444	4555728	4763565	329237	6436477	4696356	4258020	6323072	4127004	4127004	4978608	442022	8826364	439094	4485642	5281010	561236	5135617	655714	0	4782084	5112468	5181746	4127004	4633016	4536257	0	3886834	0	4127004	3231884	4127004	538514	443926	5080666
2025-11-03	56895786	69297764	48962846	47715434	58940032	51100868	69133077	58641600	70829976	62673718	70657752	68015862	56952678	63989286	66312176	72751089	59643960	50857565	61287188	68566872	55549473	51408306	54008412	53184645	54041871	50643408	46549248	66703918	50844893	45120228	53022186	61078641	58559112	62589853	54396084	69725420	37364176	41497398	63734574	47298276	47982972	50083032	66167802	51396828	51451777	107915886	50671926	70595112	65121224	61933932	45428536	40842864	39339512	51185124	49113864	42795391	56552625	43320180	66160672	76825180	71871616	55876260	58136428	46034334	51186112	45391826	36605724	40288166	10929304	44779377	42391918	56903994	63050112	43263720	32014202	50513188	42989252	37288881	47413434	45222538	37988738	42786384	24501396	43084557	33051816	44610294	46410032
2025-11-10	42791496	40602832	37308096	49146366	46559020	50889124	51249393	51846624	41436756	55659555	34966467	65572292	50136932	50591934	42810264	26816588	66645217	57093520	45787376	56069946	41079338	37285572	34159488	51898938	53787613	57784416	33893348	49368665	51172433	48708639	37444380	36624003	35189763	55457095	28869474	52741319	27994864	28684372	38354910	25156422	37731516	35754984	48153102	32858064	43816302	67693974	56781291	52618794	47098288	44288685	40846630	24161664	45454872	49636920	33485922	32243512	52425621	32108616	43443220	31290920	50974564	40662801	39404992	43118914	36122628	41218776	53113740	35606634	8604614	37233486	38325984	29027532	44768144	36305652	43451646	36411776	32627636	38205993	48301830	24915058	33337670	33198858	32143840	23531159	29972374	29281422	34822708
2025-11-17	22715943	16804016	47778028	25326525	31042208	27016754	26877857	31872636	29327712	15137155	35822301	24859678	33361056	22405668	21257608	35442798	18841291	31520010	32842376	33595602	20153754	26660438	23876036	24049887	27788711	28040604	30702740	31186999	31565298	22905879	19049730	24802332	29345064	28271275	36271878	21335308	23845746	21132542	23821506	26924238	27807236	27161796	26729625	39304176	24884490	27633300	33508830	33860132	36187088	23338337	18685526	18842964	27463288	14750988	24061338	20057327	31297395	27301464	35504132	26898784	24930464	23091054	18581152	27479664	22893368	18526424	18435534	31358520	5771852	11331833	32822678	32039028	25367304	23796468	26878122	23144776	25177776	22484761	22913442	21879750	23503798	20471514	27754336	26742531	16084112	27534978	24777208
2025-11-24	23481969	38128084	22301090	22247649	29199400	27082262	20572072	31098444	15160134	36189258	21019608	36035586	26932530	29071590	29168092	29785294	22706263	36564126	12477916	27291732	28189839	34010172	22992004	26317914	26122144	19523292	29897360	24588666	42636150	31319961	28893400	27291636	31620837	25630388	24610476	26172750	23933368	20626888	18885000	18604872	14902524	36398424	18672141	29268600	24843668	23159610	35807317	23282466	27241128	33390762	27814192	16038672	35389756	24452016	11314365	23006884	24059393	15379008	28795872	32794504	24733940	36208257	30935192	31361170	28016852	20406694	26624034	25840616	5184034	32359901	15068742	28729938	20555084	24975612	17182938	26320284	32008660	28167752	14497010	27666316	19180270	15146574	27623320	26430258	13728912	19135324	30410896
2025-12-01	38251374	32952952	30948146	21456431	30382836	26026524	30383815	28877124	37675014	20457724	35953317	38354326	27462422	22078128	36800036	26358032	27357331	20698495	38336520	30990384	35358743	23031822	33276108	30101076	34048612	28433016	29045756	23397939	16588988	28081011	24801336	25981476	29214048	28336783	27995382	27782771	26640476	19204122	37737270	19587492	27741728	32902476	40860665	27683556	22309267	36681474	27405172	19024446	33089776	29132742	14951570	14918760	14558212	10921692	27093225	17955980	26745221	22040604	25114804	33483888	27557805	21485592	18600420	16097806	14456696	18722948	14405136	24832858	5745270	24917982	23716432	16283418	25004392	22030596	14575846	10567240	23004660	19209361	22864984	19608832	28359062	35959326	22972252	26136212	13728912	1690047847	21632824
2025-12-08	17248674	20931020	16781396	26898717	23314410	13151888	27074381	24934740	10509066	24912268	29142600	20182650	24773680	31904328	25286612	22034504	16982770	25573510	16604920	20065650	26762929	16624876	14705568	21585036	23341941	23519280	16533728	14554359	16417486	20365596	23111226	22827015	27265815	24496185	18670758	619779805	12426074	23265618	24832194	13888296	20699800	25488432	8146402	18525288	26960335	19136406	23010429	31467214	21326972	13029986	9429498	13631940	13818348	13071768	18333672	9767480	27465809	18498324	20660260	22509748	16952530	28085265	24781292	281597743	10019368	13698294	13294812	19748372	2832762	15236320	19589428	19590636	14416996	18812172	18375310	13201492	18026052	13576361	14938516	14171668	9702856	13686606	13866172	14279264	9294428	10095220	20315072
2025-12-15	580794849	573167116	1145555528	664129107	1246664338	1271402848	659496657	29311872	1024209284	661773967	1313548426	1958027922	1214977210	670126182	992189324	50923532	1295583241	658018581	1201246052	677016858	54996877	38779418	875348612	1618639985	2097150638	1041538000	1867116712	1790142391	1878914906	1759660388	48515232	1077625900	1652062911	2331823383	4528142702	1053159190	594789586	554293389	728374524	95548716	29019316	956347172	872111740	529166700	45257478	476321381	492969642	481335728	896870628	613852497	200652762	385655504	424815456	395096640	214170458	176545243	267204148	393073804	588346168	919095620	791269477	482120770	52290800	790290692	419646802	420272977	427275700	230659279	8657778	600205958	621514390	792831048	683765332	535317262	3571377942	1232526824	2254161324	1104168306	2681636984	1413901350	28162538	28290324	3538150120	5224864425	29627296	5051889735	723410686
2025-12-22	0	0	0	0	0	0	0	0	0	461373440	0	0	0	0	0	371872573	0	0	0	0	0	0	0	0	0	0	644044216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281760956	0	0	0	0	0	0	40961557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-29	0	0	419430400	0	0	0	0	0	0	0	0	0	366413822	0	0	0	398711899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324451157	167772160	0	0	0	0	0	0	0	293601280	0	0	0	0	0	0	0	0	0	125829120	0	374166864	0	0	0	0	0	0	254908827	0	0	0	0	0	246415360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-01-05	46767414	44695868	45049388	455274162	29858772	46318784	42289254	31402176	37833816	38285514	44198865	45107836	41877096	56029098	23567420	45672469	45838686	42669065	22688636	26928888	437463608	31140658	32555520	38993862	38953938	37342740	39546320	580609473	46279576	39275487	23504274	46440126	37827090	44185912	1595701280	40556831	21553800	35132844	42547422	69454910	42251568	32771460	51756042	37390968	379621246	309235416	33847784	43778966	28868628	41323336	27768084	24620220	32676972	170742790	37340943	19467755	44793307	23330544	40155200	34628728	36787412	35667558	39713264	29379396	19990444	28883810	35557596	40448900	6386252	26280128	226218060	19527000	29327920	23004684	27749568	15038976	22724576	20224391	10731646	28430628	23802420	31785606	23168776	33308598	23832160	28378940	40019206
