week_start	sub-1223010848/sub-1223010848_ses-1223227726_icephys.nwb	sub-1223010848/sub-1223010848_ses-1223243222_icephys.nwb	sub-1223010848/sub-1223010848_ses-1223503435_icephys.nwb	sub-1223010848/sub-1223010848_ses-1223715204_icephys.nwb	sub-1244263408/sub-1244263408_ses-1244522502_icephys.nwb	sub-1244263408/sub-1244263408_ses-1244530162_icephys.nwb	sub-1244263408/sub-1244263408_ses-1245564419_icephys.nwb	sub-1256313642/sub-1256313642_ses-1256435784_icephys.nwb	sub-1257702203/sub-1257702203_ses-1258178783_icephys.nwb	sub-1257702203/sub-1257702203_ses-1258197823_icephys.nwb	sub-1257702203/sub-1257702203_ses-1261468649_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272063246_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272076961_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272088184_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272218695_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272223005_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272239622_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272251612_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272296479_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272306985_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272623892_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272631065_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272635325_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272651643_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273682633_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273689643_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273690526_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273692480_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273703194_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273706770_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273865083_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273868817_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273885710_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273910646_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273912955_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273915506_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273917690_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273921218_icephys.nwb	sub-1273579455/sub-1273579455_ses-1274063537_icephys.nwb	sub-1273579455/sub-1273579455_ses-1274073139_icephys.nwb	sub-1273579455/sub-1273579455_ses-1274110389_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276511668_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276518238_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276524670_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276530665_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276542899_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276544893_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276554170_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276554927_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276562308_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276727897_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276732629_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276742740_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276747025_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276753589_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276753623_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276758066_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276787566_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276787598_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276792938_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276917495_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276923441_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276930214_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276935631_icephys.nwb	sub-1278167980/sub-1278167980_ses-1278392585_icephys.nwb	sub-1278167980/sub-1278167980_ses-1278397808_icephys.nwb	sub-1278167980/sub-1278167980_ses-1278403621_icephys.nwb	sub-1278167980/sub-1278167980_ses-1278407778_icephys.nwb	sub-1278167980/sub-1278167980_ses-1278417121_icephys.nwb	sub-1278167980/sub-1278167980_ses-1278445471_icephys.nwb	sub-1278167980/sub-1278167980_ses-1278453111_icephys.nwb	sub-1278167980/sub-1278167980_ses-1278454238_icephys.nwb	sub-1278167980/sub-1278167980_ses-1278458239_icephys.nwb	sub-1278167980/sub-1278167980_ses-1279230832_icephys.nwb	sub-1278167980/sub-1278167980_ses-1279871851_icephys.nwb	sub-1278167980/sub-1278167980_ses-1279934483_icephys.nwb	sub-1285385365/sub-1285385365_ses-1285458210_icephys.nwb	sub-1285385365/sub-1285385365_ses-1285482175_icephys.nwb	sub-1285385365/sub-1285385365_ses-1285488120_icephys.nwb	sub-1285385365/sub-1285385365_ses-1285489300_icephys.nwb	sub-1285385365/sub-1285385365_ses-1285490537_icephys.nwb
2025-12-08	249520920	188521752	106382250	119061426	191589264	130046412	400358214	360524964	241748454	601956498	432355296	104262570	117766230	230064012	164557476	167895450	197326896	233410530	100231896	178545072	123099120	100890474	119230350	208912452	249508560	172402074	182857904	180540050	173214773	233480864	196227170	255897287	98720061	218463866	97056368	259135568	113501544	211779646	146369474	210767265	248608700	212994742	437049600	354706085	244737591	328577952	314809063	297617198	221011925	328910241	129532873	293649872	567860829	345918583	256710196	143743912	150040388	193245782	450807873	232616376	164521652	225340408	492863206	242791673	145957435	186183242	311835800	200151274	452600895	233283462	250324245	314558016	342260995	150540510	359315510	156367955	341614309	263031406	221691754	328287719	174497189
2025-12-15	482819058	390583784	236938549	247440491	382290832	272956572	771500163	791832744	513666917	1152707943	840653294	244971549	247978937	442477744	345067812	342139383	399975532	467585539	211467928	380798484	253230058	220706399	248465489	426687036	477487896	319419790	430397590	421720828	384756750	503943220	436303568	543030362	224513002	463026854	218910088	617100500	260613016	455147790	348387137	512736183	520368076	468899962	927580904	761167238	523256806	721420324	671535918	629825458	448018182	708345350	286883342	630419408	1187396066	741296654	542712268	314644204	324390544	414623010	1084692363	497868336	389317212	541994368	1042723520	530178690	340686874	407675142	665817620	430088184	993836010	512451676	541915978	674980856	709377274	337728330	623134310	359903318	737368202	576092310	481194224	678364898	378959286
2025-12-22	0	0	0	0	0	29166408	0	0	70428871	116419689	0	0	0	0	0	35862345	0	52069433	0	0	0	0	0	0	0	0	0	56798698	0	0	0	0	0	0	0	0	33046184	0	0	0	0	0	0	0	0	91342856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61986029	0	0	0	0	0	0	0	0	0	0
2025-12-29	0	0	0	0	0	0	0	0	0	0	0	0	0	41042804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-01-05	460381806	358419232	209086161	225146319	361375416	216722184	748028535	677885808	472906241	1120706811	811897546	210570049	229392493	384138772	275790980	320033459	327982884	442222455	166419916	344992700	234297134	195340927	226032025	401347380	468529852	324152747	349006616	418730402	390888111	527785814	392323324	512646178	222833411	485750149	213659588	579511836	258477080	423952340	293263012	474163499	555009800	485995277	978947836	799778383	548671001	747778172	707957553	664408583	484277547	657296418	291629383	663213616	1269982099	777418009	573322676	288208412	333518072	433323825	902401842	523265532	328322716	505281436	1108022074	550727055	338843297	417706395	701969392	447751158	1032931461	533820806	500976030	706876360	838027664	300950004	720792784	360714865	683818190	526259336	445086716	726635869	392973999
2026-01-12	0	0	30887135	0	125655864	116665632	0	228543300	211286613	349259067	273588618	0	0	41042804	42843408	107587035	187138832	156208299	96692048	0	0	0	0	0	0	0	188103816	170396094	0	0	53996922	249030588	80699919	48101829	0	183722100	99138552	194239228	133028156	159459099	0	0	0	0	0	274028568	0	0	0	82797025	0	0	0	0	0	35068686	0	138335019	462050676	0	55488212	164587956	0	193465887	0	0	0	0	0	58148270	247944116	237014940	0	40144995	222778737	0	89588645	286010332	219670568	0	0
2026-01-19	213350190	125790348	163561069	82518668	127180276	87265344	266512428	241245252	160663408	402134100	288280536	69421036	78663672	276679108	109792328	111952136	131900640	157397572	66319036	167692280	111656570	94057405	162501189	140017392	166077008	115677140	138371096	144301024	138781444	187086028	157112752	204770236	77954124	175583392	75561940	207911128	90644016	169056872	117396916	168875844	198690436	170841248	349836204	555125539	195619752	262718244	251401796	238303384	217294521	262630332	103704908	235758400	453607380	277075508	205394360	114916520	120700492	200695197	361248972	186053796	131931760	180219920	394447784	194311948	254341337	149719588	250909816	159505244	490203435	189889068	199800840	251541600	272695160	120759948	228791536	174186955	362984905	210123788	177589232	260835256	140357644
2026-01-26	247686696	187866672	106906314	119257950	233015996	133190796	480730011	360590472	242010486	602284038	433075884	140821473	149746201	230326044	207859440	167436894	196082244	232362402	123684320	179527692	123754200	101676570	145671685	260740416	301404716	210964911	207949692	217434156	206206926	341944438	290321130	307482894	117782790	262261452	139145776	311277120	135179928	305682547	176259144	252396654	356188348	310568469	629963236	426302382	352265153	394634184	456293725	426694771	266000406	394011006	187989983	428044788	682310802	415220214	310318812	208622610	214913836	233152692	541480410	336556656	252599756	270657420	592195740	292450542	221291253	268707395	452304228	287852866	544496742	284604324	300651126	456841444	409141002	220597083	342433962	188296626	413369790	387310591	266711388	464097405	250782131
2026-02-02	165714036	171273148	71161696	107591577	128686960	86479248	266381412	240459156	160728916	401544528	379804282	69421036	79515276	153288664	109464788	111690104	177244172	156414952	67039624	118571492	82786668	67871724	79050180	139886376	166470056	115218584	137847032	144235516	185139741	186692980	157112752	263621467	104592065	172766548	75168892	207714604	90840540	169384412	117003868	168875844	202489900	170382692	349443156	374524129	196602372	261801132	251532812	237320764	177202588	346540993	103508384	236478988	587147233	362066779	264379532	115047536	119717872	159562132	360331860	187036416	131276680	179957888	514254142	260634801	116372900	149064508	249599656	158981180	362277240	190413132	202748700	251083044	272957192	120497916	228136456	124766824	273396260	210123788	233030938	262734988	139899088
2026-02-09	164469384	124480188	71620252	79046744	127638832	87396360	266643444	240655680	161252980	401675544	288542568	69552052	78729180	154336792	110250884	112738232	130787004	155563348	66515560	119226572	82459128	67937232	79312212	140672472	166077008	114760028	138764144	144563056	138846952	187348060	157702324	205032268	78150648	175452376	74448304	207321556	90971556	169908476	116807344	168548304	199214500	170906756	349312140	283437328	196078308	262783752	251729336	237517288	176678524	262695840	103770416	235692892	453607380	277075508	206573504	115702616	122796748	155173096	361117956	186839892	131800744	180481952	394251260	194508472	117027980	149719588	248223988	159046688	362408256	189758052	200652444	252065664	275708528	120628932	228529504	126928588	273330752	209730740	177261692	262538464	139440532
2026-02-16	96561304	75522716	51793232	57379612	78498396	60055540	149445666	134719960	94596946	216892070	144795348	34972550	39299082	76971872	55485736	55943314	65229732	79157342	33257780	59908072	41098548	36097626	39787122	69746664	84610696	57773062	68923516	75360404	69849278	93444752	78490868	102778166	39632142	87267632	37355168	103431500	45780564	84659452	58534688	84634446	99377972	85158592	174819840	141751418	97842630	131064336	125962930	118889660	88273754	131511690	52048978	117879200	226934706	138341230	103024720	57982324	59727920	77390024	180427962	92732112	65638340	90044452	197158384	97155974	58972546	74433992	124799828	79457836	181367898	94715256	100391730	126687912	136576858	60085188	114494030	62678198	136698130	105094648	89253172	131170970	69851282
2026-02-23	196960302	155804860	89975595	99054085	127442308	87068820	312221969	240917712	196954087	401216988	327148942	71124244	78729180	153485188	136843224	140431305	131245560	194941357	66319036	118899032	82328112	84274561	79181196	190600704	166535564	143773437	137912540	144759580	139240000	186627472	157833340	204442696	78347172	218987930	92921088	207387064	90513000	211836878	117003868	210243201	200786692	202848866	351080856	283568344	233883191	310617272	251532812	238630924	221601497	263219904	103442876	236085940	524431165	319724523	206245964	143612896	120438460	155500636	361052448	232251944	131342188	219208472	394775324	194377456	116241884	148736968	249665164	159636260	413234127	189758052	242238433	298944260	323964499	121087488	272956179	124897840	273003212	263293438	177785756	315762515	139899088
2026-03-02	48356742	46465420	30887135	27496705	64980320	50581420	79978749	124642804	70428871	178954538	91196206	53353206	50671370	41042804	42843408	35862345	80116024	52069433	40404716	77756388	48952344	25989157	47743318	85747292	93341624	37711233	81340144	56798698	45899741	107407170	93205464	98229498	26899973	48101829	27014764	108782528	57475904	48559807	62688153	53153033	106859060	87296835	155267328	138648414	59064803	91342856	126714234	114491605	40419473	129375454	58485726	72834996	134194933	127902318	95944668	35068686	33175264	46111673	174187450	56984652	88565276	54862652	191131524	113230386	70799602	75712309	118002148	83187016	126943575	98985052	61986029	79004980	77309655	100082615	74259579	79150146	135585894	71502583	93608816	124922182	78839754
2026-03-09	0	0	0	0	0	0	0	0	0	0	0	0	0	38289412	0	0	0	0	0	0	0	0	0	0	0	0	0	72085004	34826377	0	0	0	19250977	0	0	0	0	0	0	0	0	0	0	47365089	0	0	0	0	0	0	0	38562000	0	0	0	0	29929468	39120814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-03-16	353810130	94588416	66882297	52619619	90226452	81105420	196510659	198637476	136104837	315291747	215686338	48397329	52234053	130328124	79691172	97737159	91392060	126760743	49984932	83900880	58437930	56570235	51983493	99182832	123116580	79158927	119500242	135378834	109981803	135974616	115771062	150105753	55550487	142594626	55770720	165792300	89797176	124303350	111483174	141003135	146413884	135304062	262295268	212561619	140278653	217493556	188322069	173683422	129200739	193468071	75125607	188282700	341122647	200240457	150803124	104365860	101186796	113235438	293700759	139098168	91808448	140143548	296556426	136792119	88622589	109652994	183826080	119514294	286430853	155272746	173122347	185708340	220161405	86917890	184187565	94213821	217821255	154202802	129621738	189583329	104383875
2026-03-23	130591434	59128464	52325645	64428784	68646668	39964224	133256214	120524364	80429966	197136570	143812728	35889662	39430098	76971872	51555256	55812298	62871444	70837826	29654840	52178128	37757640	30398430	37232310	70270728	79435564	57576538	63748384	65010140	69128690	93182720	79538996	155184566	38977062	87464156	37093136	99828560	42112116	81187528	59255276	84568938	100164068	85093084	171544440	138148478	141405450	127723428	122163466	119348216	128889751	132232278	51983470	114538292	345314048	138341230	99356272	57392752	60055460	73656068	176759514	90766872	58628984	90175468	197027368	156833762	58645006	71224100	122048492	80309440	328714084	91505364	99867666	122036844	136249318	60412728	162969950	62678198	137025670	102343312	88598092	131039954	66379358
2026-03-30	96713484	92930840	61774270	27496705	41885288	29166408	79978749	152362200	140857742	116419689	91196206	36100347	31259383	41042804	42843408	35862345	46784708	52069433	24173012	48334692	28542362	25989157	27620479	50714328	51830648	37711233	47025954	56798698	91799482	60758578	53996922	62257647	26899973	48101829	27014764	61240700	66092368	48559807	33257039	53153033	57202828	54896169	158696212	90300705	59064803	91342856	78863491	69763759	40419473	82797025	32760161	72834996	138424337	85253303	58657632	35068686	33175264	46111673	115512669	56984652	55488212	54862652	119544326	64488629	45683775	45405419	77184156	49872406	131172979	58148270	61986029	79004980	77309655	40144995	74259579	48109971	89588645	71502583	109835284	141562038	87959242
2026-04-06	0	0	61774270	13294109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31705872	0	214507749	0	0	0
2026-04-13	59231156	46465420	30887135	0	0	0	0	0	0	1048128	91196206	36100347	0	0	0	0	0	52069433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26899973	0	0	0	0	0	0	0	0	0	0	0	0	0	57843564	0	0	61970568	32760161	0	0	60725916	0	0	0	0	0	0	0	0	0	0	45683775	0	0	0	0	0	0	0	0	0	0	0	59874312	71502583	0	0	0
2026-04-20	157591130	164853364	93237892	132140422	117354076	143617572	263171520	466386840	321959646	434822592	510501812	66211144	75846828	189056032	103831100	128460152	123712140	166634200	59440696	112086200	79249236	65382420	72237348	140541456	160050272	107619656	149703980	166704760	136095616	179814640	153640828	194747512	78543696	187767880	71696968	234965932	119402028	165584948	131743168	199075032	192008620	163897400	342171768	341804956	188544888	278505672	246030140	233914348	170324248	259485948	96564536	229011076	446663532	269804120	191441156	108234704	116573488	200957229	381359928	182057808	124922404	196596920	390320780	191757136	110346164	146116648	249534148	155574764	369548628	223625688	228820884	252065664	351370268	117550056	250212652	118085008	270317384	207175928	288538152	400366546	227268758
2026-04-27	6812918	10022724	65819141	34637838	6175004	0	0	76181100	70428871	4127004	0	36100347	0	0	42843408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51227256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49872406	0	0	0	0	0	0	0	0	239117110	266193561	54917642	70781019	24696516
2026-05-04	48356871	46465420	30887135	27496705	41885288	29166408	221338494	76181100	70428871	116419689	91196206	180501735	31259383	41042804	42843408	35862345	46784708	52069433	24173012	48334692	28542362	25989157	27620479	50714328	51830648	37711233	47025954	56798698	45899741	60758578	53996922	62257647	26899973	48101829	27014764	61240700	33046184	48559807	33257039	53153033	57202828	54896169	105372700	90300705	59064803	91342856	78863491	69763759	40419473	82797025	32760161	72834996	134194933	85253303	58657632	35068686	33175264	46111673	115512669	56984652	55488212	54862652	119544326	64488629	45683775	45405419	77184156	49872406	126943575	58148270	61986029	79004980	77309655	40144995	74259579	48109971	89588645	71502583	54917642	70781019	43979621
2026-05-11	13623362	13668444	16589157	16117251	43028816	10282368	87137073	13557768	53566551	13054044	13164720	9647628	41345227	13236948	15573636	13688784	17386464	46250173	37574432	43163924	13799460	9762483	9451104	5868504	13799460	9713136	13295736	13995984	63310256	9999996	12988536	9647628	13230228	12209775	29443336	13361244	12463272	13206513	11412969	13164720	13779120	46331833	12746844	170064869	12752361	59270904	13557768	124059402	9823812	92575669	10393044	12313116	147687193	137457423	48454852	38311478	8809356	13074384	69198841	16460460	42285604	13209888	13930476	13250568	16722492	9823812	86831784	6286380	9889320	6286380	6417396	9078396	13250568	35845590	51356071	17160708	6579855	10634736	9937878	13406412	9496272
2026-05-18	15478626	19491080	56029727	21751700	14873816	62528632	14806908	148506368	96536259	154088889	52816134	32686231	21046720	68166836	39467612	56909065	11630708	22062444	43582688	70642616	20997764	15200244	28116915	46547920	18246428	18344340	74492458	83954214	12383364	19294556	54183358	18344340	18491908	32045292	23569128	88969236	74573992	11538276	89129149	78916329	13808436	18448924	14397308	19015972	19951008	114174844	66170955	21376532	22029340	65762309	45188029	54945588	83510309	14606768	18831236	18584840	44710480	53649138	203103406	14675892	18211928	84179932	70058486	14675892	18737388	49965878	15199956	46562090	79205699	74915806	88928469	63143232	30397812	14921372	99940815	50027531	19232584	69401882	21155136	14971028	18884956
2026-05-25	87906653	86652682	71823581	68320453	55478135	44494580	132165635	87553779	84343999	185691459	113164691	51863932	84263249	60419310	97801136	81798111	157118100	99483722	35562911	140072083	79660256	78454926	47474338	64868567	98332821	79496756	92301085	108793584	86780883	124879995	63493763	74028893	57774887	99852640	35903887	116904216	42172562	96433491	46200091	63545313	124058962	65988609	164397629	103258817	102691125	102381694	89248512	84127427	97801706	94440429	44119249	84431074	155210990	101003067	70071463	43119997	46825193	57270510	130899429	111833158	67315983	109055059	132120607	120113990	77601721	57997382	127528247	66483903	185379716	69423170	112261934	87996019	136017609	49858414	91128695	58896203	197902620	159318666	71821993	133530384	68176896
2026-06-01	8403805	12612740	8253016	24071881	11401892	26944612	28694604	13513300	8944292	33083640	8469184	44225439	43733986	29025820	7270200	42598852	96930140	9484908	28923108	23880116	77969486	41665476	8190600	62152640	8551244	7928568	8469184	8878784	8845932	9140816	8321616	41362159	8403676	7414284	9681432	8534692	7533920	7738812	8164264	46757665	9157368	8098660	7781000	8403676	7569996	8878784	8403676	76859547	8338168	7797552	8485736	8272660	11089504	7269872	8939528	7645004	18387268	7453460	7666536	7928568	7599632	9009800	8420228	7863060	7797552	15544048	8059584	8469184	8141644	18688432	8469184	40338476	21161184	25664684	35939539	54259276	51284905	11843196	43473798	9009800	44246429
2026-06-08	75800130	71568364	25823659	28053083	33023444	94998592	81471130	15541660	17896160	13973256	14559040	17903736	14886580	90961576	12952128	14428024	61848676	16123656	48870356	15341348	16061936	14350431	44256530	76116504	15865412	13907748	14428024	15275840	15644151	85500446	74793104	14497320	14886580	13466307	43974976	18620536	12922328	68935325	13812529	14886580	17302800	13845115	13387472	89315042	13444017	15275840	14428024	12548645	14821072	16397052	15799904	14624548	130647002	13524749	15218372	13984706	13109088	69049787	14169780	14562828	13037324	129457848	16782524	14169780	63879058	51046996	20917104	73559604	14559040	25302352	34866520	83136208	103436026	60938773	14104272	14755564	37931419	90703349	44194614	16258460	14559040
2026-06-15	8207152	8813276	7925476	40397310	47298324	8469184	8190600	84715792	9140816	7863060	12006616	34228534	8141644	8194276	7401216	8534692	8420816	77893750	36647520	8747768	8747768	63575618	7863060	7649984	74073872	46977994	8469184	8813276	8583900	10713008	11662524	60976238	8207152	9510540	36943180	75068100	8516540	7738812	10915600	10958488	82975032	16090636	9942764	11941108	7438980	12023168	8076136	7488836	63101306	7732044	9009800	11679076	8141644	7335380	9660116	7841528	7509624	12104528	7928568	8059584	7272092	66166312	8616752	8518140	50038918	8469184	47757432	8469184	8862232	9844852	57469168	7453460	9828300	35883932	7601028	29824792	74218726	84326633	83278658	85903582	53931736
2026-06-22	54512106	53059000	43414796	33329200	50387576	8775684	5979180	9299748	8886360	94781038	78567376	5782656	6286380	7537752	5419896	7727556	52182480	10176180	5999016	6462564	6397056	31578665	5979180	68597536	6397056	6175704	54551324	7576200	6798219	76294122	5979180	6241212	6089856	10375551	6900780	9365256	12987336	5607585	8072061	15916056	6900780	5811963	5606472	6220872	5743005	13733952	74011338	5321841	6351888	73846038	46774534	6024348	123225946	5534289	64264816	43436996	42910524	5802996	97398114	70889908	5765232	9737964	6397056	86446754	6110196	50452613	5979180	26200812	7334508	61187388	7137984	76599860	7158324	6654600	91183310	8382636	82201017	6966288	55368750	73923194	49856766
2026-06-29	51197528	4439392	30826184	35089640	42088688	33466508	71789698	80481200	76964519	120318465	5479244	3767760	4300100	4195400	7565580	39965921	4210408	58744373	4108524	4504900	4308376	4324722	3833268	3693976	4439392	7567224	51457070	109790446	51472948	4308376	65701244	57601526	4234592	57780977	4709700	65344276	47425440	3869406	79403194	123129827	4644192	4769918	78537324	79056102	58544156	100498824	5741276	66538230	59063238	5143428	6208108	61504068	123794478	3536674	56494508	3789748	41196888	3628468	120590589	5143428	54646400	115934492	92064980	4029792	41161534	4038068	3898776	4234592	80858366	4038068	66089605	3693976	5143428	3759484	79206483	3452284	72168608	4644192	54960312	4373884	48017689
2026-07-06	177749074	102423220	80103300	78923558	9763492	40003164	7449533	84707780	10796867	10281533	75667658	7529347	37976325	14683356	55791520	122562073	7695740	63565326	30981048	8256108	8032346	8644956	39558194	9981156	73139904	7239801	10855614	12808366	8485288	7963946	9049498	10915555	38729671	11545076	36395792	13653604	45870000	63790084	10096400	15293237	9114108	53834559	7297616	8653401	6787688	78881716	8029907	6706528	7658349	7204085	8182761	7678580	8196365	6618580	8288236	6993712	6989348	6870733	97297395	7655068	6948340	11769792	8066218	7225289	7445184	51923944	7223216	7649984	7523435	9571678	67093015	6828132	7770379	49776185	9982683	7631955	97090809	81206910	7373628	88738557	51716518
2026-07-13	4300186	94756036	4028246	3800986	7137984	6920420	5470968	4234592	54397638	4095300	4234592	140202991	4300100	49553300	46413000	7706516	51780484	73053034	3912000	4570408	35857908	110528159	61474989	3759484	9090460	43406758	49813708	5553028	4529441	4504900	4095300	4946904	4038068	3969174	4578684	70571476	5732200	5441598	4704458	4300100	78134316	6080078	3956008	4103576	3850506	4635916	3972560	5251102	4103576	6322572	42925414	5151704	3907052	6615550	5779924	3855256	4868448	53788111	4357332	70774744	8319868	25008904	4373884	85283462	5405460	9868280	63919096	51771256	22576832	59332124	4234592	76063032	3964284	8148520	145090468	48212582	4211882	85905701	59992538	5946076	5413736
2026-07-20	4934226	4577984	2014123	1900493	2862712	2182804	171743601	100178068	3005792	1883880	2051788	5028264	33245663	2032192	23926500	37914133	2039696	72041098	1956000	51550964	2154188	2031345	4242168	39317564	2088680	31493496	29172100	2088680	14600708	2285204	3783612	1949388	19542424	3720549	2256588	2051788	1817972	2000211	3105571	3165424	2453112	1959157	1781480	33430120	2875119	2088680	1986280	1773947	2248312	1949388	31444540	2051788	1986280	68685044	3446780	1894874	34954408	1978004	1949388	1949388	1834400	2023172	2350712	5552328	2080404	2051788	1949388	24979588	1986280	1986280	2051788	2764100	70646122	3353672	25597776	3427456	2171449	2191080	56898272	18465680	1986280
2026-07-27	25503781	2350712	3127759	7474622	2928220	32185468	83832079	2248312	30584660	3849120	246249506	3194040	24586540	94834484	1784796	3099916	3153332	2191080	3266160	45932800	2154188	4062093	2080404	3746720	2088680	1949388	2051788	2088680	4381460	2088680	1883880	20750184	3492964	3524025	16171028	2248312	2800592	38095119	1926427	2182804	2518620	18794713	2764100	3099916	2809611	2350712	3099916	1773947	2248312	22191360	3669148	4475584	3099916	1932107	2071112	1829366	97314292	1978004	30576384	2080404	20242148	4446968	2154188	4700724	3128532	2182804	3194040	24979588	3361948	3165424	2182804	220107864	2211420	9118376	1883880	1986280	2040433	33962460	1915122	3529856	117296058
2026-08-03	21086312	0	0	1113636	0	0	0	0	0	0	0	0	917112	11988420	0	0	0	0	1113636	0	0	0	11856948	0	0	0	0	0	115458785	0	2227272	16770048	2947860	0	0	0	1048128	0	0	0	24327940	0	0	0	1113636	0	0	0	0	0	0	2227272	0	0	0	0	18705212	139928322	0	0	0	0	5437164	1113636	0	1113636	0	0	0	0	0	45260100	1113636	0	300135842	7205880	0	0	0	0	0
