week_start	sub-1223010848/sub-1223010848_ses-1223227726_icephys.nwb	sub-1223010848/sub-1223010848_ses-1223243222_icephys.nwb	sub-1223010848/sub-1223010848_ses-1223503435_icephys.nwb	sub-1223010848/sub-1223010848_ses-1223715204_icephys.nwb	sub-1244263408/sub-1244263408_ses-1244522502_icephys.nwb	sub-1244263408/sub-1244263408_ses-1244530162_icephys.nwb	sub-1244263408/sub-1244263408_ses-1245564419_icephys.nwb	sub-1256313642/sub-1256313642_ses-1256435784_icephys.nwb	sub-1257702203/sub-1257702203_ses-1258178783_icephys.nwb	sub-1257702203/sub-1257702203_ses-1258197823_icephys.nwb	sub-1257702203/sub-1257702203_ses-1261468649_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272063246_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272076961_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272088184_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272218695_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272223005_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272239622_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272251612_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272296479_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272306985_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272623892_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272631065_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272635325_icephys.nwb	sub-1271976045/sub-1271976045_ses-1272651643_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273682633_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273689643_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273690526_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273692480_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273703194_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273706770_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273865083_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273868817_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273885710_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273910646_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273912955_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273915506_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273917690_icephys.nwb	sub-1273579455/sub-1273579455_ses-1273921218_icephys.nwb	sub-1273579455/sub-1273579455_ses-1274063537_icephys.nwb	sub-1273579455/sub-1273579455_ses-1274073139_icephys.nwb	sub-1273579455/sub-1273579455_ses-1274110389_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276511668_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276518238_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276524670_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276530665_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276542899_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276544893_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276554170_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276554927_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276562308_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276727897_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276732629_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276742740_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276747025_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276753589_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276753623_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276758066_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276787566_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276787598_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276792938_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276917495_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276923441_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276930214_icephys.nwb	sub-1273579455/sub-1273579455_ses-1276935631_icephys.nwb	sub-1278167980/sub-1278167980_ses-1278392585_icephys.nwb	sub-1278167980/sub-1278167980_ses-1278397808_icephys.nwb	sub-1278167980/sub-1278167980_ses-1278403621_icephys.nwb	sub-1278167980/sub-1278167980_ses-1278407778_icephys.nwb	sub-1278167980/sub-1278167980_ses-1278417121_icephys.nwb	sub-1278167980/sub-1278167980_ses-1278445471_icephys.nwb	sub-1278167980/sub-1278167980_ses-1278453111_icephys.nwb	sub-1278167980/sub-1278167980_ses-1278454238_icephys.nwb	sub-1278167980/sub-1278167980_ses-1278458239_icephys.nwb	sub-1278167980/sub-1278167980_ses-1279230832_icephys.nwb	sub-1278167980/sub-1278167980_ses-1279871851_icephys.nwb	sub-1278167980/sub-1278167980_ses-1279934483_icephys.nwb	sub-1285385365/sub-1285385365_ses-1285458210_icephys.nwb	sub-1285385365/sub-1285385365_ses-1285482175_icephys.nwb	sub-1285385365/sub-1285385365_ses-1285488120_icephys.nwb	sub-1285385365/sub-1285385365_ses-1285489300_icephys.nwb	sub-1285385365/sub-1285385365_ses-1285490537_icephys.nwb
2023-09-18	48356742	46465420	30887135	36430177	41885288	29166408	79978749	76181100	70428871	116419689	91196206	36100347	31259383	41042804	42843408	35862345	46784708	52069433	24173012	48334692	28542362	25989157	27620479	50714328	51830648	37711233	47025954	56798698	45899741	60758578	53996922	62257647	26899973	48101829	27014764	61240700	33046184	48559807	33257039	53153033	57202828	54896169	105372700	90300705	59064803	91342856	78863491	69763759	40419473	82797025	32760161	72834996	134194933	85253303	58657632	35068686	33175264	46111673	115512669	56984652	55488212	54862652	119544326	64488629	45683775	45405419	77184156	49872406	126943575	58148270	61986029	79004980	77309655	40144995	74259579	48109971	89588645	71502583	54917642	70781019	43979621
2023-09-25	323122035	0	0	14889120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25989157	0	0	0	0	0	0	0	0	0	0	26899973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-02	47221392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-09	0	0	0	5955648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-16	0	0	0	5948172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74259579	0	0	0	0	0	0
2023-10-23	0	0	0	2977824	0	0	0	0	0	116419689	0	0	0	0	0	0	0	0	0	0	0	51978314	0	0	0	0	0	0	0	0	0	0	53799946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61986029	0	0	0	0	0	0	0	0	0	0
2023-10-30	0	0	0	2315067	0	0	0	0	0	0	0	0	0	41042804	0	0	0	0	0	0	0	25989157	0	0	0	0	0	0	0	0	0	0	26899973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-06	0	0	0	2390375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58148270	0	0	77309655	0	0	0	0	0	0	0	0
2023-11-13	95844978	0	0	1944933606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25989157	0	0	0	0	0	0	0	0	0	0	26899973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-20	48356742	46465420	30887135	2003163381	41885288	29166408	79978749	76181100	70428871	116419689	91196206	36100347	31259383	41042804	42843408	35862345	46784708	52069433	24173012	48334692	28542362	25989157	27620479	50714328	51830648	37711233	47025954	56798698	45899741	60758578	53996922	62257647	26899973	48101829	27014764	61240700	33046184	48559807	33257039	53153033	57202828	54896169	105372700	90300705	59064803	91342856	78863491	69763759	40419473	82797025	32760161	72834996	134194933	85253303	58657632	35068686	33175264	46111673	115512669	56984652	55488212	54862652	119544326	64488629	45683775	45405419	77184156	49872406	126943575	58148270	61986029	79004980	77309655	40144995	74259579	48109971	89588645	71502583	54917642	70781019	43979621
2023-11-27	48356742	46465420	30887135	58521771	41885288	29166408	79978749	76181100	70428871	116419689	91196206	36100347	31259383	41042804	42843408	35862345	46784708	52069433	24173012	48334692	28542362	25989157	27620479	50714328	51830648	37711233	47025954	56798698	45899741	60758578	53996922	62257647	26899973	48101829	27014764	61240700	33046184	48559807	33257039	53153033	57202828	54896169	105372700	90300705	59064803	91342856	78863491	69763759	40419473	82797025	32760161	72834996	134194933	85253303	58657632	35068686	33175264	46111673	115512669	56984652	55488212	54862652	119544326	64488629	45683775	45405419	77184156	49872406	126943575	58148270	61986029	79004980	77309655	40144995	74259579	48109971	89588645	71502583	54917642	70781019	43979621
2023-12-04	48356742	46465420	30887135	27496705	41885288	29166408	79978749	76181100	70428871	116419689	91196206	36100347	31259383	41042804	42843408	35862345	46784708	52069433	24173012	48334692	28542362	25989157	27620479	50714328	51830648	37711233	47025954	56798698	45899741	60758578	53996922	62257647	26899973	48101829	27014764	61240700	33046184	48559807	33257039	53153033	57202828	54896169	105372700	90300705	59064803	91342856	78863491	69763759	40419473	82797025	32760161	72834996	134194933	85253303	58657632	35068686	33175264	46111673	115512669	56984652	55488212	54862652	119544326	64488629	45683775	45405419	77184156	49872406	126943575	58148270	61986029	79004980	77309655	40144995	74259579	48109971	89588645	71502583	54917642	70781019	43979621
2023-12-11	43113862	41222540	30887135	25231649	36642408	29166408	74735869	65695340	49457351	105933929	80710446	25614587	26016503	41042804	37600528	30619465	36298948	46826553	18930132	43091812	23299482	46735434	27620479	50714328	46587768	32468353	36540194	35827178	35413981	55515698	48754042	57014767	48557066	37616069	21771884	55997820	27803304	43316927	28014159	47910153	51959948	44410409	94886940	85057825	53821923	70371336	68377731	64520879	40419473	77554145	27517281	67592116	128952053	74767543	53414752	35068686	33175264	46111673	105026909	51741772	45002452	49619772	109058566	59245749	40440895	40162539	71941276	44629526	100729175	58148270	61986029	73762100	77309655	34902115	69016699	42867091	79102885	55773943	49674762	65538139	38736741
2024-01-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51978314	0	0	0	0	0	0	0	0	0	0	53799946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-22	68181866	62102036	125707514	143630914	162801588	46892528	62651558	67115332	43466654	91832766	74966824	32101562	37078686	32535704	63582212	43075706	46091568	67920270	29969180	53619100	34129850	59478321	41322817	71458848	65817352	41532142	40844176	43477812	37724994	62940856	54519304	51345450	62546791	41623748	37189648	58632344	17296524	48589591	34538117	25943249	33349104	25418721	40861676	38286981	26928743	28352692	33292691	0	19535349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23094332	0	0	31105617	25999444	26643733	38819564	38594181	26282639	32551092	35537215	29628435	21100754	31639393	24414442	30283452	61442965	26676015	25075908	16261508	18308428	25702657	41855653	36248692	31232640	32479420	47140238	39247173	23664975	26430003	33866156	23803474	36510911	24510014	25595037	30862816	31030331	21976715	36919071	21491447	30930985	45963191	23107960	28188095	19593557
2024-02-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11267376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-02-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13363632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-04	48356742	46465420	30887135	94258180	41885288	29166408	79978749	76181100	70428871	116419689	91196206	36100347	31259383	41042804	42843408	35862345	46784708	52069433	24173012	48334692	28542362	25989157	27620479	50714328	51830648	37711233	47025954	56798698	45899741	60758578	53996922	62257647	26899973	48101829	27014764	61240700	33046184	48559807	33257039	53153033	57202828	54896169	105372700	90300705	59064803	91342856	78863491	69763759	40419473	82797025	32760161	72834996	134194933	85253303	58657632	35068686	33175264	46111673	115512669	56984652	55488212	54862652	119544326	64488629	45683775	45405419	77184156	49872406	126943575	58148270	61986029	79004980	77309655	40144995	74259579	48109971	89588645	71502583	54917642	70781019	43979621
2024-03-11	202046932	174032984	174521638	179625110	186872916	174870548	231732968	176264408	152207826	172831476	215795584	170235017	181095736	308873337	185923760	170077916	197682456	230212495	222584172	188704464	179336666	153633966	162805505	213859784	236905424	168074503	174541148	203208248	176125816	188456472	160041152	218878248	174494580	174401582	143892820	192279776	187260364	200468491	148728394	245551479	234107520	197966695	225541124	198064532	206614389	206797148	197682848	203561041	177836111	205532444	178370570	200025984	201915876	206163481	188865136	165765924	341332900	198714730	219757480	151039504	157073184	222808728	231396288	147729312	191137400	205177276	209140284	160091796	185372532	181574344	164638776	200456912	190313136	182936597	148501656	166769449	169458918	136443984	151381812	171232356	153920868
2024-03-18	184253004	171871344	142208104	157653748	188304352	144599036	260665838	261419396	185179160	374399212	314791588	140064157	165464831	125378528	207670400	171566862	183398916	272221571	98922024	212701380	172928370	137908876	142067921	258612908	251282916	163159427	172188128	195800704	167803014	247089206	228033184	222341631	151707370	181891964	147657204	234367620	185171120	184127860	141905310	251230583	257148552	201803281	324861692	277640128	195574034	235024908	196104272	184593002	148729821	198601485	119193586	188749308	266791899	169753308	163989816	91323016	35907300	110447374	112417398	84820960	23580380	88355284	118806866	106991438	69461690	81570174	64844976	29313204	35055180	56561090	81555194	30545792	61030774	30962675	27130400	28082227	28941905	29160448	29728518	30493048	30643004
2024-03-25	167602178	156563276	100545523	104720877	144904140	103474116	267131465	241055856	184866209	475871965	396213518	95754391	104779837	138230808	149267688	131207029	143350060	180922521	87931636	159096856	108278358	85789521	100688679	158305012	166030424	117884189	144581118	158180658	138945977	207302010	172699010	208861183	94686481	155056365	98288956	148651856	89969296	126567748	108997495	128871248	143004476	129585319	234552444	206619833	143194040	205131852	184975200	174665630	100351333	188123705	90776980	176660116	309283700	189036336	142139076	93357058	90987240	110741965	259872972	133973576	129399676	141054864	260782680	164701096	100638270	124330435	177525908	122491806	246123957	134535136	140826016	173107136	186279279	97517894	185159399	104058807	199078688	175995183	131696780	160783059	99661776
2024-04-01	45351238	32044560	24665151	22177381	38814276	24546292	76158533	64610876	43947650	112826166	79918628	18473383	23407442	41125940	34107992	32091085	34809384	44058393	18962700	34687864	24287718	19813741	25712759	39865404	42517724	30343909	36549738	37749498	31235501	52320572	40696286	56733523	20639409	37045017	14652980	55841028	27214860	45066377	26154314	46133589	50315100	47473106	96947584	78681994	45895883	71921648	72622567	68050261	36775530	76306726	27539449	65393868	127281677	78205243	54259908	32058324	31403048	38022330	99609253	46042304	36168704	45170144	108183402	54151705	27885815	42180802	72274432	45580688	100176783	48152350	53185105	67600724	74957586	29993931	64818666	31530358	76347629	53005530	46748370	63428738	37497005
2024-04-15	50180590	36153324	18885295	30455229	42370360	26393980	83125521	68680360	53428482	112095614	91012620	31481271	35595430	42884692	37038312	38988777	39110184	50829557	24709164	39394476	30595838	27493741	30149063	50125744	49444032	38343173	44446602	45355714	41175177	59599248	0	0	27807409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-04-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53086686	64863803	0	46739213	27700148	63823740	37760660	53180805	34874166	52453773	57912340	55439266	102608200	92295306	55467339	80661840	80404967	75144477	42064838	84891774	36144837	72647716	133401549	85291183	61923356	38513312	36961264	45255838	102126885	57096316	44594820	56919916	116174390	61864809	0	47910714	78574276	52711796	106837271	0	0	71431604	0	0	73268910	0	0	0	0	0	0
2024-04-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37759283	0	0	0	0	55393434	62671413	0	79221494	41166195	0	38521474	87159921	62087259	54198042	69236222	43780297
2024-05-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18014700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-03	0	0	0	9629676	0	0	0	0	0	7991976	0	0	0	0	0	0	0	0	0	0	9564168	0	0	0	0	0	7860960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-10	0	7860960	0	0	0	0	0	0	0	0	0	24368976	23910420	0	0	0	0	0	7795452	0	0	0	0	0	0	0	13691172	0	0	0	0	0	23910420	0	0	0	0	0	0	0	13691172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7860960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13560156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7795452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-01	0	46465420	17752668	0	41885288	0	79978749	0	70428871	0	91196206	0	18669780	60236648	42843408	0	0	52069433	19652400	48334692	0	0	0	50714328	51830648	37711233	0	56798698	45899741	0	53996922	0	0	0	0	0	0	48559807	0	0	57202828	0	97570084	90300705	59064803	0	0	0	40419473	0	0	72834996	84861532	0	19848924	0	17752668	0	98159656	56984652	20569512	0	0	0	0	0	0	0	0	58148270	0	0	0	0	0	48109971	0	0	54917642	70781019	43979621
2024-07-08	57921022	39319280	29048823	32015301	44044812	30277804	81221217	75391532	66361943	114740650	94731006	34590079	32370779	42236920	45920324	40657882	46126324	57699089	26650780	36797556	26704554	27559277	34040039	51432508	55227196	40001941	45982130	42225976	37050729	67708992	56615786	66645451	33647353	48426457	28322740	0	0	0	36233422	0	0	0	0	0	63452719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54862652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63364848	35468020	54324175	0	55640321	54644208	52404625	98348668	92911330	0	79936456	81505730	77363079	45839866	83711449	34657989	75977812	128623841	90746410	61013960	34541654	36922148	47630171	106990973	50822924	39278864	57875236	123408010	65665981	44696731	41406519	80310112	51573192	111277755	59802156	64265710	87848000	75319350	47742635	78058315	44371311	84474093	62262070	54456174	77004223	47122325
2024-07-22	11791440	12577536	6681816	12381012	10088232	10612296	9040104	8909088	6616308	11529408	8843580	4389036	12118980	12512028	12774060	10088232	10088232	12774060	11987964	11398392	13756680	14018712	14018712	12970584	7533420	12249996	12315504	10546788	4389036	10088232	2161764	10415772	14149728	14280744	9105612	14149728	9826200	9105612	11856948	12315504	12118980	7336896	4323528	9957216	5437164	12315504	11922456	11856948	12184488	12249996	10415772	10088232	11463900	12708552	4258020	10022724	11463900	11594916	14018712	6681816	10022724	11791440	13167108	10743312	10088232	11594916	10088232	2751336	12577536	12249996	10481280	6616308	12053472	12184488	10481280	9760692	9957216	11201868	10350264	9171120	13756680
2024-07-29	0	0	0	0	0	0	0	335447652	0	0	0	0	0	0	0	0	0	0	0	0	9957216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-12	48356742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40942500	0	0	0	0
2024-08-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20110956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-26	17097588	13036092	16835556	41382161	19979940	20176464	18211224	16508016	11005344	19390368	11005344	24172452	21028068	29020044	23779404	56497365	21879672	13887696	8778072	20372988	26137692	31312824	18014700	9957216	16245984	12315504	71132898	21093576	2292780	12774060	10284756	20176464	10481280	22076196	29085552	79124384	18669780	9629676	39873347	73132973	20176464	16442508	19979940	15197856	22338228	12381012	19324860	23189832	15328872	26203200	16573524	15001332	21159084	11725932	19521384	22534752	17752668	16049460	9367644	20307480	19193844	77593928	18014700	22993308	22796784	10219248	10284756	15394380	16573524	17490636	18211224	12446520	6485292	20110956	91291659	23386356	17163096	19390368	20897052	21748656	19390368
2024-09-02	95194962	0	0	0	0	0	0	0	54371640	486003360	0	0	0	99043220	0	50753170	0	172838371	0	0	0	0	0	0	0	0	78163302	88430102	0	0	0	0	0	0	0	362962776	78167032	0	45542558	309156671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153498349	0	0	307189316	0	0	0	45405419	0	0	0	58148270	84315297	0	94529299	0	297038316	0	0	0	0	0	0
2024-09-09	73568362	0	0	0	58646376	0	96543313	0	0	0	0	51229174	41547246	0	64715296	0	63545796	0	27374504	75697864	36113204	31006794	0	0	0	54275797	0	0	0	0	0	0	0	0	0	0	0	79470623	0	0	74815520	74343085	0	106210189	0	0	0	0	0	99820145	12905076	0	0	103324551	0	0	0	0	0	0	74804112	433658336	136108890	0	0	62363031	0	0	144228727	0	0	0	0	0	0	0	0	0	0	0	0
2024-09-16	55693750	40563932	27869679	30312093	43586256	30801868	81614265	74343404	64331195	112775410	91390098	34852111	32960351	40337188	44544656	40788898	44619640	49183049	27174844	37125096	26508030	27493769	33450467	51629032	55685752	39215845	46244162	42225976	39540033	65743752	52750814	66055879	33450829	48360949	28650280	62578752	35074972	54127651	35578342	54854225	55233780	56662645	100051876	93762934	61880527	79674424	81309206	77101047	46167406	0	35378577	75519256	136943357	90418870	60424388	0	37315196	50053967	108890705	0	0	0	125766298	67303681	0	0	0	0	117107967	0	0	0	0	0	0	0	0	0	0	0	0
