region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	508713060	648	108	97
GitHub	136453280	327	23	164
AWS/us-east-2	53253572	7	1	2
USA/NY	9957216	1	1	0
USA/PA	119836668	34	8	1
AWS/us-east-1	77522296	10	6	1
USA/VA	31732204	1	1	0
CAN/QC	10760684	3	0	1
CHN	31732204	7	0	1
NOR/50	167752836	50	0	2
USA/CA	100584820	9	5	2
VPN	209305380	27	10	3
USA/VT	23529088	30	5	4
TWN/TXG	15312000	1	0	1
USA/WA	31732204	1	1	0
JPN/13	4627208	6	1	1
MEX/CMX	13533208	37	9	7
USA/MD	13462244	11	3	2
GCP/us-central1	63464408	2	2	0
USA/MA	240762110	32	2	3
USA/TX	31732204	1	1	0
GBR/ENG	58918024	2	2	0
USA/RI	21521368	6	0	1
USA/IN	31732204	1	1	0
JPN/47	31732204	1	1	0
USA/NV	5764704	1	1	0
EST/37	31732204	1	1	0
USA/IL	6894892	6	2	1
CHE/VD	9723512	11	1	1
MEX/GUA	1965240	1	1	0
CHN/SH	9437200	2	0	2
FRA/IDF	6714920	12	4	3
SGP	190393224	6	6	0
CHN/GS	202840192	17	8	1
