region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GBR/ENG	61794447232	5833	2342	52
USA/NH	4517681240	8305	755	515
USA/MA	164721019276	1969	12	31
USA/VT	877224576	1605	147	31
AWS/us-west-2	60039400	104	11	7
CHN	97418855440	6755	0	12
AWS/us-east-1	71835128149	8638	46	46
VPN	263817000148	43930	105	144
USA	44596135144	8505	5	5
ARG/B	40025388	4	4	0
GitHub	1802734532	203814	156	259
IND	43263804357	215	16	7
AWS/ap-southeast-1	144445140	27	27	0
BGD	15459888	2	2	0
USA/DC	6061361688	484	79	7
USA/WA	55828098	68	2	8
PAK/PB	19717908	2	2	0
USA/CA	96349179070	21164	54	31
IRL/L	19390368	1	1	0
USA/NM	39370308	1	1	0
USA/IN	21814164	1	1	0
MEX/CMX	10192977880	242	33	20
IRQ/BG	38518704	3	3	0
VNM/HN	12118980	3	3	0
IDN/YO	17621652	2	2	0
IRQ	1048128	1	1	0
VNM/68	6026736	1	1	0
MEX/MEX	13822188	1	1	0
DEU/BW	35491661768	16	5	2
USA/MI	106442681352	15	15	0
USA/MD	56266391581	1705	91	14
USA/VA	58348795140	3889	128	27
CHN/BJ	46571316	22	1	6
USA/GA	1769619496	656	0	10
CHN/GD	35932728	63	2	2
CAN/BC	402451992	82	5	5
GBR	17690928	4	0	2
GCP/us-east1	4127004	1	1	0
USA/UT	10754820544	9	2	1
USA/IL	133573368	25	6	2
CAN/ON	9498660	1	1	0
NIC/MN	15001332	1	1	0
SGP	26658312	290	0	4
AWS/us-east-2	16219275032	11373	3	15
bogon	85707558464	1423	152	52
USA/NY	19702969428	510	24	17
CAN/QC	28900912548	411	3	9
VNM/39	9629676	1	1	0
USA/RI	5132825712	17	1	1
BRA/SP	26923788	4	4	0
UKR/71	1441176	1	1	0
TWN/TXG	69064864	72	6	5
OMN/MA	6616308	1	1	0
LBN/BA	10808820	1	1	0
USA/LA	525771388	1	1	0
LBN/JA	13232616	1	1	0
DEU/BE	5083992722	34	1	2
PRY/ASU	22469244	2	2	0
ZAF/KZN	15001332	1	1	0
NOR/50	2447344484	115	1	4
USA/MN	45436960	4	0	1
VEN/S	8319516	2	2	0
BRA/MG	1965240	1	1	0
NPL/P3	917112	1	1	0
MEX/COA	3471924	1	1	0
USA/PA	751144120	296	0	1
NLD	15348789840	723	2	3
USA/WY	3229659469	3	1	1
VNM/SG	21486624	2	2	0
RUS	83634296	6	0	1
ITA	5051486864	1	1	0
BRA/RS	12970584	1	1	0
FRA/IDF	5060995200	25	5	3
EGY/C	1375668	1	1	0
TUN/11	11201868	1	1	0
ARE/DU	11725932	1	1	0
BOL/C	11594916	1	1	0
DZA/09	1113636	1	1	0
VNM/43	9629676	1	1	0
GBR/SCT	150900296	26	1	3
USA/NJ	777317968	780	0	1
FRA/ARA	293584	7	0	1
JOR/AM	18276732	2	2	0
ITA/25	40047216	5	0	1
JPN/13	13033780	70	1	2
CHE/VD	9100136	24	3	1
GCP/asia-south1	2717104	10	1	1
KGZ/GB	10481280	1	1	0
VNM	10022724	1	1	0
MEX/AGU	1048128	1	1	0
PAK/SD	917112	1	1	0
ARG/S	1375668	1	1	0
COL/TOL	1113636	1	1	0
