region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	1566308002	44875	289	388
USA	3289451959	607	16	7
TWN/TXG	6765921342	1657	19	5
AWS/us-east-1	7481883429	854	72	14
VPN	17733314711	511	105	251
HKG/KKC	466035856	57	0	2
BRA/MG	31247316	3	3	0
USA/MA	27486540296	4792	2	48
CAN/QC	3889257044	43	9	15
CAN/ON	19507487223	44	44	0
AWS/us-east-2	2369861368	2326	6	16
USA/WA	7188013293	26	22	2
USA/IL	204614588	18	10	2
AWS/us-west-2	77246927	109	20	16
KEN/30	4061496	1	1	0
USA/MD	375835372	245	67	38
AWS/ap-southeast-1	384728484	54	54	0
USA/NY	32694908905	71	71	0
CHN	17655456561	929	0	19
USA/CA	6719170146	46	23	5
bogon	3226039160	26	26	0
USA/VA	10172347056	1161	25	10
USA/GA	187149018	42	4	17
USA/SC	6501010893	15	15	0
USA/WI	3536258488	10	10	0
BRA/RJ	35505336	3	3	0
MEX/CMX	95650768	253	58	43
CHE/VD	14532112	49	12	11
ZAF/KZN	1113636	1	1	0
MYS/10	917112	1	1	0
FRA/IDF	27053764	76	16	13
VNM/SG	3602940	3	3	0
GBR/ENG	5085976872	27	27	0
GCP/us-central1	968897873	3	3	0
NLD	3859928261	178	9	9
MEX/JAL	10612296	1	1	0
BRA/AM	13232616	1	1	0
BRA/SC	21093576	2	2	0
IND/MH	438057560	4	4	0
CHN/SH	415915856	2	2	0
ITA	3799464	1	1	0
KAZ/55	11201868	2	2	0
IND	3576877004	2546	21	8
BRA/PE	2227272	1	1	0
CHL/LR	12774060	1	1	0
BGD	21617640	2	2	0
AGO/LUA	11660424	1	1	0
ARE/DU	1244652	1	1	0
IRQ/DI	10088232	1	1	0
EST/37	118073360	1	1	0
IRQ/NI	10088232	1	1	0
VNM/21	8385024	1	1	0
USA/TX	28168440	3	3	0
IRQ	851604	1	1	0
UZB/TK	16377000	1	1	0
MAR/01	9695184	1	1	0
NOR/50	235416035	62	0	7
BOL/H	11332884	1	1	0
MEX/PUE	2620320	1	1	0
PSE/RBH	7402404	1	1	0
ARG/B	28102932	3	3	0
CRI/SJ	10284756	1	1	0
PAK	6026736	1	1	0
BRA/BA	13298124	1	1	0
BFA	1113636	1	1	0
PRT/13	1375668	1	1	0
MAR/04	1113636	1	1	0
ESP/VC	1170184685	3	3	0
IND/UP	30461220	2	2	0
IDN/SU	9695184	1	1	0
USA/MO	3013368	1	1	0
USA/MS	4323528	1	1	0
USA/NC	27513360	1	1	0
VNM/56	9695184	1	1	0
UKR/32	1113636	1	1	0
OMN/MA	1113636	1	1	0
VNM	1048128	1	1	0
ARG/S	1113636	1	1	0
IRQ/BG	10743312	1	1	0
HKG	2358288	1	1	0
ESP/AR	20569512	1	1	0
BGD/C	6616308	1	1	0
SRB/VO	11398392	1	1	0
RUS/NVS	8974596	1	1	0
BRA/SP	23320848	2	2	0
MAR/07	6878340	1	1	0
USA/PA	5568180	1	1	0
USA/TN	4323528	1	1	0
KAZ/11	851604	1	1	0
CHL/CO	1703208	1	1	0
URY/MO	16245984	1	1	0
PAK/SD	12970584	2	2	0
JOR/AM	1113636	1	1	0
BRA/RS	1506684	1	1	0
SEN/DK	9367644	1	1	0
DZA/16	8385024	2	2	0
SYC	2030748	1	1	0
USA/RI	20985840	6	0	1
IDN/PT	9891708	1	1	0
IRQ/KA	10546788	1	1	0
JPN/13	8228996	5	1	1
EGY	917112	1	1	0
CHN/BJ	1224312	4	1	1
CAN/BC	43761052	22	1	1
