week_start	sub-20210708001/sub-20210708001_icephys.nwb	sub-20210708002/sub-20210708002_icephys.nwb	sub-20210708003/sub-20210708003_icephys.nwb	sub-20210708004/sub-20210708004_icephys.nwb	sub-20210708005/sub-20210708005_icephys.nwb	sub-20210709001/sub-20210709001_icephys.nwb	sub-20210709002/sub-20210709002_icephys.nwb	sub-20210709003/sub-20210709003_icephys.nwb	sub-20210709004/sub-20210709004_icephys.nwb	sub-20210709005/sub-20210709005_icephys.nwb	sub-20210715001/sub-20210715001_icephys.nwb	sub-20210715002/sub-20210715002_icephys.nwb	sub-20210715003/sub-20210715003_icephys.nwb	sub-20210715004/sub-20210715004_icephys.nwb	sub-20210715005/sub-20210715005_icephys.nwb	sub-20210721001/sub-20210721001_icephys.nwb	sub-20210721002/sub-20210721002_icephys.nwb	sub-20210721003/sub-20210721003_icephys.nwb	sub-20210721004/sub-20210721004_icephys.nwb	sub-20210721005/sub-20210721005_icephys.nwb	sub-20210728001/sub-20210728001_icephys.nwb	sub-20210728002/sub-20210728002_icephys.nwb	sub-20210728003/sub-20210728003_icephys.nwb	sub-20210728004/sub-20210728004_icephys.nwb	sub-20210804001/sub-20210804001_icephys.nwb	sub-20210804002/sub-20210804002_icephys.nwb	sub-20210805001/sub-20210805001_icephys.nwb	sub-20210805002/sub-20210805002_icephys.nwb	sub-20210805003/sub-20210805003_icephys.nwb	sub-20210805004/sub-20210805004_icephys.nwb	sub-20210825001/sub-20210825001_icephys.nwb	sub-20210825002/sub-20210825002_icephys.nwb	sub-20210826001/sub-20210826001_icephys.nwb	sub-20210826002/sub-20210826002_icephys.nwb	sub-20210826003/sub-20210826003_icephys.nwb	sub-20210908001/sub-20210908001_icephys.nwb	sub-20210908002/sub-20210908002_icephys.nwb	sub-20210908003/sub-20210908003_icephys.nwb	sub-20210908004/sub-20210908004_icephys.nwb	sub-20210908005/sub-20210908005_icephys.nwb	sub-20210930001/sub-20210930001_icephys.nwb	sub-20210930002/sub-20210930002_icephys.nwb	sub-20210930003/sub-20210930003_icephys.nwb	sub-20210930004/sub-20210930004_icephys.nwb	sub-20210930005/sub-20210930005_icephys.nwb	sub-20210930006/sub-20210930006_icephys.nwb
2024-07-15	0	0	0	0	0	0	0	0	0	0	20304936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-22	0	8560956	10020964	0	10153692	12144612	12343704	0	11746428	0	0	11547336	11348244	11945520	12476432	0	8892776	10582072	10087328	0	0	10020964	9954600	10485512	11547336	11547336	12078248	0	9954600	12609160	0	10087328	10020964	0	10817332	11215516	10087328	0	0	14069168	2190012	0	9689144	0	0	10020964
2024-08-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20186920	0	0	0	0	0	0	0	0	0	0
2024-08-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20304936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-26	22165576	0	10208736	0	13870076	0	11414608	9290960	0	10153692	20304936	20174656	9888236	30660168	0	0	0	10582072	10220056	20097312	0	5574576	19218524	12410068	0	8959140	12210976	0	10020964	0	13272800	4446388	10153692	0	19112832	0	9755508	0	0	10485512	4380024	9888236	0	0	0	18581920
2024-09-02	0	0	0	0	0	0	0	0	0	0	81219744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20577056	0
2024-09-09	29457528	0	10208736	0	0	0	0	0	0	0	0	20418544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20365288	0	20365240	0	41573280	0	0	0	0	0	33593624	19838504	0	0	0	0	0	0	0
2024-09-16	0	0	15210876	24001420	0	23085808	22774276	16283120	14136912	27050144	22747032	15962096	7300040	6901856	23538432	16299560	11623960	13876964	8143696	29706720	20912956	22247108	17227604	6968220	24847336	30296304	7167312	22148712	0	6968220	21927568	39764644	15253656	6835492	22869860	14812968	7034584	22726300	40094940	15776000	16696256	22643532	16696224	0	6437308	22496696
2024-09-23	60914808	55817184	40834944	40311488	20470536	23661680	83160416	31254744	36662432	63537472	20304936	61255632	80622976	40609872	60914808	59515512	27442224	10582072	61410624	40194624	32556960	82093696	20518768	17418328	59191968	80935056	58699056	61095864	41046672	61095720	123809056	83146560	20365464	40730480	20628512	40373840	120196992	39872016	39677008	20101376	41256832	20523320	61885152	41154784	41154112	41154464
2024-09-30	20304936	18605728	10208736	20155744	20470536	0	20790104	10418248	18331216	31768736	0	20418544	20155744	0	20304936	19838504	13721112	10582072	0	20097312	0	20523424	10259384	17418328	29595984	0	19566352	20365288	20523336	20365240	0	20786640	20365464	20365240	20628512	0	30049248	19936008	0	20101376	0	20523320	20628384	20577392	20577056	0
2024-10-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20577392	0	0
2024-10-21	20304936	28493964	0	20155744	20470536	23661680	0	10418248	18331216	0	0	20418544	20155744	20304936	0	19838504	13721112	0	15352656	20097312	0	20523424	10259384	0	0	0	0	20365288	20523336	20365240	30952264	20786640	20365464	0	20628512	0	30049248	19936008	0	0	20628416	0	20628384	20577392	20577056	0
2024-11-04	0	10220056	8892776	0	16723728	8295500	0	0	0	6171852	0	7366404	10220056	7897316	8229136	0	4446388	7366404	0	6503672	6901856	7897316	0	8295500	6636400	6437308	7100948	0	0	10153692	0	4446388	0	16723728	7896488	10153692	0	0	8494592	8096408	2190012	8892776	9954600	0	0	0
2024-11-11	0	0	0	0	0	0	0	0	0	0	0	40837088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-18	0	0	0	0	0	0	0	0	0	10220056	0	0	0	0	0	0	0	0	0	20097312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-02	0	0	0	0	12081928	0	0	0	0	0	11916328	0	0	0	0	0	0	0	0	0	0	0	0	0	25165824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12188784	0	0
2025-02-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34838864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4114568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-03	0	0	0	6039124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4114568	0	0	0
2025-03-10	0	0	0	0	0	0	0	5110028	0	0	8892776	0	0	0	0	0	0	649272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-28	0	0	10208736	20155744	0	23661680	0	0	18331216	0	0	20418544	20155744	0	20304936	0	13721112	10582072	0	0	16278480	0	10259384	0	34838864	0	19566352	20365288	0	20365240	30952264	0	0	20365240	0	0	30049248	0	19838504	0	20628416	0	20628384	20577392	20577056	0
2025-05-05	20304936	18605728	0	20155744	0	23661680	20790104	10418248	18331216	31768736	20304936	0	20155744	20304936	0	0	13721112	10582072	15352656	20097312	16278480	0	10259384	17418328	0	26978352	0	20365288	20523336	0	30952264	20786640	0	20365240	20628512	0	30049248	0	19838504	0	20628416	20523320	20628384	20577392	20577056	20577232
2025-07-21	0	0	0	0	20470536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34838864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-28	0	0	0	0	20470536	23661680	0	0	18331216	31768736	0	0	0	0	0	19838504	0	0	0	0	0	0	0	0	0	0	0	20365288	0	20365240	0	20786640	0	20365240	0	0	30049248	19936008	0	0	20628416	0	0	20577392	20577056	0
2025-08-04	20304936	0	0	0	0	0	0	10418248	0	0	0	0	0	0	20304936	0	0	0	0	0	16278480	0	0	0	0	0	0	0	0	0	0	0	40730928	0	20628512	0	0	0	19838504	20101376	0	0	0	0	0	0
2025-08-11	0	18605728	10208736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17418328	0	0	0	0	0	0	0	0	0	0	0	20186920	0	0	0	0	0	0	0	0	0	20577232
2025-08-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10582072	0	0	0	0	0	0	0	0	19566352	0	0	0	30952264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-08-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30049248	0	0	20101376	0	0	0	0	0	20577232
2025-09-01	0	18605728	0	0	0	0	0	0	0	0	0	0	20155744	0	0	0	13721112	0	0	0	0	0	10259384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-08	0	0	0	0	0	0	20790104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20365240	0	0	0	0	0	0	0	0	38491120	0	20577056	20577232
2025-09-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4180932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45534560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-24	26280144	15993724	30626208	18847376	17453732	21236480	18117372	10418248	0	24753772	14799172	24753772	12741888	13140072	30060444	8162772	38143064	0	28602884	26479236	13339164	15197356	10259384	4048204	28470156	0	12741888	12343704	22497396	21966484	13405528	21103752	23426492	44065696	26611964	9490052	14400988	23426492	13737348	6503672	24809348	0	44331152	13073708	18382828	10684604
2025-12-08	0	0	0	0	9984776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26214400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-15	28534072	26436680	14323304	48540624	9556416	40119952	31341980	18979204	45289752	43183344	56935664	15462812	56504304	33577736	28467708	53414356	31556792	19806668	21789964	74438820	24706708	55514200	14373952	24917460	43333456	31092920	35493712	28594424	20523336	20365240	92856792	9954600	30917340	27068004	48026152	44488408	11480972	48233880	58458020	20101376	41256832	27889724	50879548	70492224	20577056	45269032
2025-12-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10142752	0	0	0	0	0	0	0	0	0	0	0
2025-12-29	0	0	0	0	0	0	0	0	10485760	0	0	0	0	0	0	0	0	0	0	0	11035600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20577056	0
2026-01-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5242880	0	19838504	0	0	0	0	0	0	0	6932568	0	20971520	5242880	0	0	0	0	0	0	0	0	0	0	14693128	0	0	0	0	0	0	0	0
2026-01-12	0	0	10208736	0	50925848	0	0	0	0	0	50429048	0	0	0	0	0	16956464	0	46057968	28834656	0	0	0	0	94030832	0	0	0	61570008	0	0	0	0	0	20628512	0	0	0	0	0	0	0	0	20971520	0	31062992
2026-01-19	0	0	10208736	0	0	0	20790104	0	0	0	0	0	0	0	0	0	0	0	0	0	48835440	0	0	0	0	0	0	0	15728640	0	25709384	0	0	0	0	0	0	0	14595624	0	0	0	0	0	0	0
2026-01-26	5242880	18605728	0	0	0	15728640	0	10418248	0	0	0	15175664	0	0	15062056	0	8478232	0	0	0	0	0	0	0	0	0	0	9879528	0	0	0	20786640	0	0	0	14944040	0	0	0	0	5242880	20523320	0	0	0	10091472
2026-02-02	2969600	13237352	14931900	35521092	14380452	17840844	11281880	12542796	14168336	32982736	25035252	13288480	29847212	24073352	13703788	5885008	19606932	10620372	21745168	8294400	22022388	25732700	10259384	14268260	6144000	9243852	10161532	22618840	0	21833880	12131752	14123684	35219084	14666692	17600008	11282224	27830408	20232672	18228712	26620824	19187036	18597600	21623840	13572460	9841492	13572140
2026-02-16	46342456	0	0	0	5189760	0	0	0	14025636	0	0	0	12880392	0	0	0	4180932	0	10533612	0	0	0	8354368	0	0	0	0	0	6913272	0	0	0	0	0	0	0	0	14065716	0	0	0	0	0	7782412	0	0
2026-02-23	5199224	788128	9129444	802144	10114064	0	0	0	0	4114568	17179432	0	0	0	0	0	0	11142968	4380024	0	0	0	0	0	16611320	0	0	0	0	18233408	0	0	0	0	0	17537380	0	0	0	13240576	0	0	0	4114568	0	0
2026-03-02	0	4910936	0	0	4711844	14445680	0	10798964	0	0	0	4247296	0	4114568	0	0	4114568	6895672	0	4512752	17370288	0	4711844	4778208	0	17678520	16717720	0	0	0	6710604	19028372	0	14118840	14074912	0	0	17551924	4247296	0	18551532	0	13460384	0	14125856	0
2026-03-09	16913976	0	0	2654560	0	0	0	0	0	0	0	0	0	0	0	13796904	0	0	0	0	0	0	0	0	0	0	0	0	12536136	0	0	0	0	0	0	0	5627736	0	0	0	0	0	0	0	0	16903692
2026-03-16	0	0	0	0	0	0	0	0	10817332	0	19245560	0	0	6238216	0	5508212	0	0	0	19975564	0	0	0	19311924	9821872	12476432	6702764	0	0	0	0	0	0	0	21501936	0	0	25881132	0	0	0	0	0	0	0	0
2026-03-23	0	0	10208736	0	20470536	11680064	0	0	0	0	0	0	0	0	0	0	13721112	0	0	0	0	0	0	0	0	0	0	0	0	20365240	0	0	0	0	20628512	0	0	0	0	0	8295500	0	0	0	0	0
2026-03-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20365464	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-04-06	0	0	0	20155744	0	0	0	0	0	0	0	0	20155744	0	0	0	862732	0	0	0	0	0	716800	0	0	0	0	0	0	0	0	20786640	0	0	0	0	0	0	0	0	41256832	0	0	0	0	0
2026-04-13	0	0	0	0	0	0	0	0	0	0	0	0	0	20304936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30049248	0	0	0	0	0	0	0	0	0
