region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	2005561076	385	2	3
VPN	26142619876	274	243	12
GitHub	2951878468	6569	442	392
AWS/ap-southeast-1	126102900	23	23	0
USA/NV	140318136	18	18	0
AWS/us-east-1	12554518580	1519	109	18
USA/MA	29914869978	3092	0	59
USA/VA	11861705972	28	28	0
USA/IL	226289460	20	14	2
MEX/CMX	76035222	193	44	43
PRY/10	8122992	1	1	0
ARE/DU	1899732	1	1	0
DOM/01	1310160	1	1	0
VNM/CT	14280744	1	1	0
TUN/11	5240640	1	1	0
BGD	36553464	5	5	0
MAR/07	1441176	1	1	0
AWS/us-west-2	23493652	26	6	2
USA/WA	1785268	6	2	2
NLD	6021538075	282	9	9
USA/PA	398855087	221	15	12
USA/MD	44539516	31	10	10
CHN/BJ	4976472	17	4	4
DOM/25	10153740	1	1	0
CHN	17399508034	1885	0	19
LBN/JL	1048128	1	1	0
VNM/61	6747324	1	1	0
ARE/SH	5437164	2	2	0
USA/CA	25257940	19	6	4
IRQ/BG	9040104	1	1	0
CAN/ON	7991976	1	1	0
SAU/02	1048128	1	1	0
AZE/BA	20700528	2	2	0
USA/NH	2986373412	3720	620	485
USA/VT	490831572	600	100	20
CHE/VD	2448624	8	2	1
IDN/SU	11005344	1	1	0
UZB/TK	11594916	1	1	0
IRN	2685828	1	1	0
RUS/ROS	18407748	1	1	0
IDN/YO	3013368	1	1	0
VNM/SG	12184488	1	1	0
ISR/M	9826200	1	1	0
HKG	23910420	4	4	0
VNM/43	22600260	2	2	0
TUR/42	16770048	1	1	0
IND/TN	1048128	1	1	0
BRA/RS	7271388	2	2	0
VNM/26	12315504	1	1	0
VNM/HP	1048128	1	1	0
THA/75	652963121	1	1	0
ESP/MD	2161764	1	1	0
DEU/BE	16049460	1	1	0
BRA/SP	35505336	2	2	0
VEN/A	5961228	2	2	0
VNM/HN	33671112	3	3	0
BRA/SC	2620320	1	1	0
AWS/us-east-2	740174178	9	1	2
JPN/13	8517692	6	1	1
GBR/ENG	1214384658	2	2	0
USA/RI	35777096	7	0	1
MYS/08	851604	1	1	0
AUT/3	1113636	1	1	0
FRA/IDF	9521120	18	4	3
USA/FL	34457208	1	1	0
PAK/SD	10743312	1	1	0
IND/RJ	1375668	1	1	0
KWT/KU	1965240	1	1	0
CYP/02	20241972	1	1	0
VNM/45	10677804	1	1	0
BGD/E	9891708	1	1	0
MAR/03	1113636	1	1	0
ITA/62	1048128	1	1	0
IND/PB	1113636	1	1	0
NOR/50	202944238	51	0	2
GAB/1	1637700	1	1	0
BRA/MG	20569512	1	1	0
IDN/JK	917112	1	1	0
SAU/03	1375668	1	1	0
NGA/LA	917112	1	1	0
SGP	334205488	2	2	0
VNM/20	1048128	1	1	0
IND/UP	917112	1	1	0
VNM/37	1048128	1	1	0
