region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	6515081334	802	0	42
VPN	388858567	1457	52	47
GitHub	5348528127	6033	214	199
FRA/IDF	388006639	205	16	14
AWS/us-east-2	971043743	7	7	0
AWS/ap-southeast-1	32229936	23	23	0
USA/MA	677277998	192	0	24
JPN/26	135738295	500	44	42
AWS/us-west-2	7484124158	512	133	44
GBR/ENG	6515081334	42	42	0
CAN/BC	702517001	3674	307	42
DEU/BE	308730818	2465	70	53
USA	6515081366	46	42	1
IND	159122872	18	3	1
GCP/us-east1	2965742	15	1	1
GCP/us-central1	78201126	28	1	1
USA/CA	24631008	2	2	0
USA/IL	3546408	20	2	2
JPN/13	65694959	1	1	0
USA/TX	294627977	7	3	1
MEX/CMX	1130188	5	1	1
USA/VA	50725202	29	2	1
