region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	25972966680	45599	12	82
GH-actions	34162354580	159417	7	86
AWS/us-east-1	4781821420	572	2	1
USA/MA	57113846803	10199	0	5
CHN	17698061944	14	6	2
USA	12787643324	16685	5	2
IND	1032795757	8442	12	4
USA/CA	40824457397	26849	12	7
AWS/us-west-2	9443706516	22759	4	1
USA/VA	1457990332	13458	4	1
IND/TN	995308240	3	3	0
USA/UT	295667696	2604	4	1
USA/PA	249424463	1915	3	2
USA/CO	68025976	1	1	0
USA/OR	85471984	6	2	1
USA/WA	83615877	81	1	2
CHE/VD	23643618276	14663	9	2
GCP/us-central1	5933087880	2	2	0
USA/NY	9547134824	2	2	0
AWS/ap-southeast-1	23189832	6	6	0
NLD/ZH	18407748	1	1	0
TWN/TAO	4773567412	1	1	0
AWS/ap-northeast-1	4773567412	1	1	0
MEX/CMX	4170458960	21253	8	4
USA/TX	4774288024	5	2	1
GBR/ENG	2423796	1	1	0
CHE/GE	4773567412	1	1	0
CHN/HN	1048128	1	1	0
CHN/SH	4858094773	73	4	1
SGP	5192638420	1249	2	2
DEU/SN	965251084	3678	2	1
USA/OH	186051200	907	1	1
USA/MD	1320229812	6933	0	2
USA/IL	783422084	4287	1	1
FRA/IDF	9008916	15	3	3
CHE/ZH	20771576857	8633	1	2
COL/DC	4773567412	1	1	0
DEU/HE	1654908424	8914	7	1
IND/KA	9547134824	2	2	0
USA/NV	4773567412	3	0	1
