date	bytes_sent	number_of_requests	number_of_downloads
2025-07-14	10521505496	36740	<50
2025-07-15	6846399744	27960	<50
2025-07-17	37374451	<50	<50
2025-07-18	86060124	<50	<50
2025-07-25	4773567412	<50	<50
2025-07-26	4773567412	100	<50
2025-07-31	77896	<50	<50
2025-08-01	77896	<50	<50
2025-08-04	77896	<50	<50
2025-08-07	77896	<50	<50
2025-08-10	77896	<50	<50
2025-08-13	77896	<50	<50
2025-08-16	77896	<50	<50
2025-08-19	77896	<50	<50
2025-08-20	68025976	<50	<50
2025-08-22	77896	<50	<50
2025-08-25	77896	<50	<50
2025-08-28	77896	<50	<50
2025-08-31	77896	<50	<50
2025-09-01	77896	<50	<50
2025-09-04	77896	<50	<50
2025-09-07	77896	<50	<50
2025-09-10	77896	<50	<50
2025-09-13	77896	<50	<50
2025-09-16	77896	<50	<50
2025-09-19	77896	<50	<50
2025-09-22	77896	<50	<50
2025-09-25	77896	<50	<50
2025-09-28	77896	<50	<50
2025-10-01	77896	<50	<50
2025-10-04	77896	<50	<50
2025-10-05	4773567412	<50	<50
2025-10-07	77896	<50	<50
2025-10-08	8621936324	32480	<50
2025-10-10	77896	<50	<50
2025-10-13	77896	<50	<50
2025-10-16	77896	<50	<50
2025-10-19	77896	<50	<50
2025-10-22	77896	<50	<50
2025-10-25	77896	<50	<50
2025-10-28	77896	<50	<50
2025-10-31	77896	<50	<50
2025-11-01	77896	<50	<50
2025-11-04	77896	<50	<50
2025-11-07	77896	<50	<50
2025-11-10	77896	<50	<50
2025-11-13	77896	<50	<50
2025-11-16	77896	<50	<50
2025-11-19	77896	<50	<50
2025-11-22	77896	<50	<50
2025-11-25	77896	<50	<50
2025-12-02	851620524	<50	<50
2025-12-09	8878471	<50	<50
2025-12-13	4773567412	920	<50
2025-12-16	6288768	<50	<50
2025-12-18	4773567412	<50	<50
2025-12-19	8778072	<50	<50
2026-01-06	1159520468	<50	<50
2026-01-16	8130554132	<50	<50
2026-02-20	19871804	<50	<50
2026-03-01	5668636652	27640	<50
2026-03-02	5017912704	1100	<50
2026-03-19	13560156	<50	<50
2026-03-26	4654232	<50	<50
2026-03-29	4670139104	22760	<50
2026-03-30	4523216	<50	<50
2026-04-13	4917255128	<50	<50
2026-04-16	77896	<50	<50
2026-04-17	4773567412	<50	<50
2026-04-19	77896	<50	<50
2026-04-21	17687160	<50	<50
2026-04-22	77896	<50	<50
2026-04-25	77896	<50	<50
2026-04-28	77896	<50	<50
2026-05-01	77896	<50	<50
2026-05-02	4814397812	<50	<50
2026-05-04	77896	<50	<50
2026-05-07	77896	<50	<50
2026-05-10	77896	<50	<50
2026-05-13	77896	<50	<50
2026-05-15	18407748	<50	<50
2026-05-16	77896	<50	<50
2026-05-18	4258020	<50	<50
2026-05-19	4773645308	<50	<50
2026-05-22	4773645308	<50	<50
2026-05-25	5665499544	27640	<50
2026-05-27	1936000	<50	<50
2026-05-28	2423496	<50	<50
2026-06-01	798508	<50	<50
2026-06-03	1368784220	6680	<50
2026-06-04	77896	<50	<50
2026-06-07	77896	<50	<50
2026-06-08	4894405573	<50	<50
2026-06-10	10327643508	50400	<50
2026-06-13	77896	<50	<50
2026-06-19	79092661	80	<50
