region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	8799163174	1675	6	2
CHN	51303675079	3326	0	7
USA/MA	81167706625	4505	6	27
AWS/us-east-1	26139412670	3127	16	6
VPN	26489812040	90	41	21
USA/MD	4357557823	41	11	5
GitHub	120079618	273	45	27
AWS/ap-southeast-1	46641696	7	7	0
MEX/CMX	29925124	100	25	19
USA/IL	11759036	8	2	2
JAM/01	3733956	1	1	0
NGA/LA	14411760	1	1	0
PHL/11	9236628	1	1	0
MEX/NLE	7271388	1	1	0
UZB/TK	3013368	1	1	0
ISR/TA	10415772	1	1	0
USA/CA	4487233868	21	7	5
VNM/HN	10219248	1	1	0
VNM/56	7598928	1	1	0
ARG/H	3340908	1	1	0
UKR/32	4389036	1	1	0
BGD	9171120	1	1	0
USA/NY	23704876	6	2	1
ARG/B	5633688	1	1	0
JOR/AM	3406416	1	1	0
BRA/MG	11529408	1	1	0
CHE/VD	2641520	8	2	1
SWE/C	13625664	1	1	0
VEN/G	9302136	1	1	0
VNM	10088232	1	1	0
VNM/SG	11332884	1	1	0
KEN/30	1113636	1	1	0
FRA/IDF	6207408	12	3	3
