region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
SGP	122952283526	2095	1062	28
USA/NH	71178887184	135090	12201	10881
DEU/BW	53512565736	463	461	1
USA/NY	353373746183	5411	3118	44
VPN	552022218759	18564	5678	929
CHE/VD	252355844453	33383	3666	360
USA/CA	438130043691	4505	3786	108
AWS/us-east-1	227703846140	5418	1927	288
GBR/ENG	196267107526	9666	1978	423
GH-actions	1137397074274	80969	18800	8175
USA/MD	60880250651	5569	358	129
JPN/11	13185471234	112	111	1
USA/MA	164994453035	3016	1160	373
CAN/BC	40778707038	54513	350	119
USA/PA	627460096239	7625	5634	141
PRT	19135228634	180	169	2
DEU/NI	57967880066	489	489	0
DEU/HH	8793561912	135	86	43
USA	417834205169	7134	3639	186
JPN/13	55881379410	898	477	53
USA/GA	479039843119	4227	4127	22
TWN/TNN	66608345196	664	571	6
USA/NJ	61877831828	633	582	51
GCP/us-west1	100044004255	1404	907	22
AWS/ap-southeast-1	15291283068	750	598	1
CHL	3409740367	71	34	1
USA/WA	86237269614	859	831	5
USA/VT	2877492590	5226	471	341
GCP/europe-west4	31506154895	671	340	14
CHN	330554306035	6570	2698	315
PRT/13	13239815350	119	112	7
CHN/SH	91047154029	8991	704	129
USA/MI	212243652856	35771	2687	695
HKG	205005085836	2298	1767	74
KOR/41	29242072566	248	248	0
CAN/QC	169235106546	4972	1448	173
CAN	53755453465	457	456	1
CHN/ZJ	75669114398	721	619	51
JPN/28	70754037016	689	609	68
AUS	12893339886	133	113	9
CHN/BJ	110068162546	1542	1066	116
USA/NE	13979643386	133	133	0
JPN/26	17752130284	944	137	111
IND/DL	15985117549	211	179	16
CHE	14612611916	1216	172	50
CAN/ON	174217892977	1577	1487	7
USA/OH	26830373194	264	239	2
KOR/11	116742257474	24634	2129	225
DEU/SN	13180129398	111	111	0
GCP/asia-southeast1	37243366223	441	349	2
PRT/11	32178354678	466	292	3
KOR/30	28754446971	744	274	10
AWS/us-west-2	27622490139	290	237	2
GCP/us-east5	13180129398	111	111	0
IDN/JI	1113636	1	1	0
CHN/GD	38833990319	341	328	12
VNM/SG	335586684	147	16	3
ARE/DU	13101600	2	2	0
USA/MS	17017106048	136	136	0
IND	26604240132	230	229	1
NZL/AUK	13946188688	118	118	0
MEX/CMX	15654281698	1967	441	128
HKG/KKC	28263055057	455	222	12
AWS/us-east-2	31379335015	268	265	1
USA/TN	28541514133	789	252	27
USA/UT	64596889889	2554	509	26
PRT/15	26359613108	222	222	0
VNM/HN	1418576296	36	36	0
GCP/us-east4	13011707272	1178	134	14
AUT	2967909186	27	27	0
NOR/03	13205859706	114	111	3
GBR/NIR	13179483710	111	111	0
GCP/us-east1	143735174310	14136	501	49
CHL/RM	13132042555	637	163	29
GCP/asia-east1	41026369089	823	385	19
USA/CO	13211383719	126	113	1
GBR/SCT	18791026236	180	161	3
GCP/us-west3	23101256542	880	144	6
CHN/JS	13721717126	121	120	1
USA/MO	13179483710	111	111	0
IRN	13522201786	220	118	9
USA/IN	8385022505	134	119	1
USA/IL	22820094967	4090	398	215
GCP/us-central1	27518736965	1541	362	47
USA/VA	35441069006	1890	308	25
USA/AR	13179483710	111	111	0
USA/OR	13819951988	251	123	4
TWN/TXG	12806653616	105	105	0
USA/FL	29942947069	314	279	21
USA/RI	11328694514	121	121	0
CHE/FR	13219037390	112	112	0
USA/NC	13202797390	112	111	1
GRC/I	13198118022	113	112	1
GCP/us-west4	23799644865	267	231	2
AUT/9	26473381224	230	223	6
CHE/GE	26796055100	235	235	0
JPN/47	10206855554	77	72	5
DEU/BE	13234366262	114	114	0
AWS/ap-northeast-1	29291102426	1069	231	173
DEU/HE	13056472799	169	86	40
ITA/62	18230985172	138	138	0
PAK/PB	5371656	5	5	0
KOR/29	13213883766	112	112	0
DEU	13179483710	111	111	0
HKG/NKT	29959501273	515	166	56
CHE/ZH	14040781120	671	153	13
JPN	205642040	4	4	0
USA/AZ	193104052	417	24	10
TWN/KHH	8536230757	86	79	6
TWN/TPE	3852510282	30	27	3
NLD	4586167508	179	31	31
BRA/RN	5240640	2	2	0
HKG/HCW	2312360648	22	22	0
ARE	2312360648	22	22	0
FRA/IDF	7612248842	330	98	13
MYS/14	2763454866	103	64	7
SWE/AB	2953558990	32	30	1
USA/TX	1179889340	133	18	2
IDN/SS	1048128	1	1	0
CHE/ZG	1468903153	1225	78	22
CHE/BE	381395826	260	15	8
KEN/30	2423796	1	1	0
RUS/MOW	566043214	5	5	0
CYP	767298815	6	5	1
BRA/MG	1058388319	12	12	0
TWN/NWT	562573648	7	7	0
BRA/BA	1048128	1	1	0
VEN/A	22272720	2	2	0
FIN/18	32052032	1	1	0
JPN/27	33165668	2	2	0
USA/SC	411025064	13	13	0
BGD	16377000	5	5	0
AZE/BA	17556144	2	2	0
COL/DC	34399876	2	2	0
USA/DC	543289840	951	68	6
LVA/RIX	2030748	2	2	0
TWN/YUN	132070688	3	3	0
JPN/23	3058529424	40	40	0
ITA/45	432438792	96	0	25
ZAF/GP	2489304	2	2	0
BRA/SP	38387688	9	9	0
CHN/HB	2229398344	39	35	4
DEU/NW	20762948	27	4	3
CHL/VS	689635764	18	18	0
VNM/22	11594916	1	1	0
TGO/M	5633688	1	1	0
PAK/KP	2685828	1	1	0
PAK/SD	3340908	3	3	0
BHR/13	74037320	1	1	0
IND/HR	400986888	2	2	0
SYR	1048128	1	1	0
ARE/AZ	9171120	1	1	0
UZB/TK	23124324	3	3	0
ARG/C	64380096	1	1	0
FRA	1423405858	10	6	4
VEN/I	11922456	2	2	0
ESP/GA	7991976	1	1	0
DOM/13	2030748	1	1	0
MEX/PUE	1375668	1	1	0
ARE/SH	1244652	1	1	0
IDN/JB	12577536	2	2	0
IDN	3078876	2	2	0
NGA/LA	6681816	3	3	0
KOR	1484344868	4	4	0
VNM/HP	8647056	2	2	0
TUN/11	1048128	1	1	0
VNM/39	12512028	3	3	0
BRA/GO	1048128	1	1	0
KAZ/71	1834224	1	1	0
DZA/06	2161764	1	1	0
IDN/SG	11922456	1	1	0
GHA/AA	1113636	1	1	0
RUS/KDA	15263364	1	1	0
TUN/21	3013368	1	1	0
MNG/1	3078876	1	1	0
BRA/ES	1113636	1	1	0
GAB/1	917112	1	1	0
PHL	1113636	1	1	0
VNM/DN	11005344	2	2	0
RUS/SAM	1048128	1	1	0
ARG/B	16114968	3	3	0
RUS	247223388	29	1	2
FRA/PDL	1410752	18	0	1
CHE/NE	64380064	1	1	0
PAK	1113636	1	1	0
VNM/CT	10546788	1	1	0
USA/SD	74037256	1	1	0
PHL/11	1113636	1	1	0
GTM/01	5961228	1	1	0
PHL/03	1048128	1	1	0
ARG/H	4323528	1	1	0
MEX/GUA	4389036	1	1	0
ROU/B	29922292	92	1	1
NLD/GE	60123192	2	2	0
MMR/06	101093536	1	1	0
VNM/53	1048128	1	1	0
BRA/PR	4192512	1	1	0
HKG/NTW	15983952	1	1	0
ARG/Q	2554812	1	1	0
MEX/CHH	3930480	1	1	0
EST	45526132	1	1	0
BEL	334532510	1	1	0
IRQ/DA	7926468	1	1	0
BRA/RS	2489304	1	1	0
SYC	168414396	6	6	0
ARG/E	1441176	1	1	0
IRQ/KA	917112	1	1	0
ZWE/HA	1179144	1	1	0
ESP/CT	2358288	1	1	0
ZAF	1113636	1	1	0
VNM/44	8188500	1	1	0
VNM/37	11987964	1	1	0
TUR/34	2947860	1	1	0
PSE/NBS	2030748	1	1	0
BGD/B	917112	1	1	0
PAK/IS	917112	1	1	0
VNM/61	9302136	1	1	0
ESP/MD	11267376	1	1	0
DZA/09	1179144	1	1	0
GBR	220135940	3	3	0
UKR/51	16835556	1	1	0
KOR/31	64104000	2	2	0
DNK	2816844	1	1	0
ECU/G	2751336	1	1	0
MEX/CAM	12905076	1	1	0
PSE	6550800	1	1	0
IRQ/BG	4847592	1	1	0
KEN	3340908	2	2	0
IND/GJ	2423796	1	1	0
ARG	5764704	1	1	0
NOR/50	229350336	51	0	2
VNM/33	2030748	1	1	0
MEX	4585560	1	1	0
ETH/AA	1441176	1	1	0
DEU/BY	156266712	20	9	1
TWN/CHA	56314788	1	1	0
SAU/02	1965240	1	1	0
JOR/AM	3799464	3	3	0
CHL/LR	4651068	1	1	0
NIC/MN	4127004	1	1	0
CRI/A	5175132	1	1	0
IDN/JK	11594916	2	2	0
TUR/31	1113636	1	1	0
EST/37	20180288	1	1	0
CHL/BI	1048128	1	1	0
BLR/MI	1375668	1	1	0
SAU/04	1048128	1	1	0
LBY/TB	2358288	1	1	0
EGY/C	42231560	2	2	0
ESP	917112	1	1	0
IRQ/AR	27473056	1	1	0
BRA/RJ	6878340	2	2	0
NPL/P3	61591516	1	1	0
ESP/AN	267786558	1	1	0
VNM/54	11529408	1	1	0
UKR/59	2030748	1	1	0
AGO/LUA	917112	1	1	0
TUR/06	9302136	1	1	0
BRA/SC	1310160	1	1	0
ZAF/WC	1113636	1	1	0
KHM	73096032	1	1	0
DOM/25	2096256	1	1	0
VNM/56	1113636	1	1	0
ITA	10350264	2	2	0
IND/KA	25036428	2	2	0
IND/TN	917112	1	1	0
ARG/T	3078876	1	1	0
DOM/01	1113636	1	1	0
EGY/BH	1113636	1	1	0
