week_start	Neurophysiology
2024-02-26	19287214611
2024-03-04	16006000770
2024-03-11	44842582190
2024-03-18	45274158362
2024-03-25	29137733682
2024-04-01	27298908270
2024-04-08	271954356
2024-04-15	50671620212
2024-04-22	19260488
2024-04-29	13285907906
2024-05-06	978377280
2024-05-13	68115168
2024-05-20	26802906311
2024-05-27	39676207286
2024-06-03	13683526974
2024-06-10	26819856999
2024-06-17	52882686539
2024-06-24	39932485013
2024-07-01	40433822462
2024-07-08	67982973302
2024-07-15	46725110898
2024-07-22	2823734265
2024-07-29	36918097142
2024-08-05	71607302916
2024-08-12	38277196289
2024-08-19	1181935825
2024-08-26	18677271306
2024-09-02	17372006754
2024-09-09	31543141732
2024-09-16	15064329956
2024-09-23	14573523752
2024-09-30	576726912
2024-10-07	36759873612
2024-10-14	66647712732
2024-10-21	13646347214
2024-10-28	27721544732
2024-11-04	13599106024
2024-11-11	33188473475
2024-11-18	147855344040
2024-11-25	47131830454
2024-12-02	15743739395
2024-12-16	13179483710
2024-12-30	65512132988
2025-01-06	79423695613
2025-01-13	125783121016
2025-01-20	135994790119
2025-01-27	135957168063
2025-02-03	56720553596
2025-02-10	29396150911
2025-02-17	145999941247
2025-02-24	75355261393
2025-03-03	20241858615
2025-03-10	97586739460
2025-03-17	17622893724
2025-03-24	50921562588
2025-03-31	71009616895
2025-04-07	103796663023
2025-04-14	13981379397
2025-04-21	41437746477
2025-04-28	76677568652
2025-05-05	24079951307
2025-05-12	28933597613
2025-05-19	280816436
2025-05-26	30094615197
2025-06-02	28669503551
2025-06-09	801103395
2025-06-16	13191537146
2025-06-23	28238499500
2025-06-30	4689319378
2025-07-07	79166989790
2025-07-14	66608202027
2025-07-21	81710882522
2025-07-28	46529228562
2025-08-04	32926223208
2025-08-11	6873549225
2025-08-18	29462950919
2025-08-25	57826785720
2025-09-01	5204817645
2025-09-08	17607039338
2025-09-15	33198194716
2025-09-22	13643452738
2025-09-29	26550360404
2025-10-06	41308559179
2025-10-13	120819702252
2025-10-20	51139468689
2025-10-27	27392593602
2025-11-03	674604264882
2025-11-10	243133125397
2025-11-17	33284217248
2025-11-24	59869682932
2025-12-01	112764359560
2025-12-08	43116966701
2025-12-15	108959867117
2025-12-22	29062878800
2025-12-29	30438270609
2026-01-05	37218848837
2026-01-12	51824120762
2026-01-19	91979273806
2026-01-26	70085948288
2026-02-02	177540097420
2026-02-09	93271195138
2026-02-16	60195344242
2026-02-23	150490240374
2026-03-02	137687396424
2026-03-09	22590993692
2026-03-16	93901146001
2026-03-23	69927612007
2026-03-30	254878785841
2026-04-06	104560144161
2026-04-13	266891297196
2026-04-20	55461385012
2026-04-27	31875204012
2026-05-04	122003996472
2026-05-11	73698728752
2026-05-18	119269194613
2026-05-25	122524244758
2026-06-01	84530220372
2026-06-08	67607648033
2026-06-15	171597836336
2026-06-22	155756197065
2026-06-29	117017584858
2026-07-06	107880041766
2026-07-13	139996840284
2026-07-20	55056062067
